ID,English,Japanese_Kana,Japanese_Hepburn,Japanese_Trademarked,German,French,Korean_Hangul,Korean_Revised,Korean_McCune_Reischauer,Korean_Official,Chinese_Traditional,Chinese_Simplified,Chinese_Pinyin,Chinese_Yale,Chinese_Former_Names
493,Arceus,アルセウス,Aruseusu,Arceus,Arceus,Arceus,아르세우스,Areuseuseu,Arŭseusŭ,Arceus,阿爾宙斯,阿尔宙斯,Ā'ěrzhòusī,Ayíhjauhsī,-
494,Victini,ビクティニ,Bikutini,Victini,Victini,Victini,비크티니,Bikeutini,Pik'ŭt'ini,Victini,比克提尼,比克提尼,Bǐkètíní,Béihāktàihnèi,-
495,Snivy,ツタージャ,Tsutāja,Tsutarja,Serpifeu,Vipélierre,주리비얀,Juribiyan,Churibiyan,Juribiyan,藤藤蛇,藤藤蛇,Téngténgshé,Tàhngtàhngsèh,-
496,Servine,ジャノビー,Janobī,Janovy,Efoserp,Lianaja,샤비,Syabi,Syabi,Syabi,青藤蛇,青藤蛇,Qīngténgshé,Chīngtàhngsèh,-
497,Serperior,ジャローダ,Jarōda,Jalorda,Serpiroyal,Majaspic,샤로다,Syaroda,Syaroda,Syaroda,君主蛇,君主蛇,Jūnzhǔshé,Gwānjyúhsèh,-
498,Tepig,ポカブ,Pokabu,Pokabu,Floink,Gruikui,뚜꾸리,Ttukkuri,Ttukkuri,Ttukkuri,暖暖豬,暖暖猪,Nuǎnnuǎnzhū,Nyúhnnyúhnjyū,-
499,Pignite,チャオブー,Chaobū,Chaoboo,Ferkokel,Grotichon,챠오꿀,Chyaokkul,Ch'yaokkul,Chaokkul,炒炒豬,炒炒猪,Chǎochǎozhū,Cháaucháaujyū,-
500,Emboar,エンブオー,Enbuō,Enbuoh,Flambirex,Roitiflam,염무왕,Yeommuwang,Yŏmmuwang,Yeommuwang,炎武王,炎武王,Yánwǔwáng,Yìhmmóuhwòhng,-
501,Oshawott,ミジュマル,Mijumaru,Mijumaru,Ottaro,Moustillon,수댕이,Sudaengi,Sudaengi,Sudaengi,水水獺,水水獭,Shuǐshuǐtà,Séuiséuichaat,-
502,Dewott,フタチマル,Futachimaru,Futachimaru,Zwottronin,Mateloutre,쌍검자비,Ssanggeomjabi,Ssanggŏmjabi,Ssangeomzabi,雙刃丸,双刃丸,Shuāngrènwán,Sēungyahnyún,-
503,Samurott,ダイケンキ,Daikenki,Daikenki,Admurai,Clamiral,대검귀,Daegeomgwi,Taegŏmgwi,Daegeomgwi,大劍鬼,大剑鬼,Dàjiànguǐ,Daaihgimgwái,-
504,Patrat,ミネズミ,Minezumi,Minezumi,Nagelotz,Ratentif,보르쥐,Boreujwi,Porŭjwi,Borujwi,探探鼠,探探鼠,Tàntànshǔ,Tāamtāamsyú,-
505,Watchog,ミルホッグ,Miruhoggu,Miruhog,Kukmarda,Miradar,보르그,Boreugeu,Porŭgŭ,Borugu,步哨鼠,步哨鼠,Bùshàoshǔ,Bouhsaausyú,-
506,Lillipup,ヨーテリー,Yōterī,Yorterrie,Yorkleff,Ponchiot,요테리,Yoteri,Yot'eri,Yorterrie,小約克,小约克,Xiǎoyuēkè,Síuyeukhāk,-
507,Herdier,ハーデリア,Hāderia,Herderrie,Terribark,Ponchien,하데리어,Haderieo,Haderiŏ,Herderrie,哈約克,哈约克,Hāyuēkè,Hāyeukhāk,-
508,Stoutland,ムーランド,Mūrando,Mooland,Bissbark,Mastouffe,바랜드,Baraendeu,Paraendŭ,Baland,長毛狗,长毛狗,Chángmáogǒu,Chèuhngmòugáu,-
509,Purrloin,チョロネコ,Choroneko,Choroneko,Felilou,Chacripan,쌔비냥,Ssaebinyang,Ssaebinyang,Ssaebinyang,扒手貓,扒手猫,Páshǒumāo,Pàhsáumāau,-
510,Liepard,レパルダス,Reparudasu,Lepardas,Kleoparda,Léopardus,레파르다스,Repareudaseu,Rep'arŭdasŭ,Lepardas,酷豹,酷豹,Kùbào,Huhkpaau,-
511,Pansage,ヤナップ,Yanappu,Yanappu,Vegimak,Feuillajou,야나프,Yanapeu,Yanap'ŭ,Yanappu,花椰猴,花椰猴,Huāyéhóu,Fāyèhhàuh,-
512,Simisage,ヤナッキー,Yanakkī,Yanakkie,Vegichita,Feuiloutan,야나키,Yanaki,Yanak'i,Yanakkie,花椰猿,花椰猿,Huāyéyuán,Fāyèhyùhn,-
513,Pansear,バオップ,Baoppu,Baoppu,Grillmak,Flamajou,바오프,Baopeu,Paop'ŭ,Baoppu,爆香猴,爆香猴,Bàoxiānghóu,Baauhēunghàuh,-
514,Simisear,バオッキー,Baokkī,Baokkie,Grillchita,Flamoutan,바오키,Baoki,Paok'i,Baokkie,爆香猿,爆香猿,Bàoxiāngyuán,Baauhēungyùhn,-
515,Panpour,ヒヤップ,Hiyappu,Hiyappu,Sodamak,Flotajou,앗차프,Atchapeu,Atch'ap'ŭ,Atchappu,冷水猴,冷水猴,Lěngshuǐhóu,Láahngséuihàuh,-
516,Simipour,ヒヤッキー,Hiyakkī,Hiyakkie,Sodachita,Flotoutan,앗차키,Atchaki,Atch'ak'i,Atchakkie,冷水猿,冷水猿,Lěngshuǐyuán,Láahngséuiyùhn,-
517,Munna,ムンナ,Munna,Munna,Somniam,Munna,몽나,Mongna,Mongna,Mongna,食夢夢,食梦梦,Shímèngmèng,Sihkmuhngmuhng,-
518,Musharna,ムシャーナ,Mushāna,Musharna,Somnivora,Mushana,몽얌나,Mongyamna,Mongyamna,Mongyamna,夢夢蝕,梦梦蚀,Mèngmèngshí,Muhngmuhngsihk,-
519,Pidove,マメパト,Mamepato,Mamepato,Dusselgurr,Poichigeon,콩둘기,Kongdulgi,K'ongdulgi,Kongdulgi,豆豆鴿,豆豆鸽,Dòudòugē,Dauhdauhgap,-
520,Tranquill,ハトーボー,Hatōbō,Hatoboh,Navitaub,Colombeau,유토브,Yutobeu,Yut'obŭ,Yutobu,咕咕鴿,咕咕鸽,Gūgūgē,Gūgūgap,"波波鴿 / 波波鸽 Bōbōgē (TW/CN)
波波鴿 Bōbōgap (HK)"
521,Unfezant,ケンホロウ,Kenhorō,Kenhallow,Fasasnob,Déflaisan,켄호로우,Kenhorou,K'enhorou,Kenhorrow,高傲雉雞,高傲雉鸡,Gāo'àozhìjī,Gōungouhjihgāi,"轟隆雉雞 / 轰隆雉鸡 Hōnglóngzhìjī (TW/CN)
轟隆雉雞 Gwàhnglùhngjihgāi (HK)"
522,Blitzle,シママ,Shimama,Shimama,Elezeba,Zébribon,줄뮤마,Julmyuma,Chulmyuma,Julmyuma,斑斑馬,斑斑马,Bānbānmǎ,Bāanbāanmáh,-
523,Zebstrika,ゼブライカ,Zeburaika,Zebraika,Zebritz,Zéblitz,제브라이카,Jebeuraika,Chebŭraik'a,Zebraika,雷電斑馬,雷电斑马,Léidiànbānmǎ,Lèuihdihnbāanmáh,-
524,Roggenrola,ダンゴロ,Dangoro,Dangoro,Kiesling,Nodulithe,단굴,Dangul,Tan'gul,Dangul,石丸子,石丸子,Shíwánzi,Sehkyúnjí,-
525,Boldore,ガントル,Gantoru,Gantle,Sedimantur,Géolithe,암트르,Amteureu,Amt'ŭrŭ,Amtru,地幔岩,地幔岩,Dìmànyán,Deihmaahnngàahm,-
526,Gigalith,ギガイアス,Gigaiasu,Gigaiath,Brockoloss,Gigalithe,기가이어스,Gigaieoseu,Kigaiŏsŭ,Gigaiath,龐岩怪,庞岩怪,Pángyánguài,Pòhngngàahmgwaai,-
527,Woobat,コロモリ,Koromori,Koromori,Fleknoil,Chovsourir,또르박쥐,Ttoreubakjwi,Ttorŭbakchwi,Ttorbakjwi,滾滾蝙蝠,滚滚蝙蝠,Gǔngǔnbiānfú,Gwángwánpīnfūk,-
528,Swoobat,ココロモリ,Kokoromori,Kokoromori,Fletiamo,Rhinolove,맘박쥐,Mambakjwi,Mambakchwi,Mambakjwi,心蝙蝠,心蝙蝠,Xīnbiānfú,Sāmpīnfūk,-
529,Drilbur,モグリュー,Moguryū,Mogurew,Rotomurf,Rototaupe,두더류,Dudeoryu,Tudŏryu,Dudeoryu,螺釘地鼠,螺钉地鼠,Luódīngdìshǔ,Lòhdēngdeihsyú,-
530,Excadrill,ドリュウズ,Doryūzu,Doryuzu,Stalobor,Minotaupe,몰드류,Moldeuryu,Moldŭryu,Moldryu,龍頭地鼠,龙头地鼠,Lóngtóudìshǔ,Lùhngtàudeihsyú,-
531,Audino,タブンネ,Tabunne,Tabunne,Ohrdoch,Nanméouïe,다부니,Dabuni,Tabuni,Dabunie,差不多娃娃,差不多娃娃,Chàbùduōwáwá,Chābātdōwāwā,-
532,Timburr,ドッコラー,Dokkorā,Dokkorer,Praktibalk,Charpenti,으랏차,Euratcha,Ŭratch'a,Uratcha,搬運小匠,搬运小匠,Bānyùnxiǎojiàng,Būnwahnsíujeuhng,-
533,Gurdurr,ドテッコツ,Dotekkotsu,Dotekkotsu,Strepoli,Ouvrifier,토쇠골,Tosoegol,T'osoegol,Tosoegol,鐵骨土人,铁骨土人,Tiěgǔtǔrén,Titgwāttóuyàhn,-
534,Conkeldurr,ローブシン,Rōbushin,Roubushin,Meistagrif,Bétochef,노보청,Nobocheong,Noboch'ŏng,Nobocheong,修建老匠,修建老匠,Xiūjiànlǎojiàng,Sāuginlóuhjeuhng,"修繕老頭 / 修缮老头 Xiūshànlǎotóu (TW/CN)
修繕老頭 Sāusihnlóuhtàuh (HK)"
535,Tympole,オタマロ,Otamaro,Otamaro,Schallquap,Tritonde,동챙이,Dongchaengi,Tongch'aengi,Dongchaengi,圓蝌蚪,圆蝌蚪,Yuánkēdǒu,Yùhnfōdáu,-
536,Palpitoad,ガマガル,Gamagaru,Gamagaru,Mebrana,Batracné,두까비,Dukkabi,Tukkabi,Dukkabi,藍蟾蜍,蓝蟾蜍,Lánchánchú,Làahmsìhmsyùh,-
537,Seismitoad,ガマゲロゲ,Gamageroge,Gamageroge,Branawarz,Crapustule,두빅굴,Dubikgul,Tubikkul,Dubiggul,蟾蜍王,蟾蜍王,Chánchúwáng,Sìhmsyùhwòhng,-
538,Throh,ナゲキ,Nageki,Nageki,Jiutesto,Judokrak,던지미,Deonjimi,Tŏnjimi,Deonjimi,投摔鬼,投摔鬼,Tóushuāiguǐ,Tàuhsēutgwái,"投射鬼 Tóushèguǐ (TW/CN)
投射鬼 Tàuhsehgwái' (HK)"
539,Sawk,ダゲキ,Dageki,Dageki,Karadonis,Karaclée,타격귀,Tagyeokgwi,T'akkyŏkkwi,Tagyeokgwi,打擊鬼,打击鬼,"Dǎjíguǐ
Dǎjīguǐ",Dágīkgwái,-
540,Sewaddle,クルミル,Kurumiru,Kurumiru,Strawickl,Larveyette,두르보,Dureubo,Turŭbo,Durbo,蟲寶包,虫宝包,Chóngbǎobāo,Chùhngbóubāau,-
541,Swadloon,クルマユ,Kurumayu,Kurumayu,Folikon,Couverdure,두르쿤,Dureukun,Turŭk'un,Durcoon,寶包繭,宝包茧,Bǎobāojiǎn,Bóubāaugáan,-
542,Leavanny,ハハコモリ,Hahakomori,Hahakomori,Matrifol,Manternel,모아머,Moameo,Moamŏ,Moameo,保母蟲,保姆虫,Bǎomǔchóng,Bóumóuhchùhng,-
543,Venipede,フシデ,Fushide,Fushide,Toxiped,Venipatte,마디네,Madine,Madine,Madine,百足蜈蚣,百足蜈蚣,Bǎizúwúgōng,Baakjūknghgūng,-
544,Whirlipede,ホイーガ,Hoīga,Wheega,Rollum,Scobolide,휠구,Hwilgu,Hwilgu,Hwilgu,車輪毬,车轮球,Chēlúnqiú,Chēlèuhnkàuh,-
545,Scolipede,ペンドラー,Pendorā,Pendror,Cerapendra,Brutapode,펜드라,Pendeura,P'endŭra,Pendror,蜈蚣王,蜈蚣王,Wúgōngwáng,Nghgūngwòhng,-
546,Cottonee,モンメン,Monmen,Monmen,Waumboll,Doudouvet,소미안,Somian,Somian,Somian,木棉球,木棉球,Mùmiánqiú,Muhkmìhnkàuh,-
547,Whimsicott,エルフーン,Erufūn,Elfuun,Elfun,Farfaduvet,엘풍,Elpung,Elp'ung,Elfuun,風妖精,风妖精,Fēngyāojing,Fūngyíujīng,-
548,Petilil,チュリネ,Churine,Churine,Lilminip,Chlorobule,치릴리,Chirilli,Ch'irilli,Chirilri,百合根娃娃,百合根娃娃,Bǎihégēnwáwá,Baakhahpgānwāwā,-
549,Lilligant,ドレディア,Doredia,Dredear,Dressella,Fragilady,드레디어,Deuredieo,Tŭrediŏ,Dredear,裙兒小姐,裙儿小姐,Qún'érxiǎojiě,Kwàhnyìhsíujé,-
550,Basculin,バスラオ,Basurao,Bassrao,Barschuft,Bargantua,배쓰나이,Baesseunai,Paessŭnai,Bessnai,野蠻鱸魚,野蛮鲈鱼,Yěmánlúyú,Yéhmàahnlòuhyú,"勇士鱸魚 / 勇士鲈鱼 Yǒngshìlúyú (TW/CN)
勇士鱸魚 Yúhngsihlòuhyú (HK)"
551,Sandile,メグロコ,Meguroko,Meguroco,Ganovil,Mascaïman,깜눈크,Kkamnunkeu,Kkamnunk'ŭ,Kkamnunku,黑眼鱷,黑眼鳄,Hēiyǎn'è,Hākngáahnngohk,-
552,Krokorok,ワルビル,Warubiru,Waruvile,Rokkaiman,Escroco,악비르,Akbireu,Akpirŭ,Akbir,混混鱷,混混鳄,Hùnhun'è,Wahnwahnngohk,-
553,Krookodile,ワルビアル,Warubiaru,Waruvial,Rabigator,Crocorible,악비아르,Akbiareu,Akpiarŭ,Akbiar,流氓鱷,流氓鳄,Liúmáng'è,Làuhmàhnngohk,-
554,Darumaka,ダルマッカ,Darumakka,Darumakka,Flampion,Darumarond,달막화,Dalmakhwa,Talmakhwa,Dalmakhwa,火紅不倒翁,火红不倒翁,Huǒhóngbùdǎowēng,Fóhùhngbātdóuyūng,-
555,Darmanitan,ヒヒダルマ,Hihidaruma,Hihidaruma,Flampivian,Darumacho,불비달마,Bulbidalma,Pulbidalma,Bulbidalma,達摩狒狒,达摩狒狒,Dámófèifèi,Daahtmōfātfāt,-
556,Maractus,マラカッチ,Marakatchi,Maracacchi,Maracamba,Maracachi,마라카치,Marakachi,Marak'ach'i,Maracacchi,沙鈴仙人掌,沙铃仙人掌,Shālíngxiānrénzhǎng,Sālìhngsīnyàhnjéung,"街頭沙鈴 / 街头沙铃 Jiētóushālíng (TW/CN)
街頭沙鈴 Gāaitàuhsālìhng (HK)"
557,Dwebble,イシズマイ,Ishizumai,Ishizumai,Lithomith,Crabicoque,돌살이,Dolsari,Tolsari,Dolsari,石居蟹,石居蟹,Shíjūxiè,Sehkgēuiháaih,-
558,Crustle,イワパレス,Iwaparesu,Iwapalace,Castellith,Crabaraque,암팰리스,Ampaelliseu,Amp'aellisŭ,Ampalace,岩殿居蟹,岩殿居蟹,Yándiànjūxiè,Ngàahmdihngēuiháaih,-
559,Scraggy,ズルッグ,Zuruggu,Zuruggu,Zurrokex,Baggiguane,곤율랭,Gonyullaeng,Konyullaeng,Gonyulraeng,滑滑小子,滑滑小子,Huáhuáxiǎozi,Waahtwaahtsíují,"滑頭小子/ 滑头小子 Huátóuxiǎozi (TW/CN)
滑頭小子 Waahttáusíují (HK)"
560,Scrafty,ズルズキン,Zuruzukin,Zuruzukin,Irokex,Baggaïd,곤율거니,Gonyulgeoni,Konyulgŏni,Gonyulgeoni,頭巾混混,头巾混混,Tóujīnhùnhun,Tàuhgānwahnwahn,-
561,Sigilyph,シンボラー,Shinborā,Symboler,Symvolara,Cryptéro,심보러,Simboreo,Simborŏ,Symboler,象徵鳥,象征鸟,Xiàngzhēngniǎo,Jeuhngjīngníuh,-
562,Yamask,デスマス,Desumasu,Desumasu,Makabaja,Tutafeh,데스마스,Deseumaseu,Tesŭmasŭ,Desumasu,哭哭面具,哭哭面具,Kūkūmiànjù,Hūkhūkmihngeuih,-
563,Cofagrigus,デスカーン,Desukān,Desukarn,Echnatoll,Tutankafer,데스니칸,Deseunikan,Tesŭnik'an,Desunikan,死神棺,死神棺,Sǐshénguān,Séisàhngūn,-
564,Tirtouga,プロトーガ,Purotōga,Protoga,Galapaflos,Carapagos,프로토가,Peurotoga,P'ŭrot'oga,Protoga,原蓋海龜,原盖海龟,Yuángàihǎiguī,Yùhngoihóigwāi,-
565,Carracosta,アバゴーラ,Abagōra,Abagoura,Karippas,Mégapagos,늑골라,Neukgolla,Nŭkkolla,Neukgolra,肋骨海龜,肋骨海龟,Lèigǔhǎiguī,Lahkgwāthóigwāi,-
566,Archen,アーケン,Āken,Archen,Flapteryx,Arkéapti,아켄,Aken,Ak'en,Aken,始祖小鳥,始祖小鸟,Shǐzǔxiǎoniǎo,Chíjóusíuníuh,-
567,Archeops,アーケオス,Ākeosu,Archeos,Aeropteryx,Aéroptéryx,아케오스,Akeoseu,Ak'eosŭ,Akeos,始祖大鳥,始祖大鸟,Shǐzǔdàniǎo,Chíjóudaaihníuh,-
568,Trubbish,ヤブクロン,Yabukuron,Yabukuron,Unratütox,Miamiasme,깨봉이,Kkaebongi,Kkaebongi,Kkaebongi,破破袋,破破袋,Pòpòdài,Popodoih,-
569,Garbodor,ダストダス,Dasutodasu,Dustdas,Deponitox,Miasmax,더스트나,Deoseuteuna,Tŏsŭtŭna,Dustna,灰塵山,灰尘山,Huīchénshān,Fūichàhnsāan,-
570,Zorua,ゾロア,Zoroa,Zorua,Zorua,Zorua,조로아,Joroa,Choroa,Zorua,索羅亞,索罗亚,"Suǒluóyǎ
Suǒluóyà",Soklòh'a,-
571,Zoroark,ゾロアーク,Zoroāku,Zoroark,Zoroark,Zoroark,조로아크,Joroakeu,Choroak'ŭ,Zoroark,索羅亞克,索罗亚克,"Suǒluóyǎkè
Suǒluóyàkè",Soklòh'ahāk,-
572,Minccino,チラーミィ,Chirāmī,Chillarmy,Picochilla,Chinchidou,치라미,Chirami,Ch'irami,Chillarmy,泡沫栗鼠,泡沫栗鼠,Pàomòlìshǔ,Póuhmutleuhtsyú,-
573,Cinccino,チラチーノ,Chirachīno,Chillaccino,Chillabell,Pashmilla,치라치노,Chirachino,Ch'irach'ino,Chillaccino,奇諾栗鼠,奇诺栗鼠,Qí​nuò​lìshǔ,Kèinohkleuhtsyú,-
574,Gothita,ゴチム,Gochimu,Gothimu,Mollimorba,Scrutella,고디탱,Goditaeng,Kodit'aeng,Goditeng,哥德寶寶,哥德宝宝,Gēdébǎobǎo,Gōdākbóubóu,-
575,Gothorita,ゴチミル,Gochimiru,Gothimiru,Hypnomorba,Mesmérella,고디보미,Godibomi,Kodibomi,Godibomi,哥德小童,哥德小童,Gēdéxiǎotóng,Gōdāksíutùhng,-
576,Gothitelle,ゴチルゼル,Gochiruzeru,Gothiruselle,Morbitesse,Sidérella,고디모아젤,Godimoajel,Kodimoajel,Godimoiselle,哥德小姐,哥德小姐,Gēdéxiǎojiě,Gōdāksíujé,-
577,Solosis,ユニラン,Yuniran,Uniran,Monozyto,Nucléos,유니란,Yuniran,Yuniran,Uniran,單卵細胞球,单卵细胞球,Dānluǎnxìbāoqiú,Dāanléuhnsaibāaukàuh,-
578,Duosion,ダブラン,Daburan,Doublan,Mitodos,Méios,듀란,Dyuran,Tyuran,Dyuran,雙卵細胞球,双卵细胞球,Shuāngluǎnxìbāoqiú,Sēungléuhnsaibāaukàuh,-
579,Reuniclus,ランクルス,Rankurusu,Lanculus,Zytomega,Symbios,란쿨루스,Rankulluseu,Rank'ŭllusŭ,Lanculus,人造細胞卵,人造细胞卵,Rénzàoxìbāoluǎn,Yàhnjouhsaibāauléuhn,-
580,Ducklett,コアルヒー,Koaruhī,Koaruhie,Piccolente,Couaneton,꼬지보리,Kkojibori,Kkojibori,Kkojibori,鴨寶寶,鸭宝宝,Yābǎobǎo,Aapbóubóu,-
581,Swanna,スワンナ,Suwanna,Swanna,Swaroness,Lakmécygne,스완나,Seuwanna,Sŭwanna,Swanna,舞天鵝,舞天鹅,Wǔtiān'é,Móuhtīnngòh,"首席天鵝 / 首席天鹅 Shǒuxítiān'é (TW/CN)
首席天鵝 Sáujihktīnngòh (HK)"
582,Vanillite,バニプッチ,Baniputchi,Vanipeti,Gelatini,Sorbébé,바닐프티,Banilpeuti,Panilp'ŭt'i,Vanipeti,迷你冰,迷你冰,Mínǐbīng,Màihnéihbīng,-
583,Vanillish,バニリッチ,Baniritchi,Vanirich,Gelatroppo,Sorboul,바닐리치,Banillichi,Panillich'i,Vanirich,多多冰,多多冰,Duōduōbīng,Dōdōbīng,-
584,Vanilluxe,バイバニラ,Baibanira,Baivanilla,Gelatwino,Sorbouboul,배바닐라,Baebanilla,Paebanilla,Baevanilla,雙倍多多冰,双倍多多冰,Shuāngbèiduōduōbīng,Sēungpúihdōdōbīng,-
585,Deerling,シキジカ,Shikijika,Shikijika,Sesokitz,Vivaldaim,사철록,Sacheollok,Sach'ŏllok,Sacheolrok,四季鹿,四季鹿,Sìjìlù,Seigwailúk,-
586,Sawsbuck,メブキジカ,Mebukijika,Mebukijika,Kronjuwild,Haydaim,바라철록,Baracheollok,Parach'ŏllok,Baracheolrok,萌芽鹿,萌芽鹿,Méngyálù,Màhngngàhlúk,"芽吹鹿 Yáchuīlù (TW/CN)
芽吹鹿 Ngàhchēuilúk (HK)"
587,Emolga,エモンガ,Emonga,Emonga,Emolga,Emolga,에몽가,Emongga,Emongga,Emonga,電飛鼠,电飞鼠,Diànfēishǔ,Dihnfēisyú,"導電飛鼠 / 导电飞鼠 Dǎodiànfēishǔ (TW/CN)
導電飛鼠 Douhdihnfēisyú (HK)"
588,Karrablast,カブルモ,Kaburumo,Kaburumo,Laukaps,Carabing,딱정곤,Ttakjeonggon,Ttakchŏnggon,Ttakjeonggon,蓋蓋蟲,盖盖虫,Gàigàichóng,Goigoichùhng,-
589,Escavalier,シュバルゴ,Shubarugo,Chevargo,Cavalanzas,Lançargot,슈바르고,Syubareugo,Syubarŭgo,Chevargo,騎士蝸牛,骑士蜗牛,"Qíshìguāniú
Qíshìwōniú",Kèihsihwō'ngàuh,-
590,Foongus,タマゲタケ,Tamagetake,Tamagetake,Tarnpignon,Trompignon,깜놀버슬,Kkamnolbeoseul,Kkamnolbŏsŭl,Kamnolberseul,哎呀球菇,哎呀球菇,Āiyāqiúgū,Āaiyākàuhgū,"寶貝球菇 Bǎobèiqiúgū (TW)
精靈球菇 Jīnglìhngkàuhgū (HK)"
591,Amoonguss,モロバレル,Morobareru,Morobareru,Hutsassa,Gaulet,뽀록나,Pporongna,Pporongna,Pporokna,敗露球菇,败露球菇,Bàilùqiúgū​,Baaihlouhkàuhgū,"暴露菇 Bàolùgū​ (TW)
暴露菇 Bouhlouhgū (HK)"
592,Frillish,プルリル,Pururiru,Pururill,Quabbel,Viskuse,탱그릴,Taenggeuril,T'aenggŭril,Tengguril,輕飄飄,轻飘飘,Qīngpiāopiāo,Hīngpīupīu,-
593,Jellicent,ブルンゲル,Burungeru,Burungel,Apoquallyp,Moyade,탱탱겔,Taengtaenggel,T'aengt'aenggel,Taengtaenggel,胖嘟嘟,胖嘟嘟,Pàngdūdū,Buhndyūtdyūt,-
594,Alomomola,ママンボウ,Mamanbō,Mamanbou,Mamolida,Mamanbo,맘복치,Mambokchi,Mambokch'i,Mambokchi,保母曼波,保姆曼波,Bǎomǔmànbō,Bóumóuhmaahnbō,-
595,Joltik,バチュル,Bachuru,Bachuru,Wattzapf,Statitik,피쪼옥,Pijjook,P'itchook,Pazzouok,電電蟲,电电虫,Diàndiànchóng,Dihndihnchùhng,-
596,Galvantula,デンチュラ,Denchura,Dentula,Voltula,Mygavolt,전툴라,Jeontulla,Chŏnt'ulla,Jeontula,電蜘蛛,电蜘蛛,Diànzhīzhū,Dihnjījyū,-
597,Ferroseed,テッシード,Tesshīdo,Tesseed,Kastadur,Grindur,철시드,Cheolsideu,Ch'ŏlsidŭ,Cheolseed,種子鐵球,种子铁球,Zhǒngzǐtiěqiú,Júngjítitkàuh,-
598,Ferrothorn,ナットレイ,Nattorei,Nutrey,Tentantel,Noacier,너트령,Neoteuryeong,Nŏt'ŭryŏng,Nutryung,堅果啞鈴,坚果哑铃,Jiānguǒyǎlíng,Gīngwó'álìhng,-
599,Klink,ギアル,Giaru,Giaru,Klikk,Tic,기어르,Gieoreu,Kiŏrŭ,Giaru,齒輪兒,齿轮儿,Chǐlún'ér,Chílèuhn'yìh,-
600,Klang,ギギアル,Gigiaru,Gigiaru,Kliklak,Clic,기기어르,Gigieoreu,Kigiŏrŭ,Gigiaru,齒輪組,齿轮组,Chǐlúnzǔ,Chílèuhnjóu,-
601,Klinklang,ギギギアル,Gigigiaru,Gigigiaru,Klikdiklak,Cliticlic,기기기어르,Gigigieoreu,Kigigiŏrŭ,Gigigiaru,齒輪怪,齿轮怪,Chǐlúnguài,Chílèuhn'gwaai,-
602,Tynamo,シビシラス,Shibishirasu,Shibishirasu,Zapplardin,Anchwatt,저리어,Jeorieo,Chŏriŏ,Jeorieo,麻麻小魚,麻麻小鱼,Mámáxiǎoyú,Màhmàhsíuyùh,-
603,Eelektrik,シビビール,Shibibīru,Shibibeel,Zapplalek,Lampéroie,저리릴,Jeoriril,Chŏriril,Jeoriril,麻麻鰻,麻麻鳗,Mámámán,Màhmàhmàahn,-
604,Eelektross,シビルドン,Shibirudon,Shibirudon,Zapplarang,Ohmassacre,저리더프,Jeorideopeu,Chŏridŏpŭ,Jeorideof,麻麻鰻魚王,麻麻鳗鱼王,Mámámányúwáng,Màhmàhmàahnyùhwòhng,-
605,Elgyem,リグレー,Rigurē,Ligray,Pygraulon,Lewsor,리그레,Rigeure,Rigŭre,Ligray,小灰怪,小灰怪,Xiǎo​huī​guài​,Síufūigwaai,-
606,Beheeyem,オーベム,Ōbemu,Ohbem,Megalon,Neitram,벰크,Bemkeu,Pemk'ŭ,Bemk,大宇怪,大宇怪,Dàyǔguài,Daaihyúhgwaai,-
607,Litwick,ヒトモシ,Hitomoshi,Hitomoshi,Lichtel,Funécire,불켜미,Bulkyeomi,Pulk'yŏmi,Bulkyeomi,燭光靈,烛光灵,Zhúguānglíng,Jūkgwōnglìhng,-
608,Lampent,ランプラー,Ranpurā,Lampler,Laternecto,Mélancolux,램프라,Raempeura,Raempŭra,Lampler,燈火幽靈,灯火幽灵,Dēnghuǒyōulíng,Dāngfóyāulìhng,-
609,Chandelure,シャンデラ,Shandera,Chandela,Skelabra,Lugulabre,샹델라,Syangdella,Syangdella,Chandela,水晶燈火靈,水晶灯火灵,Shuǐjīngdēnghuǒlíng,Séuijīngdāngfólìhng,-
610,Axew,キバゴ,Kibago,Kibago,Milza,Coupenotte,터검니,Teogeomni,T'ŏgŏmni,Teogeomni,牙牙,牙牙,Yáyá,Ngàhngàh,-
611,Fraxure,オノンド,Onondo,Onondo,Sharfax,Incisache,액슨도,Aekseundo,Aeksŭndo,Axndo,斧牙龍,斧牙龙,Fǔyálóng,Fúngàhlùhng,-
612,Haxorus,オノノクス,Ononokusu,Ononokus,Maxax,Tranchodon,액스라이즈,Aekseuraijeu,Aeksŭraijŭ,Axrise,雙斧戰龍,双斧战龙,Shuāngfǔzhànlóng,Sēungfújinlùhng,-
613,Cubchoo,クマシュン,Kumashun,Kumasyun,Petznief,Polarhume,코고미,Kogomi,K'ogomi,Kogomi,噴嚏熊,喷嚏熊,Pēntìxióng,Pantaihùhng,-
614,Beartic,ツンベアー,Tsunbeā,Tunbear,Siberio,Polagriffe,툰베어,Tunbeeo,T'unbeŏ,Tunbear,凍原熊,冻原熊,Dòngyuánxióng,Dungyúhnhùhng,-
615,Cryogonal,フリージオ,Furījio,Freegeo,Frigometri,Hexagel,프리지오,Peurijio,P'ŭrijio,Freegeo,幾何雪花,几何雪花,Jǐhéxuěhuā,Géihòhsyutfā,-
