ID,ID_EXT,Name,Class,Base_HP,Base_Attack,Base_Defense,Base_Sp_Attack,Base_Sp_Defense,Base_Speed,Base_Total,Base_Average,GEN,GEN2
410,,Shieldon,,30,42,118,42,88,30,350,58.33,6,
480,,Uxie,,75,75,130,75,130,95,580,96.67,7,
372,,Shelgon,,65,95,100,60,50,50,420,70,2,5
48,,Venonat,,60,55,50,40,40,45,250,50,1,
476,,Probopass,,60,55,145,75,150,40,525,87.5,2,5
28,,Sandslash,,75,100,110,45,55,65,450,75,2,5
76,,Golem,,80,110,130,55,55,45,420,84,1,
307,,Meditite,,30,40,55,40,55,60,280,46.67,6,
177,,Natu,,40,50,45,70,45,70,320,53.33,6,
800,,Necrozma,,97,107,101,127,89,79,600,100,7,
663,,Talonflame,,78,81,71,74,69,126,499,83.17,6,
565,,Carracosta,,74,108,133,83,65,32,495,82.5,7,
34,,Nidoking,,81,92,77,85,75,85,495,82.5,2,5
120,,Staryu,,30,45,55,70,70,85,285,57,1,
129,,Magikarp,,20,10,55,15,20,80,200,33.33,6,
235,,Smeargle,,55,20,35,20,45,75,250,41.67,7,
198,,Murkrow,,60,85,42,85,42,91,405,67.5,2,5
629,,Vullaby,,70,55,75,45,65,60,370,61.67,6,
374,,Beldum,,40,55,80,35,60,30,300,50,7,
524,,Roggenrola,,55,75,85,25,25,15,280,46.67,2,5
51,,Dugtrio,,35,80,50,50,70,120,405,67.5,2,5
354,M,Banette ,Mega Banette,64,165,75,93,83,75,555,92.5,6,
100,,Voltorb,,40,30,50,55,55,100,330,55,2,5
214,M,Heracross ,Mega Heracross,80,185,115,40,105,75,600,100,7,
634,,Zweilous,,72,85,70,65,70,58,420,70,2,5
71,,Victreebel,,80,105,65,100,100,70,420,84,1,
668,,Pyroar,,86,68,72,109,66,106,507,84.5,6,
188,,Skiploom,,55,45,50,45,65,80,340,56.67,7,
680,,Doublade,,59,110,150,45,49,35,448,74.67,7,
14,,Kakuna,,45,25,50,25,25,35,180,36,1,
608,,Lampent,,60,40,60,95,60,55,370,61.67,7,
444,,Gabite,,68,90,65,50,55,82,410,68.33,6,
53,A,Persian ,Alolan Persian,65,60,60,75,65,115,440,73.33,7,
434,,Stunky,,63,63,47,41,41,74,329,54.83,7,
690,,Skrelp,,50,60,60,60,60,30,320,53.33,6,
383,P,Groudon ,Primal Groudon,100,180,160,150,90,90,770,128.33,7,
557,,Dwebble,,50,65,85,35,35,55,325,54.17,7,
203,,Girafarig,,70,80,65,90,65,85,455,75.83,6,
517,,Munna,,76,25,45,67,55,24,292,48.67,7,
60,,Poliwag,,40,50,40,40,40,90,300,50,7,
487,O,Giratina ,Origin Forme,150,120,100,120,100,90,680,113.33,6,
177,,Natu,,40,50,45,70,45,70,320,53.33,7,
696,,Tyrunt,,58,89,77,45,45,48,362,60.33,7,
663,,Talonflame,,78,81,71,74,69,126,499,83.17,7,
565,,Carracosta,,74,108,133,83,65,32,495,82.5,6,
609,,Chandelure,,60,55,90,145,90,80,520,86.67,6,
105,,Marowak,,60,80,110,50,50,45,345,69,1,
107,,Hitmonchan,,50,105,79,35,110,76,455,75.83,6,
515,,Panpour,,50,53,48,53,48,64,316,52.67,7,
23,,Ekans,,35,60,44,40,54,55,288,48,6,
326,,Grumpig,,80,45,65,90,110,80,470,78.33,7,
306,M,Aggron ,Mega Aggron,70,140,230,60,80,50,630,105,7,
115,,Kangaskhan,,105,95,80,40,80,90,490,81.67,6,
137,,Porygon,,65,60,70,85,75,40,395,65.83,7,
648,,Meloetta ,Aria Forme,100,77,77,128,128,90,600,100,7,
455,,Carnivine,,74,100,72,90,72,46,454,75.67,6,
237,,Hitmontop,,50,95,95,35,110,70,455,75.83,7,
301,,Delcatty,,70,65,65,55,55,70,380,63.33,2,5
521,,Unfezant,,80,115,80,65,55,93,488,81.33,6,
402,,Kricketune,,77,85,51,55,51,65,384,64,7,
273,,Seedot,,40,40,50,30,30,30,220,36.67,7,
18,,Pidgeot,,83,80,75,70,70,91,399,79.8,1,
465,,Tangrowth,,100,100,125,110,50,50,535,89.17,7,
461,,Weavile,,70,120,65,45,85,125,510,85,7,
16,,Pidgey,,40,45,40,35,35,56,251,41.83,6,
608,,Lampent,,60,40,60,95,60,55,370,61.67,6,
434,,Stunky,,63,63,47,41,41,74,329,54.83,6,
53,,Persian,,65,70,60,65,65,115,440,73.33,2,5
241,,Miltank,,95,80,105,40,70,100,490,81.67,2,5
489,,Phione,,80,80,80,80,80,80,480,80,6,
424,,Ambipom,,75,100,66,60,66,115,482,80.33,2,5
382,,Kyogre,,100,100,90,150,140,90,670,111.67,6,
23,,Ekans,,35,60,44,40,54,55,288,48,2,5
214,,Heracross,,80,125,75,40,95,85,500,83.33,7,
335,,Zangoose,,73,115,60,60,60,90,458,76.33,6,
203,,Girafarig,,70,80,65,90,65,85,455,75.83,2,5
609,,Chandelure,,60,55,90,145,90,80,520,86.67,7,
616,,Shelmet,,50,40,85,40,65,25,305,50.83,2,5
325,,Spoink,,60,25,35,70,80,60,330,55,2,5
37,A,Vulpix ,Alolan Vulpix,38,41,40,50,65,65,299,49.83,7,
30,,Nidorina,,70,62,67,55,55,56,365,60.83,7,
784,,Kommo-o,,75,110,125,100,105,85,600,100,7,
710,,Pumpkaboo ,Super Size,59,66,70,44,55,41,335,55.83,7,
600,,Klang,,60,80,95,70,85,50,440,73.33,6,
208,,Steelix,,75,85,200,55,65,30,510,85,6,
72,,Tentacool,,40,40,35,100,100,70,285,57,1,
107,,Hitmonchan,,50,105,79,35,110,76,455,75.83,7,
515,,Panpour,,50,53,48,53,48,64,316,52.67,6,
90,,Shellder,,30,65,100,45,45,40,280,56,1,
513,,Pansear,,50,53,48,53,48,64,316,52.67,6,
424,,Ambipom,,75,100,66,60,66,115,482,80.33,7,
272,,Ludicolo,,80,70,70,90,100,70,480,80,6,
205,,Forretress,,75,90,140,60,60,40,465,77.5,7,
16,,Pidgey,,40,45,40,35,35,56,216,43.2,1,
290,,Nincada,,31,45,90,30,30,40,266,44.33,2,5
292,,Shedinja,,1,90,45,30,30,40,236,39.33,2,5
201,,Unown,,48,72,48,72,48,48,336,56,7,
103,,Exeggutor,,95,95,85,125,125,55,455,91,1,
614,,Beartic,,95,110,80,70,80,50,485,80.83,2,5
38,,Ninetales,,73,76,75,81,100,100,505,84.17,2,5
378,,Regice,,80,50,100,100,200,50,580,96.67,2,5
524,,Roggenrola,,55,75,85,25,25,15,280,46.67,7,
347,,Anorith,,45,95,50,40,50,75,355,59.17,7,
461,,Weavile,,70,120,65,45,85,125,510,85,6,
335,,Zangoose,,73,115,60,60,60,90,458,76.33,2,5
450,,Hippowdon,,108,112,118,68,72,47,525,87.5,2,5
331,,Cacnea,,50,85,40,85,40,35,335,55.83,2,5
228,,Houndour,,45,60,30,80,50,65,330,55,2,5
332,,Cacturne,,70,115,60,115,60,55,475,79.17,2,5
242,,Blissey,,255,10,10,75,135,55,540,90,6,
188,,Skiploom,,55,45,50,45,65,80,340,56.67,2,5
319,,Sharpedo,,70,120,40,95,40,95,460,76.67,6,
95,,Onix,,35,45,160,30,30,70,340,68,1,
606,,Beheeyem,,75,75,75,125,95,40,485,80.83,7,
272,,Ludicolo,,80,70,70,90,100,70,480,80,2,5
646,B,Kyurem ,Black Kyurem,125,170,100,120,90,95,700,116.67,6,
214,,Heracross,,80,125,75,40,95,85,500,83.33,6,
335,,Zangoose,,73,115,60,60,60,90,458,76.33,7,
181,M,Ampharos ,Mega Ampharos,90,95,105,165,110,45,610,101.67,7,
600,,Klang,,60,80,95,70,85,50,440,73.33,7,
21,,Spearow,,40,60,30,31,31,70,262,43.67,6,
2,,Ivysaur,,60,62,63,80,80,60,325,65,1,
319,,Sharpedo,,70,120,40,95,40,95,460,76.67,2,5
601,,Klinklang,,60,100,115,70,85,90,520,86.67,6,
513,,Pansear,,50,53,48,53,48,64,316,52.67,7,
310,,Manectric,,70,75,60,105,60,105,475,79.17,2,5
104,,Cubone,,50,50,95,40,50,35,320,53.33,2,5
624,,Pawniard,,45,85,70,40,40,60,340,56.67,7,
379,,Registeel,,80,75,150,75,150,50,580,96.67,2,5
625,,Bisharp,,65,125,100,60,70,70,490,81.67,6,
330,,Flygon,,80,100,80,80,80,100,520,86.67,7,
295,,Exploud,,104,91,63,91,73,68,490,81.67,7,
668,,Pyroar,,86,68,72,109,66,106,507,84.5,7,
414,,Mothim,,70,94,50,94,50,66,424,70.67,6,
416,,Vespiquen,,70,80,102,80,102,40,474,79,2,5
86,,Seel,,65,45,55,70,70,45,280,56,1,
785,,Tapu Koko,,70,115,85,95,75,130,570,95,7,
408,,Cranidos,,67,125,40,30,30,58,350,58.33,6,
611,,Fraxure,,66,117,70,40,50,67,410,68.33,7,
696,,Tyrunt,,58,89,77,45,45,48,362,60.33,6,
21,,Spearow,,40,60,30,31,31,70,262,43.67,7,
115,,Kangaskhan,,105,95,80,40,40,90,410,82,1,
143,,Snorlax,,160,110,65,65,110,30,540,90,6,
478,,Froslass,,70,80,70,80,70,110,480,80,7,
472,,Gliscor,,75,95,125,45,75,95,510,85,6,
136,,Flareon,,65,130,60,110,110,65,430,86,1,
20,,Raticate,,55,81,60,50,50,97,343,68.6,1,
415,,Combee,,30,30,42,30,42,70,244,40.67,7,
60,,Poliwag,,40,50,40,40,40,90,260,52,1,
5,,Charmeleon,,58,64,58,80,65,80,405,67.5,2,5
769,,Sandygast,,55,55,80,70,45,15,320,53.33,7,
337,,Lunatone,,70,55,65,95,85,70,440,73.33,6,
624,,Pawniard,,45,85,70,40,40,60,340,56.67,6,
455,,Carnivine,,74,100,72,90,72,46,454,75.67,7,
237,,Hitmontop,,50,95,95,35,110,70,455,75.83,6,
75,,Graveler,,55,95,115,45,45,35,390,65,6,
273,,Seedot,,40,40,50,30,30,30,220,36.67,6,
558,,Crustle,,70,105,125,65,75,45,485,80.83,7,
494,,Victini,,100,100,100,100,100,100,600,100,7,
164,,Noctowl,,100,50,50,76,96,70,442,73.67,6,
414,,Mothim,,70,94,50,94,50,66,424,70.67,2,5
711,,Gourgeist ,Small Size,55,85,122,58,75,99,494,82.33,6,
616,,Shelmet,,50,40,85,40,65,25,305,50.83,6,
16,,Pidgey,,40,45,40,35,35,56,251,41.83,7,
160,,Feraligatr,,85,105,100,79,83,78,530,88.33,2,5
620,,Mienshao,,65,125,60,95,60,105,510,85,2,5
442,,Spiritomb,,50,92,108,92,108,35,485,80.83,2,5
334,,Altaria,,75,70,90,70,105,80,490,81.67,6,
443,,Gible,,58,70,45,40,45,42,300,50,7,
208,M,Steelix ,Mega Steelix,75,125,230,55,95,30,610,101.67,6,
188,,Skiploom,,55,45,50,45,65,80,340,56.67,6,
489,,Phione,,80,80,80,80,80,80,480,80,7,
578,,Duosion,,65,40,50,125,60,30,370,61.67,7,
658,A,Greninja ,Ash-Greninja,72,145,67,153,71,132,640,106.67,7,
669,,Flabébé,,44,38,39,61,79,42,303,50.5,6,
472,,Gliscor,,75,95,125,45,75,95,510,85,2,5
624,,Pawniard,,45,85,70,40,40,60,340,56.67,2,5
156,,Quilava,,58,64,58,80,65,80,405,67.5,6,
273,,Seedot,,40,40,50,30,30,30,220,36.67,2,5
112,,Rhydon,,105,130,120,45,45,40,485,80.83,2,5
114,,Tangela,,65,55,115,100,40,60,435,72.5,7,
592,,Frillish,,55,40,50,65,85,40,335,55.83,2,5
415,,Combee,,30,30,42,30,42,70,244,40.67,6,
559,,Scraggy,,50,75,70,35,70,48,348,58,2,5
478,,Froslass,,70,80,70,80,70,110,480,80,6,
760,,Bewear,,120,125,80,55,60,60,500,83.33,7,
116,,Horsea,,30,40,70,70,70,60,270,54,1,
75,,Graveler,,55,95,115,45,45,35,390,65,7,
226,,Mantine,,65,40,70,80,140,70,465,77.5,6,
246,,Larvitar,,50,64,50,45,50,41,300,50,7,
496,,Servine,,60,60,75,60,75,83,413,68.83,6,
286,,Breloom,,60,130,80,60,60,70,460,76.67,2,5
94,,Gengar,,60,65,60,130,130,110,425,85,1,
375,,Metang,,60,75,100,55,80,50,420,70,2,5
741,,Oricorio,,75,70,70,98,70,93,476,79.33,7,
616,,Shelmet,,50,40,85,40,65,25,305,50.83,7,
454,,Toxicroak,,83,106,65,86,65,85,490,81.67,6,
505,,Watchog,,60,85,69,60,69,77,420,70,2,5
380,,Latias,,80,80,90,110,130,110,600,100,2,5
576,,Gothitelle,,70,55,95,95,110,65,490,81.67,7,
319,,Sharpedo,,70,120,40,95,40,95,460,76.67,7,
212,,Scizor,,70,130,100,55,80,65,500,83.33,6,
208,M,Steelix ,Mega Steelix,75,125,230,55,95,30,610,101.67,7,
151,,Mew,,100,100,100,100,100,100,600,100,7,
92,,Gastly,,30,35,30,100,100,80,275,55,1,
41,,Zubat,,40,45,35,40,40,55,215,43,1,
606,,Beheeyem,,75,75,75,125,95,40,485,80.83,6,
250,,Ho-Oh,,106,130,90,110,154,90,680,113.33,2,5
479,,Rotom ,Heat Rotom,50,65,107,105,107,86,520,86.67,2,5
646,B,Kyurem ,Black Kyurem,125,170,100,120,90,95,700,116.67,7,
207,,Gligar,,65,75,105,35,65,85,430,71.67,2,5
592,,Frillish,,55,40,50,65,85,40,335,55.83,6,
181,M,Ampharos ,Mega Ampharos,90,95,105,165,110,45,610,101.67,6,
313,,Volbeat,,65,73,55,47,75,85,400,66.67,6,
263,,Zigzagoon,,38,30,41,30,41,60,240,40,6,
412,,Burmy,,40,29,45,29,45,36,224,37.33,7,
641,T,Tornadus ,Therian Forme,79,100,80,110,90,121,580,96.67,7,
440,,Happiny,,100,5,5,15,65,30,220,36.67,6,
323,,Camerupt,,70,100,70,105,75,40,460,76.67,6,
407,,Roserade,,60,70,55,125,105,90,505,84.17,2,5
89,A,Muk ,Alolan Muk,105,105,75,65,100,50,500,83.33,7,
288,,Vigoroth,,80,80,80,55,55,90,440,73.33,2,5
315,,Roselia,,50,60,45,100,80,65,400,66.67,2,5
246,,Larvitar,,50,64,50,45,50,41,300,50,6,
303,M,Mawile ,Mega Mawile,50,105,125,55,95,50,480,80,6,
553,,Krookodile,,95,117,70,65,70,92,509,84.83,2,5
244,,Entei,,115,115,85,90,75,100,580,96.67,6,
162,,Furret,,85,76,64,45,55,90,415,69.17,2,5
212,,Scizor,,70,130,100,55,80,65,500,83.33,7,
532,,Timburr,,75,80,55,25,35,35,305,50.83,2,5
123,,Scyther,,70,110,80,55,80,105,500,83.33,7,
768,,Golisopod,,75,125,140,60,90,40,530,88.33,7,
559,,Scraggy,,50,75,70,35,70,48,348,58,7,
298,,Azurill,,50,20,40,20,40,20,190,31.67,7,
260,,Swampert,,100,110,90,85,90,60,535,89.17,2,5
592,,Frillish,,55,40,50,65,85,40,335,55.83,7,
611,,Fraxure,,66,117,70,40,50,67,410,68.33,6,
122,,Mr. Mime,,40,45,65,100,100,90,340,68,1,
339,,Barboach,,50,48,43,46,41,60,288,48,2,5
128,,Tauros,,75,100,95,70,70,110,450,90,1,
30,,Nidorina,,70,62,67,55,55,56,365,60.83,6,
315,,Roselia,,50,60,45,100,80,65,400,66.67,6,
288,,Vigoroth,,80,80,80,55,55,90,440,73.33,6,
641,T,Tornadus ,Therian Forme,79,100,80,110,90,121,580,96.67,6,
142,,Aerodactyl,,80,105,65,60,60,130,440,88,1,
177,,Natu,,40,50,45,70,45,70,320,53.33,2,5
518,,Musharna,,116,55,85,107,95,29,487,81.17,7,
234,,Stantler,,73,95,62,85,65,85,465,77.5,6,
338,,Solrock,,90,95,85,55,65,70,460,76.67,7,
62,,Poliwrath,,90,95,95,70,90,70,510,85,7,
357,,Tropius,,99,68,83,72,87,51,460,76.67,7,
513,,Pansear,,50,53,48,53,48,64,316,52.67,2,5
634,,Zweilous,,72,85,70,65,70,58,420,70,6,
129,,Magikarp,,20,10,55,15,20,80,200,33.33,2,5
97,,Hypno,,85,73,70,73,115,67,483,80.5,6,
106,,Hitmonlee,,50,120,53,35,110,87,455,75.83,2,5
509,,Purrloin,,41,50,37,50,37,66,281,46.83,2,5
711,,Gourgeist ,Small Size,55,85,122,58,75,99,494,82.33,7,
379,,Registeel,,80,75,150,75,150,50,580,96.67,7,
443,,Gible,,58,70,45,40,45,42,300,50,6,
214,M,Heracross ,Mega Heracross,80,185,115,40,105,75,600,100,6,
607,,Litwick,,50,30,55,65,55,20,275,45.83,6,
105,,Marowak,,60,80,110,50,80,45,425,70.83,7,
669,,Flabébé,,44,38,39,61,79,42,303,50.5,7,
298,,Azurill,,50,20,40,20,40,20,190,31.67,6,
614,,Beartic,,95,130,80,70,80,50,505,84.17,7,
210,,Granbull,,90,120,75,60,60,45,450,75,6,
358,,Chimecho,,65,50,70,95,80,65,425,70.83,6,
130,M,Gyarados ,Mega Gyarados,95,155,109,70,130,81,640,106.67,7,
745,Mn,Lycanroc ,Midnight Form,85,115,75,55,75,82,487,81.17,7,
746,,Wishiwashi ,Solo Form,45,20,20,25,25,40,175,29.17,7,
51,,Dugtrio,,35,80,50,70,70,120,355,71,1,
12,,Butterfree,,60,45,50,80,80,70,385,64.17,2,5
486,,Regigigas,,110,160,110,80,110,100,670,111.67,7,
234,,Stantler,,73,95,62,85,65,85,465,77.5,7,
363,,Spheal,,70,40,50,55,50,25,290,48.33,2,5
254,,Sceptile,,70,85,65,105,85,120,530,88.33,2,5
31,,Nidoqueen,,90,82,87,75,85,76,495,82.5,2,5
575,,Gothorita,,60,45,70,75,85,55,390,65,6,
343,,Baltoy,,40,40,55,40,70,55,300,50,6,
62,,Poliwrath,,90,95,95,70,90,70,510,85,6,
283,,Surskit,,40,30,32,50,52,65,269,44.83,6,
282,,Gardevoir,,68,65,65,125,115,80,518,86.33,7,
399,,Bidoof,,59,45,40,35,40,31,250,41.67,2,5
613,,Cubchoo,,55,70,40,60,40,40,305,50.83,2,5
295,,Exploud,,104,91,63,91,73,68,490,81.67,6,
353,,Shuppet,,44,75,35,63,33,45,295,49.17,7,
607,,Litwick,,50,30,55,65,55,20,275,45.83,7,
545,,Scolipede,,60,100,89,55,69,112,485,80.83,6,
475,M,Gallade ,Mega Gallade,68,165,95,65,115,110,618,103,7,
464,,Rhyperior,,115,140,130,55,55,40,535,89.17,7,
173,,Cleffa,,50,25,28,45,55,15,218,36.33,7,
15,,Beedrill,,65,80,40,45,45,75,305,61,1,
651,,Quilladin,,61,78,95,56,58,57,405,67.5,7,
343,,Baltoy,,40,40,55,40,70,55,300,50,2,5
509,,Purrloin,,41,50,37,50,37,66,281,46.83,7,
332,,Cacturne,,70,115,60,115,60,55,475,79.17,7,
139,,Omastar,,70,60,125,115,70,55,495,82.5,2,5
412,,Burmy,,40,29,45,29,45,36,224,37.33,6,
117,,Seadra,,55,65,95,95,95,85,395,79,1,
183,,Marill,,70,20,50,20,50,40,250,41.67,2,5
514,,Simisear,,75,98,63,98,63,101,498,83,6,
315,,Roselia,,50,60,45,100,80,65,400,66.67,7,
25,,Pikachu,,35,55,30,50,40,90,300,50,2,5
568,,Trubbish,,50,50,62,40,62,65,329,54.83,7,
440,,Happiny,,100,5,5,15,65,30,220,36.67,7,
686,,Inkay,,53,54,53,37,46,45,288,48,6,
801,,Magearna,,80,95,115,130,115,65,600,100,7,
329,,Vibrava,,50,70,50,50,50,70,340,56.67,7,
183,,Marill,,70,20,50,20,50,40,250,41.67,6,
283,,Surskit,,40,30,32,50,52,65,269,44.83,7,
424,,Ambipom,,75,100,66,60,66,115,482,80.33,6,
2,,Ivysaur,,60,62,63,80,80,60,405,67.5,2,5
21,,Spearow,,40,60,30,31,31,70,231,46.2,1,
166,,Ledian,,55,35,50,55,110,85,390,65,7,
298,,Azurill,,50,20,40,20,40,20,190,31.67,2,5
577,,Solosis,,45,30,40,105,50,20,290,48.33,7,
144,,Articuno,,90,85,100,125,125,85,485,97,1,
333,,Swablu,,45,40,60,40,75,50,310,51.67,2,5
182,,Bellossom,,75,80,85,90,100,50,480,80,2,5
37,,Vulpix,,38,41,40,50,65,65,299,49.83,7,
244,,Entei,,115,115,85,90,75,100,580,96.67,7,
123,,Scyther,,70,110,80,55,80,105,500,83.33,6,
750,,Mudsdale,,100,125,100,55,85,35,500,83.33,7,
647,,Keldeo,,91,72,90,129,90,108,580,96.67,6,
578,,Duosion,,65,40,50,125,60,30,370,61.67,6,
138,,Omanyte,,35,40,100,90,55,35,355,59.17,7,
475,M,Gallade ,Mega Gallade,68,165,95,65,115,110,618,103,6,
228,,Houndour,,45,60,30,80,50,65,330,55,6,
596,,Galvantula,,70,77,60,97,60,108,472,78.67,6,
509,,Purrloin,,41,50,37,50,37,66,281,46.83,6,
746,Sc,Wishiwashi ,School Form,45,140,130,140,135,30,620,103.33,7,
651,,Quilladin,,61,78,95,56,58,57,405,67.5,6,
332,,Cacturne,,70,115,60,115,60,55,475,79.17,6,
507,,Herdier,,65,80,65,35,65,60,370,61.67,7,
191,,Sunkern,,30,30,30,30,30,30,180,30,6,
288,,Vigoroth,,80,80,80,55,55,90,440,73.33,7,
605,,Elgyem,,55,55,55,85,55,30,335,55.83,6,
337,,Lunatone,,70,55,65,95,85,70,440,73.33,2,5
686,,Inkay,,53,54,53,37,46,45,288,48,7,
195,,Quagsire,,95,85,85,65,65,35,430,71.67,6,
484,,Palkia,,90,120,100,150,120,100,680,113.33,7,
413,,Wormadam ,Plant Cloak,60,59,85,79,105,36,424,70.67,6,
183,,Marill,,70,20,50,20,50,40,250,41.67,7,
570,,Zorua,,40,65,40,80,40,65,330,55,2,5
427,,Buneary,,55,66,44,44,56,85,350,58.33,7,
625,,Bisharp,,65,125,100,60,70,70,490,81.67,7,
647,,Keldeo,,91,72,90,129,90,108,580,96.67,2,5
608,,Lampent,,60,40,60,95,60,55,370,61.67,2,5
132,,Ditto,,48,48,48,48,48,48,288,48,6,
59,,Arcanine,,90,110,80,100,80,95,555,92.5,7,
605,,Elgyem,,55,55,55,85,55,30,335,55.83,2,5
5,,Charmeleon,,58,64,58,80,65,80,405,67.5,7,
280,,Ralts,,28,25,25,45,35,40,198,33,6,
52,A,Meowth ,Alolan Meowth,40,35,35,50,40,90,290,48.33,7,
595,,Joltik,,50,47,50,57,50,65,319,53.17,7,
198,,Murkrow,,60,85,42,85,42,91,405,67.5,7,
537,,Seismitoad,,105,85,75,85,75,74,499,83.17,2,5
507,,Herdier,,65,80,65,35,65,60,370,61.67,6,
562,,Yamask,,38,30,85,55,65,30,303,50.5,2,5
405,,Luxray,,80,120,79,95,79,70,523,87.17,2,5
34,,Nidoking,,81,102,77,85,75,85,505,84.17,7,
150,,Mewtwo,,106,110,90,154,154,130,590,118,1,
416,,Vespiquen,,70,80,102,80,102,40,474,79,7,
206,,Dunsparce,,100,70,70,65,65,45,415,69.17,6,
26,,Raichu,,60,90,55,90,80,110,485,80.83,6,
645,T,Landorus ,Therian Forme,89,145,90,105,80,91,600,100,6,
427,,Buneary,,55,66,44,44,56,85,350,58.33,6,
343,,Baltoy,,40,40,55,40,70,55,300,50,7,
282,,Gardevoir,,68,65,65,125,115,80,518,86.33,6,
710,,Pumpkaboo ,Small Size,44,66,70,44,55,56,335,55.83,7,
151,,Mew,,100,100,100,100,100,100,600,100,6,
121,,Starmie,,60,75,85,100,100,115,435,87,1,
132,,Ditto,,48,48,48,48,48,48,288,48,7,
75,,Graveler,,55,95,115,45,45,35,390,65,2,5
678,,Meowstic,,74,48,76,83,81,104,466,77.67,6,
116,,Horsea,,30,40,70,70,25,60,295,49.17,2,5
5,,Charmeleon,,58,64,58,80,65,80,405,67.5,6,
148,,Dragonair,,61,84,65,70,70,70,420,70,7,
280,,Ralts,,28,25,25,45,35,40,198,33,7,
595,,Joltik,,50,47,50,57,50,65,319,53.17,6,
582,,Vanillite,,36,50,50,65,60,44,305,50.83,7,
438,,Bonsly,,50,80,95,10,45,10,290,48.33,2,5
96,,Drowzee,,60,48,45,43,90,42,328,54.67,6,
464,,Rhyperior,,115,140,130,55,55,40,535,89.17,6,
23,,Ekans,,35,60,44,40,54,55,288,48,7,
446,,Munchlax,,135,85,40,40,85,5,390,65,6,
463,,Lickilicky,,110,85,95,80,95,50,515,85.83,2,5
105,,Marowak,,60,80,110,50,80,45,425,70.83,2,5
100,,Voltorb,,40,30,50,55,55,100,330,55,7,
314,,Illumise,,65,47,55,73,75,85,400,66.67,6,
124,,Jynx,,65,50,35,115,95,95,455,75.83,6,
151,,Mew,,100,100,100,100,100,100,600,100,2,5
34,,Nidoking,,81,102,77,85,75,85,505,84.17,6,
95,,Onix,,35,45,160,30,45,70,385,64.17,7,
409,,Rampardos,,97,165,60,65,50,58,495,82.5,6,
416,,Vespiquen,,70,80,102,80,102,40,474,79,6,
645,T,Landorus ,Therian Forme,89,145,90,105,80,91,600,100,7,
206,,Dunsparce,,100,70,70,65,65,45,415,69.17,7,
646,,Kyurem ,Normal Kyurem,125,130,90,130,90,95,660,110,6,
145,,Zapdos,,90,90,85,125,90,100,580,96.67,6,
89,,Muk,,105,105,75,65,100,50,500,83.33,7,
487,,Giratina ,Altered Forme,150,100,120,100,120,90,680,113.33,7,
136,,Flareon,,65,130,60,95,110,65,525,87.5,6,
270,,Lotad,,40,30,30,40,50,30,220,36.67,7,
634,,Zweilous,,72,85,70,65,70,58,420,70,7,
431,,Glameow,,49,55,42,42,37,85,310,51.67,6,
366,,Clamperl,,35,64,85,74,55,32,345,57.5,2,5
357,,Tropius,,99,68,83,72,87,51,460,76.67,2,5
478,,Froslass,,70,80,70,80,70,110,480,80,2,5
29,,Nidoran♀,,55,47,52,40,40,41,275,45.83,7,
678,,Meowstic,,74,48,76,83,81,104,466,77.67,7,
553,,Krookodile,,95,117,80,65,70,92,519,86.5,6,
622,,Golett,,59,74,50,35,50,35,303,50.5,7,
601,,Klinklang,,60,100,115,70,85,90,520,86.67,2,5
576,,Gothitelle,,70,55,95,95,110,65,490,81.67,6,
34,,Nidoking,,81,92,77,75,75,85,410,82,1,
66,,Machop,,70,80,50,35,35,35,305,50.83,2,5
105,,Marowak,,60,80,110,50,80,45,425,70.83,6,
355,,Duskull,,20,40,90,30,90,25,295,49.17,2,5
582,,Vanillite,,36,50,50,65,60,44,305,50.83,6,
96,,Drowzee,,60,48,45,43,90,42,328,54.67,7,
159,,Croconaw,,65,80,80,59,63,58,405,67.5,2,5
525,,Boldore,,70,105,105,50,40,20,390,65,2,5
92,,Gastly,,30,35,30,100,35,80,310,51.67,2,5
130,M,Gyarados ,Mega Gyarados,95,155,109,70,130,81,640,106.67,6,
510,,Liepard,,64,88,50,88,50,106,446,74.33,2,5
176,,Togetic,,55,40,85,80,105,40,405,67.5,6,
135,,Jolteon,,65,65,60,110,110,130,430,86,1,
446,,Munchlax,,135,85,40,40,85,5,390,65,7,
22,,Fearow,,65,90,65,61,61,100,442,73.67,2,5
558,,Crustle,,70,95,125,65,75,45,475,79.17,2,5
72,,Tentacool,,40,40,35,50,100,70,335,55.83,2,5
674,,Pancham,,67,82,62,46,48,43,348,58,6,
212,,Scizor,,70,130,100,55,80,65,500,83.33,2,5
361,,Snorunt,,50,50,50,50,50,50,300,50,7,
605,,Elgyem,,55,55,55,85,55,30,335,55.83,7,
603,,Eelektrik,,65,85,70,75,70,40,405,67.5,2,5
124,,Jynx,,65,50,35,115,95,95,455,75.83,7,
15,M,Beedrill ,Mega Beedrill,65,150,40,15,80,145,495,82.5,7,
627,,Rufflet,,70,83,50,37,50,60,350,58.33,6,
95,,Onix,,35,45,160,30,45,70,385,64.17,6,
300,,Skitty,,50,45,45,35,35,50,260,43.33,6,
409,,Rampardos,,97,165,60,65,50,58,495,82.5,7,
26,,Raichu,,60,90,55,90,80,100,475,79.17,2,5
270,,Lotad,,40,30,30,40,50,30,220,36.67,6,
195,,Quagsire,,95,85,85,65,65,35,430,71.67,7,
723,,Dartrix,,78,75,75,70,70,52,420,70,7,
