Ldex,ID,ID_Ext,Name,Type,Type2,Female,Male,ID,Name,Unbreedable,ID,Name,Egg Group 1,Egg Group 2,Cycles,Steps_Gen2,Steps_Gen3,Steps_Gen4,Steps_Gen5,Steps_Gen6,ID_Ext,Name,WeightLbs,WeightKg,ID,Name,Experience type,Body,ID,ID_Ext,Name,Type1,Type2,Color,Name,ID,ID,ID_Ext,Name,Ability 1,Ability 2,Hidden,EvolutionLevel,ID,Name,ID,Name,Base friendship,ID,Name,Call_Rate_SM,Call_Rate_USUM,Habitat,Page,Ndex,Name,Type,Type2,Group,ID,Name,Type,Type2
#046,#046,46,Paras,Bug,Grass,1,7,158,Totodile,,48,Venonat,Bug,—,20,5120,5376,5355,5140,5120,21,Spearow,4.4 lbs.,2.0 kg,61,Poliwhirl,Medium Slow, Pokémon consisting of a head and legs,#421,421,Cherrim,Grass,,Red,Simisear,514,37,37,Vulpix,Flash Fire,,Drought,19,#669,Flabébé,53,Persian,70,101,Electrode,—,0, Grassland Pokémon,Page 17,#078,Rapidash,Fire,,Group B,#098,Krabby,Water,
#047,#047,47,Parasect,Bug,Grass,1,7,159,Croconaw,,49,Venomoth,Bug,—,20,5120,5376,5355,5140,5120,172,Pichu,4.4 lbs.,2.0 kg,62,Poliwrath,Medium Slow, Pokémon consisting of a head and legs,#438,438,Bonsly,Rock,,Red,Throh,538,37,037A,Alolan Vulpix,Snow Cloak,,Snow Warning,20,#019,Rattata,54,Psyduck,70,102,Exeggcute,15,15, Grassland Pokémon,Page 18,#239,Elekid,Electric,,Group B,#099,Kingler,Water,
#048,#048,48,Venonat,Bug,Poison,1,7,160,Feraligatr,,50,Diglett,Field,—,20,5120,5376,5355,5140,5120,177,Natu,4.4 lbs.,2.0 kg,63,Abra,Medium Slow, Pokémon consisting of a head and legs,#524,524,Roggenrola,Rock,,Red,Venipede,543,38,38,Ninetales,Flash Fire,,Drought,20,#021,Spearow,55,Golduck,70,103,Exeggutor,0,0, Grassland Pokémon,Page 18,#125,Electabuzz,Electric,,Group B,#102,Exeggcute,Grass,Psychic
#049,#049,49,Venomoth,Bug,Poison,1,7,176,Togetic,,51,Dugtrio,Field,—,20,5120,5376,5355,5140,5120,298,Azurill,4.4 lbs.,2.0 kg,64,Kadabra,Medium Slow, Pokémon consisting of a head and legs,#684,684,Swirlix,Fairy,,Red,Scolipede,545,38,038A,Alolan Ninetales,Snow Cloak,,Snow Warning,20,#129,Magikarp,56,Mankey,70,104,Cubone,15,15, Grassland Pokémon,Page 18,#309,Electrike,Electric,,Group B,#103,Exeggutor,Grass,Psychic
#050,#050,50,Diglett,Ground,,1,7,196,Espeon,,52,Meowth,Field,—,20,5120,5376,5355,5140,5120,315,Roselia,4.4 lbs.,2.0 kg,65,Alakazam,Medium Slow, Pokémon consisting of a head and legs,#751,751,Dewpider,Water,Bug,Red,Krookodile,553,174,174,Igglybuff,Cute Charm,Competitive*,Friend Guard,20,#163,Hoothoot,57,Primeape,70,105,Marowak,3,3, Grassland Pokémon,Page 18,#310,Manectric,Electric,,Group B,#115,Kangaskhan,Normal,
 ,#050,050A,Diglett,Ground,Steel,1,7,197,Umbreon,,53,Persian,Field,—,20,5120,5376,5355,5140,5120,396,Starly,4.4 lbs.,2.0 kg,66,Machop,Medium Slow, Pokémon consisting of a head and legs,#761,761,Bounsweet,Grass,,Red,Darumaka,554,39,39,Jigglypuff,Cute Charm,Competitive*,Friend Guard,20,#194,Wooper,58,Growlithe,70,108,Lickitung,—,3, Grassland Pokémon,Page 19,#335,Zangoose,Normal,,Group B,#131,Lapras,Water,Ice
#051,#051,51,Dugtrio,Ground,,1,7,252,Treecko,,54,Psyduck,Water 1,Field,20,5120,5376,5355,5140,5120,679,Honedge,4.4 lbs.,2.0 kg,67,Machoke,Medium Slow, Pokémon with fins,,,,,,Red,"Darmanitan
Standard Mode",555,40,40,Wigglytuff,Cute Charm,Competitive*,Frisk,20,#236,Tyrogue,59,Arcanine,70,113,Chansey,0,9, Grassland Pokémon,Page 19,#336,Seviper,Poison,,Group B,#173,Cleffa,Normal,
 ,#051,051A,Dugtrio,Ground,Steel,1,7,253,Grovyle,,55,Golduck,Water 1,Field,20,5120,5376,5355,5140,5120,198,Murkrow,4.6 lbs.,2.1 kg,68,Machamp,Medium Slow, Pokémon with fins,#086,86,Seel,Water,,Red,Dwebble,557,41,41,Zubat,Inner Focus,,Infiltrator,20,#263,Zigzagoon,60,Poliwag,70,115,Kangaskhan,3,3, Grassland Pokémon,Page 20,#311,Plusle,Electric,,Group B,#174,Igglybuff,Normal,
#052,#052,52,Meowth,Normal,,1,7,254,Sceptile,,56,Mankey,Field,—,20,5120,5376,5355,5140,5120,492,"Shaymin
Land Forme",4.6 lbs.,2.1 kg,69,Bellsprout,Medium Slow, Pokémon with fins,#087,87,Dewgong,Water,Ice,Red,Crustle,558,42,42,Golbat,Inner Focus,,Infiltrator,20,#280,Ralts,61,Poliwhirl,70,118,Goldeen,9,9, Grassland Pokémon,Page 20,#312,Minun,Electric,,Group B,#182,Bellossom,Grass,
 ,#052,052A,Meowth,Dark,,1,7,255,Torchic,,57,Primeape,Field,—,20,5120,5376,5355,5140,5120,519,Pidove,4.6 lbs.,2.1 kg,70,Weepinbell,Medium Slow, Pokémon with fins,#118,118,Goldeen,Water,,Red,Scrafty,560,169,169,Crobat,Inner Focus,,Infiltrator,20,#290,Nincada,62,Poliwrath,70,119,Seaking,6,6, Grassland Pokémon,Page 21,#058,Growlithe,Fire,,Group B,#191,Sunkern,Grass,
#053,#053,53,Persian,Normal,,1,7,256,Combusken,,58,Growlithe,Field,—,20,5120,5376,5355,5140,5120,527,Woobat,4.6 lbs.,2.1 kg,71,Victreebel,Medium Slow, Pokémon with fins,#119,119,Seaking,Water,,Red,Shelmet,616,43,43,Oddish,Chlorophyll,,Run Away,20,#293,Whismur,63,Abra,70,120,Staryu,9,9, Grassland Pokémon,Page 21,#059,Arcanine,Fire,,Group B,#192,Sunflora,Grass,
 ,#053,053A,Persian,Dark,,1,7,257,Blaziken,,59,Arcanine,Field,—,20,5120,5376,5355,5140,5120,401,Kricketot,4.9 lbs.,2.2 kg,72,Tentacool,Slow, Pokémon with fins,#129,129,Magikarp,Water,,Red,Accelgor,617,44,44,Gloom,Chlorophyll,,Stench,20,#374,Beldum,64,Kadabra,70,121,Starmie,0,0, Grassland Pokémon,Page 22,#351,Castform,Normal,,Group B,#199,Slowking,Water,Psychic
#054,#054,54,Psyduck,Water,,1,7,258,Mudkip,,60,Poliwag,Water 1,—,20,5120,5376,5355,5140,5120,702,Dedenne,4.9 lbs.,2.2 kg,73,Tentacruel,Slow, Pokémon with fins,#131,131,Lapras,Water,Ice,Red,Druddigon,621,45,45,Vileplume,Chlorophyll,,Effect Spore,20,#412,Burmy,65,Alakazam,70,122,Mr. Mime,—,0, Grassland Pokémon,Page 22,#358,Chimecho,Psychic,,Group B,#209,Snubbull,Normal,
#055,#055,55,Golduck,Water,,1,7,259,Marshtomp,,61,Poliwhirl,Water 1,—,20,5120,5376,5355,5140,5120,276,Taillow,5.1 lbs.,2.3 kg,75,Graveler,Medium Slow, Pokémon with fins,#170,170,Chinchou,Water,Electric,Red,Pawniard,624,182,182,Bellossom,Chlorophyll,,Healer,20,#412,Burmy,66,Machop,70,123,Scyther,3,3, Grassland Pokémon,Page 23,#001,Bulbasaur,Grass,Poison,Group B,#210,Granbull,Normal,
#056,#056,56,Mankey,Fighting,,1,7,260,Swampert,,62,Poliwrath,Water 1,—,20,5120,5376,5355,5140,5120,353,Shuppet,5.1 lbs.,2.3 kg,76,Golem,Medium Slow, Pokémon with fins,#171,171,Lanturn,Water,Electric,Red,Bisharp,625,46,46,Paras,Effect Spore,Dry Skin*,Damp,20,#412,Burmy,67,Machoke,70,124,Jynx,—,0, Grassland Pokémon,Page 23,#002,Ivysaur,Grass,Poison,Group B,#216,Teddiursa,Normal,
#057,#057,57,Primeape,Fighting,,1,7,345,Lileep,,186,Politoed,Water 1,—,20,5120,5376,5355,5140,5120,102,Exeggcute,5.5 lbs.,2.5 kg,77,Ponyta,Medium Fast, Pokémon with fins,#211,211,Qwilfish,Water,Poison,Red,Braviary,628,47,47,Parasect,Effect Spore,Dry Skin*,Damp,20,#504,Patrat,68,Machamp,70,125,Electabuzz,6,6, Grassland Pokémon,Page 23,#003,Venusaur,Grass,Poison,Group B,#217,Ursaring,Normal,
#058,#058,58,Growlithe,Fire,,1,7,346,Cradily,,63,Abra,Human-Like,—,20,5120,5376,5355,5140,5120,255,Torchic,5.5 lbs.,2.5 kg,78,Rapidash,Medium Fast, Pokémon with fins,#223,223,Remoraid,Water,,Red,Heatmor,631,48,48,Venonat,Compound Eyes,Tinted Lens*,Run Away,20,#509,Purrloin,69,Bellsprout,70,126,Magmar,6,6, Grassland Pokémon,Page 24,#152,Chikorita,Grass,,Group B,#225,Delibird,Ice,Flying
#059,#059,59,Arcanine,Fire,,1,7,347,Anorith,,64,Kadabra,Human-Like,—,20,5120,5376,5355,5140,5120,540,Sewaddle,5.5 lbs.,2.5 kg,79,Slowpoke,Medium Fast, Pokémon with fins,#318,318,Carvanha,Water,Dark,Red,Fennekin,653,49,49,Venomoth,Shield Dust,Tinted Lens*,Wonder Skin,20,#540,Sewaddle,70,Weepinbell,70,127,Pinsir,3,3, Grassland Pokémon,Page 24,#153,Bayleef,Grass,,Group B,#251,Celebi,Psychic,Grass
#060,#060,60,Poliwag,Water,,1,7,348,Armaldo,,65,Alakazam,Human-Like,—,20,5120,5376,5355,5140,5120,664,Scatterbug,5.5 lbs.,2.5 kg,80,Slowbro,Medium Fast, Pokémon with fins,#319,319,Sharpedo,Water,Dark,Red,Braixen,654,50,50,Diglett,Sand Veil,Arena Trap,Sand Force,20,#659,Bunnelby,71,Victreebel,70,128,Tauros,3,3, Grassland Pokémon,Page 24,#154,Meganium,Grass,,Group B,#293,Whismur,Normal,
#061,#061,61,Poliwhirl,Water,,1,7,369,Relicanth,,66,Machop,Human-Like,—,20,5120,5376,5355,5140,5120,270,Lotad,5.7 lbs.,2.6 kg,81,Magnemite,Medium Fast, Pokémon with fins,#320,320,Wailmer,Water,,Red,Delphox,655,50,050A,Alolan Diglett,Sand Veil,Tangling Hair,Sand Force,20,#734,Yungoos,72,Tentacool,70,129,Magikarp,9,9, Grassland Pokémon,Page 25,#155,Cyndaquil,Fire,,Group B,#294,Loudred,Normal,
#062,#062,62,Poliwrath,Water,Fighting,1,7,387,Turtwig,,67,Machoke,Human-Like,—,20,5120,5376,5355,5140,5120,704,Goomy,6.2 lbs.,2.8 kg,82,Magneton,Medium Fast, Pokémon with fins,#321,321,Wailord,Water,,Red,Fletchling,661,51,51,Dugtrio,Sand Veil,Arena Trap,Sand Force,20,#736,Grubbin,73,Tentacruel,70,130,Gyarados,3,3, Grassland Pokémon,Page 25,#156,Quilava,Fire,,Group B,#295,Exploud,Normal,
#063,#063,63,Abra,Psychic,,1,7,388,Grotle,,68,Machamp,Human-Like,—,20,5120,5376,5355,5140,5120,10,Caterpie,6.4 lbs.,2.9 kg,83,Farfetch'd,Medium Fast, Pokémon with fins,#339,339,Barboach,Water,Ground,Red,Fletchinder,662,51,051A,Alolan Dugtrio,Sand Veil,Tangling Hair,Sand Force,21,#043,Oddish,74,Geodude,70,131,Lapras,3,3, Grassland Pokémon,Page 25,#157,Typhlosion,Fire,,Group B,#311,Plusle,Electric,
#064,#064,64,Kadabra,Psychic,,1,7,389,Torterra,,69,Bellsprout,Grass,—,20,5120,5376,5355,5140,5120,173,Cleffa,6.6 lbs.,3.0 kg,84,Doduo,Medium Fast, Pokémon with fins,#340,340,Whiscash,Water,Ground,Red,Talonflame,663,52,52,Meowth,Pickup,Technician*,Unnerve,21,#069,Bellsprout,75,Graveler,70,132,Ditto,9,9, Grassland Pokémon,Page 26,#255,Torchic,Fire,,Group B,#312,Minun,Electric,
#065,#065,65,Alakazam,Psychic,,1,7,390,Chimchar,,70,Weepinbell,Grass,—,20,5120,5376,5355,5140,5120,189,Jumpluff,6.6 lbs.,3.0 kg,85,Dodrio,Medium Fast, Pokémon with fins,#349,349,Feebas,Water,,Red,Tyrantrum,697,52,052A,Alolan Meowth,Pickup,Technician,Rattled,21,#415,Combee,76,Golem,70,133,Eevee,9,9, Grassland Pokémon,Page 26,#256,Combusken,Fire,Fighting,Group B,#339,Barboach,Water,Ground
#066,#066,66,Machop,Fighting,,1,7,391,Monferno,,71,Victreebel,Grass,—,20,5120,5376,5355,5140,5120,707,Klefki,6.6 lbs.,3.0 kg,86,Seel,Medium Fast, Pokémon with fins,#363,363,Spheal,Ice,Water,Red,Yveltal,717,53,53,Persian,Limber,Technician*,Unnerve,21,#519,Pidove,77,Ponyta,70,137,Porygon,9,9, Grassland Pokémon,Page 26,#257,Blaziken,Fire,Fighting,Group B,#340,Whiscash,Water,Ground
#067,#067,67,Machoke,Fighting,,1,7,392,Infernape,,72,Tentacool,Water 3,—,20,5120,5376,5355,5140,5120,489,Phione,6.8 lbs.,3.1 kg,87,Dewgong,Medium Fast, Pokémon with fins,#364,364,Sealeo,Ice,Water,Red,Litten,725,53,053A,Alolan Persian,Fur Coat,Technician,Rattled,22,#023,Ekans,78,Rapidash,70,143,Snorlax,0,0, Grassland Pokémon,Page 27,#243,Raikou,Electric,,Group B,#341,Corphish,Water,
#068,#068,68,Machamp,Fighting,,1,7,393,Piplup,,73,Tentacruel,Water 3,—,20,5120,5376,5355,5140,5120,607,Litwick,6.8 lbs.,3.1 kg,88,Grimer,Medium Fast, Pokémon with fins,#369,369,Relicanth,Water,Rock,Red,Torracat,726,54,54,Psyduck,Damp,Cloud Nine,Swift Swim,22,#027,Sandshrew,79,Slowpoke,70,147,Dratini,9,9, Grassland Pokémon,Page 27,#244,Entei,Fire,,Group B,#342,Crawdaunt,Water,Dark
#069,#069,69,Bellsprout,Grass,Poison,1,7,394,Prinplup,,74,Geodude,Mineral,—,15,3840,4096,4080,3855,3840,13,Weedle,7.1 lbs.,3.2 kg,89,Muk,Medium Fast, Pokémon with fins,#370,370,Luvdisc,Water,,Red,Incineroar,727,55,55,Golduck,Damp,Cloud Nine,Swift Swim,22,#041,Zubat,80,Slowbro,70,148,Dragonair,6,6, Grassland Pokémon,Page 27,#245,Suicune,Water,,Group B,#358,Chimecho,Psychic,
#070,#070,70,Weepinbell,Grass,Poison,1,7,395,Empoleon,,75,Graveler,Mineral,—,15,3840,4096,4080,3855,3840,176,Togetic,7.1 lbs.,3.2 kg,91,Cloyster,Slow, Pokémon with fins,#382,382,Kyogre,Water,,Red,"Oricorio
Baile Style",741,56,56,Mankey,Vital Spirit,Anger Point*,Defiant,22,#167,Spinarak,81,Magnemite,70,149,Dragonite,0,0, Forest Pokémon,Page 1,#010,Caterpie,Bug,,Group B,#385,Jirachi,Steel,Psychic
#071,#071,71,Victreebel,Grass,Poison,1,7,408,Cranidos,,76,Golem,Mineral,—,15,3840,4096,4080,3855,3840,761,Bounsweet,7.1 lbs.,3.2 kg,92,Gastly,Medium Slow, Pokémon with fins,#456,456,Finneon,Water,,Red,"Lycanroc
Midnight Form",745Mn,57,57,Primeape,Vital Spirit,Anger Point*,Defiant,22,#276,Taillow,82,Magneton,70,163,Hoothoot,—,9, Forest Pokémon,Page 1,#011,Metapod,Bug,,Group B,#417,Pachirisu,Electric,
#072,#072,72,Tentacool,Water,Poison,1,7,409,Rampardos,,77,Ponyta,Field,—,20,5120,5376,5355,5140,5120,147,Dratini,7.3 lbs.,3.3 kg,93,Haunter,Medium Slow, Pokémon with fins,#457,457,Lumineon,Water,,Red,"Minior
Red Core",774R,58,58,Growlithe,Intimidate,Flash Fire,Justified,22,#283,Surskit,83,Farfetch'd,70,164,Noctowl,—,6, Forest Pokémon,Page 1,#012,Butterfree,Bug,Flying,Group B,#420,Cherubi,Grass,
#073,#073,73,Tentacruel,Water,Poison,1,7,410,Shieldon,,78,Rapidash,Field,—,20,5120,5376,5355,5140,5120,420,Cherubi,7.3 lbs.,3.3 kg,94,Gengar,Medium Slow, Pokémon with fins,#535,535,Tympole,Water,,Red,"Minior
Orange Core",774O,59,59,Arcanine,Intimidate,Flash Fire,Justified,22,#543,Venipede,84,Doduo,70,165,Ledyba,9,9, Forest Pokémon,Page 2,#013,Weedle,Bug,Poison,Group B,#421,Cherrim,Grass,
#074,#074,74,Geodude,Rock,Ground,1,7,411,Bastiodon,,79,Slowpoke,Monster,Water 1,20,5120,5376,5355,5140,5120,777,Togedemaru,7.3 lbs.,3.3 kg,95,Onix,Medium Fast, Pokémon with fins,#550,550,Basculin,Water,,Red,Turtonator,776,60,60,Poliwag,Water Absorb,Damp,Swift Swim,22,#751,Dewpider,85,Dodrio,70,166,Ledian,6,6, Forest Pokémon,Page 2,#014,Kakuna,Bug,Poison,Group B,#433,Chingling,Psychic,
 ,#074,074A,Geodude,Rock,Electric,1,7,415,Combee,,80,Slowbro,Monster,Water 1,20,5120,5376,5355,5140,5120,412,Burmy,7.5 lbs.,3.4 kg,96,Drowzee,Medium Fast, Pokémon with fins,#594,594,Alomomola,Water,,Red,Tapu Bulu,787,61,61,Poliwhirl,Water Absorb,Damp,Swift Swim,23,#209,Snubbull,86,Seel,70,167,Spinarak,9,9, Forest Pokémon,Page 2,#015,Beedrill,Bug,Poison,Group B,#441,Chatot,Normal,Flying
#075,#075,75,Graveler,Rock,Ground,1,7,448,Lucario,,199,Slowking,Monster,Water 1,20,5120,5376,5355,5140,5120,741Po,Oricorio,7.5 lbs.,3.4 kg,97,Hypno,Medium Fast, Pokémon with fins,#602,602,Tynamo,Electric,,Red,Buzzwole,794,62,62,Poliwrath,Water Absorb,Damp,Swift Swim,23,#285,Shroomish,87,Dewgong,70,168,Ariados,6,6, Forest Pokémon,Page 3,#265,Wurmple,Bug,,Group B,#489,Phione,Water,
 ,#075,075A,Graveler,Rock,Electric,1,7,468,Togekiss,,81,Magnemite,Mineral,—,20,5120,5376,5355,5140,5120,19,Rattata,7.7 lbs.,3.5 kg,98,Krabby,Medium Fast, Pokémon with fins,#603,603,Eelektrik,Electric,,Red,"Magearna
Original Color",801O,186,186,Politoed,Water Absorb,Damp,Drizzle,24,#046,Paras,88,Grimer,70,169,Crobat,0,0, Forest Pokémon,Page 3,#266,Silcoon,Bug,,Group B,#490,Manaphy,Water,
#076,#076,76,Golem,Rock,Ground,1,7,470,Leafeon,,82,Magneton,Mineral,—,20,5120,5376,5355,5140,5120,677,Espurr,7.7 lbs.,3.5 kg,99,Kingler,Medium Fast, Pokémon with fins,#604,604,Eelektross,Electric,,Red,,,63,63,Abra,Synchronize,Inner Focus,Magic Guard,24,#228,Houndour,89,Muk,70,170,Chinchou,9,9, Forest Pokémon,Page 3,#267,Beautifly,Bug,Flying,Group C,,,,
 ,#076,076A,Golem,Rock,Electric,1,7,471,Glaceon,,462,Magnezone,Mineral,—,20,—,—,5355,5140,5120,684,Swirlix,7.7 lbs.,3.5 kg,100,Voltorb,Medium Fast, Pokémon with fins,#618,618,Stunfisk,Ground,Electric,Red,,,64,64,Kadabra,Synchronize,Inner Focus,Magic Guard,24,#296,Makuhita,90,Shellder,70,171,Lanturn,6,6, Forest Pokémon,Page 4,#268,Cascoon,Bug,,Group C,#004,Charmander,Fire,
#077,#077,77,Ponyta,Fire,,1,7,495,Snivy,,83,Farfetch'd,Flying,Field,20,5120,5376,5355,5140,5120,686,Inkay,7.7 lbs.,3.5 kg,101,Electrode,Medium Fast, Pokémon with fins,#728,728,Popplio,Water,,Blue,Squirtle,7,65,65,Alakazam,Synchronize,Inner Focus,Magic Guard,24,#443,Gible,91,Cloyster,70,172,Pichu,15,15, Forest Pokémon,Page 4,#269,Dustox,Bug,Poison,Group C,#005,Charmeleon,Fire,
#078,#078,78,Rapidash,Fire,,1,7,496,Servine,,84,Doduo,Flying,—,20,5120,5376,5355,5140,5120,710,Small Size Pumpkaboo,7.7 lbs.,3.5 kg,102,Exeggcute,Slow, Pokémon with fins,#729,729,Brionne,Water,,Blue,Wartortle,8,65,065M,Mega Alakazam,Trace,,,24,#755,Morelull,92,Gastly,70,173,Cleffa,15,15, Forest Pokémon,Page 5,#016,Pidgey,Normal,Flying,Group C,#006,Charizard,Fire,Flying
#079,#079,79,Slowpoke,Water,Psychic,1,7,497,Serperior,,85,Dodrio,Flying,—,20,5120,5376,5355,5140,5120,265,Wurmple,7.9 lbs.,3.6 kg,103,Exeggutor,Slow, Pokémon with fins,#730,730,Primarina,Water,Fairy,Blue,"Blastoise
All forms",9,66,66,Machop,Guts,No Guard*,Steadfast,25,#060,Poliwag,93,Haunter,70,174,Igglybuff,15,15, Forest Pokémon,Page 5,#017,Pidgeotto,Normal,Flying,Group C,#023,Ekans,Poison,
#080,#080,80,Slowbro,Water,Psychic,1,7,498,Tepig,,86,Seel,Water 1,Field,20,5120,5376,5355,5140,5120,284,Masquerain,7.9 lbs.,3.6 kg,104,Cubone,Medium Fast, Pokémon with fins,#746,746,Wishiwashi,Water,,Blue,"Sandslash
Alola Form",028A,67,67,Machoke,Guts,No Guard*,Steadfast,25,#074,Geodude,94,Gengar,70,177,Natu,—,9, Forest Pokémon,Page 5,#018,Pidgeot,Normal,Flying,Group C,#024,Arbok,Poison,
#081,#081,81,Magnemite,Electric,Steel,1,7,499,Pignite,,87,Dewgong,Water 1,Field,20,5120,5376,5355,5140,5120,019A,Alolan Rattata,8.4 lbs.,3.8 kg,106,Hitmonlee,Medium Fast, Pokémon with fins,#779,779,Bruxish,Water,Psychic,Blue,Nidoran♀,29,68,68,Machamp,Guts,No Guard*,Steadfast,25,#092,Gastly,95,Onix,70,178,Xatu,—,6, Forest Pokémon,Page 6,#163,Hoothoot,Normal,Flying,Group C,#029,Nidoran♀,Poison,
#082,#082,82,Magneton,Electric,Steel,1,7,500,Emboar,,88,Grimer,Amorphous,—,20,5120,5376,5355,5140,5120,211,Qwilfish,8.6 lbs.,3.9 kg,107,Hitmonchan,Medium Fast, Pokémon with an insectoid body,,,,,,Blue,Nidorina,30,69,69,Bellsprout,Chlorophyll,,Gluttony,25,#177,Natu,96,Drowzee,70,179,Mareep,—,9, Forest Pokémon,Page 6,#164,Noctowl,Normal,Flying,Group C,#030,Nidorina,Poison,
#083,#083,83,Farfetch'd,Normal,Flying,1,7,501,Oshawott,,89,Muk,Amorphous,—,20,5120,5376,5355,5140,5120,417,Pachirisu,8.6 lbs.,3.9 kg,108,Lickitung,Medium Fast, Pokémon with an insectoid body,#010,10,Caterpie,Bug,,Blue,Nidoqueen,31,70,70,Weepinbell,Chlorophyll,,Gluttony,25,#223,Remoraid,97,Hypno,70,180,Flaaffy,—,6, Forest Pokémon,Page 6,#177,Natu,Psychic,Flying,Group C,#031,Nidoqueen,Poison,Ground
#084,#084,84,Doduo,Normal,Flying,1,7,502,Dewott,,90,Shellder,Water 3,—,20,5120,5376,5355,5140,5120,431,Glameow,8.6 lbs.,3.9 kg,109,Koffing,Medium Fast, Pokémon with an insectoid body,#013,13,Weedle,Bug,Poison,Blue,"Ninetales
Alola Form",038A,71,71,Victreebel,Chlorophyll,,Gluttony,25,#231,Phanpy,98,Krabby,70,185,Sudowoodo,0,0, Forest Pokémon,Page 6,#178,Xatu,Psychic,Flying,Group C,#032,Nidoran♂,Poison,
#085,#085,85,Dodrio,Normal,Flying,1,7,503,Samurott,,91,Cloyster,Water 3,—,20,5120,5376,5355,5140,5120,69,Bellsprout,8.8 lbs.,4.0 kg,110,Weezing,Medium Fast, Pokémon with an insectoid body,#046,46,Paras,Bug,Grass,Blue,Oddish,43,72,72,Tentacool,Clear Body,Liquid Ooze,Rain Dish,25,#278,Wingull,99,Kingler,70,186,Politoed,0,0, Forest Pokémon,Page 7,#172,Pichu,Electric,,Group C,#033,Nidorino,Poison,
#086,#086,86,Seel,Water,,1,7,511,Pansage,,92,Gastly,Amorphous,—,20,5120,5376,5355,5140,5120,90,Shellder,8.8 lbs.,4.0 kg,111,Rhyhorn,Slow, Pokémon with an insectoid body,#047,47,Parasect,Bug,Grass,Blue,Gloom,44,73,73,Tentacruel,Clear Body,Liquid Ooze,Rain Dish,25,#420,Cherubi,100,Voltorb,70,190,Aipom,—,9, Forest Pokémon,Page 7,#025,Pikachu,Electric,,Group C,#034,Nidoking,Poison,Ground
#087,#087,87,Dewgong,Water,Ice,1,7,512,Simisage,,93,Haunter,Amorphous,—,20,5120,5376,5355,5140,5120,132,Ditto,8.8 lbs.,4.0 kg,112,Rhydon,Slow, Pokémon with an insectoid body,#098,98,Krabby,Water,,Blue,"Meowth
Alola Form",052A,74,74,Geodude,Rock Head,Sturdy,Sand Veil,25,#524,Roggenrola,101,Electrode,70,196,Espeon,0,0, Forest Pokémon,Page 7,#026,Raichu,Electric,,Group C,#054,Psyduck,Water,
#088,#088,88,Grimer,Poison,,1,7,513,Pansear,,94,Gengar,Amorphous,—,20,5120,5376,5355,5140,5120,151,Mew,8.8 lbs.,4.0 kg,113,Chansey,Fast, Pokémon with an insectoid body,#099,99,Kingler,Water,,Blue,"Persian
Alola Form",053A,74,074A,Alolan Geodude,Magnet Pull,Sturdy,Galvanize,25,#532,Timburr,102,Exeggcute,70,197,Umbreon,0,0, Forest Pokémon,Page 8,#069,Bellsprout,Grass,Poison,Group C,#055,Golduck,Water,
 ,#088,088A,Grimer,Poison,Dark,1,7,514,Simisear,,95,Onix,Mineral,—,25,6400,6656,6630,6425,6400,273,Seedot,8.8 lbs.,4.0 kg,114,Tangela,Medium Fast, Pokémon with an insectoid body,#140,140,Kabuto,Rock,Water,Blue,Golduck,55,75,75,Graveler,Rock Head,Sturdy,Sand Veil,25,#535,Tympole,103,Exeggutor,70,198,Murkrow,9,9, Forest Pokémon,Page 8,#070,Weepinbell,Grass,Poison,Group C,#056,Mankey,Fighting,
#089,#089,89,Muk,Poison,,1,7,515,Panpour,,208,Steelix,Mineral,—,25,6400,6656,6630,6425,6400,494,Victini,8.8 lbs.,4.0 kg,115,Kangaskhan,Medium Fast, Pokémon with an insectoid body,#167,167,Spinarak,Bug,Poison,Blue,Poliwag,60,75,075A,Alolan Graveler,Magnet Pull,Sturdy,Galvanize,25,#677,Espurr,104,Cubone,70,199,Slowking,0,0, Forest Pokémon,Page 8,#071,Victreebel,Grass,Poison,Group C,#057,Primeape,Fighting,
 ,#089,089A,Muk,Poison,Dark,1,7,516,Simipour,,96,Drowzee,Human-Like,—,20,5120,5376,5355,5140,5120,751,Dewpider,8.8 lbs.,4.0 kg,116,Horsea,Medium Fast, Pokémon with an insectoid body,#168,168,Ariados,Bug,Poison,Blue,Poliwhirl,61,76,76,Golem,Rock Head,Sturdy,Sand Veil,25,#742,Cutiefly,105,Marowak,70,200,Misdreavus,9,9, Forest Pokémon,Page 9,#046,Paras,Bug,Grass,Group C,#058,Growlithe,Fire,
#090,#090,90,Shellder,Water,,1,7,564,Tirtouga,,97,Hypno,Human-Like,—,20,5120,5376,5355,5140,5120,506,Lillipup,9.0 lbs.,4.1 kg,117,Seadra,Medium Fast, Pokémon with an insectoid body,#213,213,Shuckle,Bug,Rock,Blue,Poliwrath,62,76,076A,Alolan Golem,Magnet Pull,Sturdy,Galvanize,25,#744,Rockruff,106,Hitmonlee,70,204,Pineco,—,9, Forest Pokémon,Page 9,#047,Parasect,Bug,Grass,Group C,#059,Arcanine,Fire,
