Name,Dex,Dex_Suffix,Alt,Item,Class,LDex,LDex_Suffix,Type,Type2,Female,Male,Unbreedable,Egg Group 1,Egg Group 2,Cycles,Steps_Gen2,Steps_Gen3,Steps_Gen4,Steps_Gen5,Steps_Gen6,WeightLbs,WeightKg,Experience type,Body,Type1,Gen
Mimikyu,778,,,,Disguised Form,242,,Ghost,Fairy,1,1,,Amorphous,,20,,,,,5120,1.5,0.7,Medium Fast,serpentine bodies,Ghost,7
Bronzor,436,,,,,88,,Steel,Psychic,,,,Mineral,,20,,,5355,5140,5120,133.4,60.5,Medium Fast,head,Steel,4
Shinx,403,,,,,17,,Electric,,1,1,,Field,,20,,,5355,5140,5120,20.9,9.5,Medium Slow,quadruped body,Electric,4
Floatzel,419,,,,,57,,Water,,1,1,,Water 1,Field,20,,,5355,5140,5120,73.9,33.5,Medium Fast,quadruped body,Water,4
Crabrawler,739,,,,,59,,Fighting,,1,1,,Water 3,,20,,,,,5120,15.4,7,Medium Fast,insectoid body,Fighting,7
Dwebble,557,,,,,63,,Bug,Rock,1,1,,Bug,Mineral,20,,,,5140,5120,32,14.5,Medium Fast,insectoid body,Bug,5
Moltres,146,,,,,146,,Fire,Flying,,,U,Undiscovered,,80,20480,20736,20655,20560,20480,132.3,60,Slow,single pair of wings,Fire,1
Salandit,757,,,,,161,,Poison,Fire,1,7,,Monster,Dragon,20,,,,,5120,10.6,4.8,Medium Fast,quadruped body,Poison,7
Swinub,220,,,,,195,,Ice,Ground,1,1,,Field,,20,5120,5376,5355,5140,5120,14.3,6.5,Slow,quadruped body,Ice,2
Haxorus,612,,,,,118,,Dragon,,1,1,,Monster,Dragon,40,,,,10280,10240,232.6,105.5,Slow,"bipedal, tailed form",Dragon,5
Zigzagoon,263,,,,,12,,Normal,,1,1,,Field,,15,,4096,4080,3855,3840,38.6,17.5,Medium Fast,quadruped body,Normal,3
Flabébé,669,,,,Blue Flower,68,Ce,Fairy,,1,0,,Fairy,,20,,,,5140,5120,0.2,0.1,Medium Fast,head and arms,Fairy,6
Burmy,412,S,,,Trash Cloak,45,,Bug,,1,1,,Bug,,15,,,4080,3855,3840,7.5,3.4,Medium Fast,head and a base,Bug,4
Charmeleon,5,,,,,5,,Fire,,1,7,,Monster,Dragon,20,5120,5376,5355,5140,5120,41.9,19,Medium Slow,"bipedal, tailed form",Fire,1
Sandygast,769,,,,,186,,Ghost,Ground,1,1,,Amorphous,,15,,,,,3840,154.3,70,Medium Fast,serpentine bodies,Ghost,7
Medicham,308,,,,,77,,Fighting,Psychic,1,1,,Human-Like,,20,,5376,5355,5140,5120,69.4,31.5,Medium Fast,"bipedal, tailless form",Fighting,3
Koffing,109,,,,,109,,Poison,,1,1,,Amorphous,,20,5120,5376,5355,5140,5120,2.2,1,Medium Fast,head,Poison,1
Bibarel,400,,,,,14,,Normal,Water,1,1,,Water 1,Field,15,,,4080,3855,3840,69.4,31.5,Medium Fast,"bipedal, tailed form",Normal,4
Buneary,427,,,,,67,,Normal,,1,1,,Field,Human-Like,20,,,5355,5140,5120,12.1,5.5,Medium Fast,"bipedal, tailed form",Normal,4
Kricketot,401,,,,,15,,Bug,,1,1,,Bug,,15,,,4080,3855,3840,4.9,2.2,Medium Slow,"bipedal, tailless form",Bug,4
Turtonator,776,,,,,224,,Fire,Dragon,1,1,,Monster,Dragon,20,,,,,5120,467.4,212,Medium Fast,"bipedal, tailed form",Fire,7
Furfrou,676,,,,Matron Trim,93,Ce,Normal,,1,1,,Field,,20,,,,5140,5120,61.7,28,Medium Fast,quadruped body,Normal,6
Gardevoir,282,,,,,31,,Psychic,Fairy,1,1,,Amorphous,,20,,5376,5355,5140,5120,106.7,48.4,Slow,"bipedal, tailless form",Psychic,3
Torracat,726,,,,,5,,Fire,,1,7,,Field,,15,,,,,3840,55.1,25,Medium Slow,quadruped body,Fire,7
Swadloon,541,,,,,47,,Bug,Grass,1,1,,Bug,,15,,,,3855,3840,16.1,7.3,Medium Slow,head and arms,Bug,5
Pinsir,127,M,,Pinsirite,Mega,127,,Bug,Flying,1,1,,Bug,,25,6400,6656,6630,6425,6400,121.3,55,Slow,two or more pairs of wings,Bug,1
Purugly,432,,,,,77,,Normal,,3,1,,Field,,20,,,5355,5140,5120,96.6,43.8,Fast,quadruped body,Normal,4
Delcatty,301,,,,,62,,Normal,,3,1,,Field,Fairy,15,,4096,4080,3855,3840,71.9,32.6,Fast,quadruped body,Normal,3
Blaziken,257,M,,Blazikenite,Mega,6,,Fire,Fighting,1,7,,Field,,20,,5376,5355,5140,5120,114.6,52,Medium Slow,"bipedal, tailed form",Fire,3
Keldeo,647,,,,Ordinary Form,153,,Water,Fighting,,,U,Undiscovered,,80,,,,20560,20480,106.9,48.5,Slow,quadruped body,Water,5
Rhyperior,464,,,,,188,,Ground,Rock,1,1,,Monster,Field,20,,,5355,5140,5120,623.5,282.8,Slow,"bipedal, tailed form",Ground,4
Cryogonal,615,,,,,121,,Ice,,,,,Mineral,,25,,,,6425,6400,326.3,148,Medium Fast,head,Ice,5
Swablu,333,,,,,121,,Normal,Flying,1,1,,Flying,Dragon,20,,5376,5355,5140,5120,2.6,1.2,Erratic,single pair of wings,Normal,3
Solgaleo,791,,,,,291,,Psychic,Steel,,,U,Undiscovered,,120,,,,,30720,507.1,230,Slow,quadruped body,Psychic,7
Goomy,704,,,,,19,Mo,Dragon,,1,1,,Dragon,,40,,,,10280,10240,6.2,2.8,Slow,serpentine bodies,Dragon,6
Volbeat,313,,,,,86,,Bug,,0,1,,Bug,Human-Like,15,,4096,4080,3855,3840,39,17.7,Erratic,"bipedal, tailed form",Bug,3
Quilava,156,,,,,5,,Fire,,1,7,,Field,,20,5120,5376,5355,5140,5120,41.9,19,Medium Slow,quadruped body,Fire,2
Snivy,495,,,,,1,,Grass,,1,7,,Field,Grass,20,,,,5140,5120,17.9,8.1,Medium Slow,"bipedal, tailed form",Grass,5
Zeraora,807,,,,,403,,Electric,,,,U,Undiscovered,,120,,,,,30720,98.1,44.5,Slow,"bipedal, tailless form",Electric,7
Voltorb,100,,,,,100,,Electric,,,,,Mineral,,20,5120,5376,5355,5140,5120,22.9,10.4,Medium Fast,head,Electric,1
Vivillon,666,,,,Continental Pattern,22,Ce,Bug,Flying,1,1,,Bug,,15,,,,3855,3840,37.5,17,Medium Fast,two or more pairs of wings,Bug,6
Heatmor,631,,,,,137,,Fire,,1,1,,Field,,20,,,,5140,5120,127.9,58,Medium Fast,"bipedal, tailed form",Fire,5
Furfrou,676,,,,Pharaoh Trim,93,Ce,Normal,,1,1,,Field,,20,,,,5140,5120,61.7,28,Medium Fast,quadruped body,Normal,6
Arceus,493,,,,Type: Ghost,,,Normal,,,,U,Undiscovered,,120,,,30855,30840,30720,705.5,320,Slow,quadruped body,Normal,4
Swanna,581,,,,,87,,Water,Flying,1,1,,Water 1,Flying,20,,,,5140,5120,53.4,24.2,Medium Fast,single pair of wings,Water,5
Darkrai,491,,,,,,,Dark,,,,U,Undiscovered,,120,,,30855,30840,30720,111.3,50.5,Slow,"bipedal, tailless form",Dark,4
Unown,201,,,,One form,61,,Psychic,,,,U,Undiscovered,,40,10240,10496,10455,10280,10240,11,5,Medium Fast,head,Psychic,2
Shroomish,285,,,,,34,,Grass,,1,1,,Fairy,Grass,15,,4096,4080,3855,3840,9.9,4.5,Fluctuating,head and legs,Grass,3
Gothitelle,576,,,,,82,,Psychic,,3,1,,Human-Like,,20,,,,5140,5120,97,44,Medium Slow,"bipedal, tailless form",Psychic,5
Torterra,389,,,,,3,,Grass,Ground,1,7,,Monster,Grass,20,,,5355,5140,5120,683.4,310,Medium Slow,quadruped body,Grass,4
Escavalier,589,,,,,95,,Bug,Steel,1,1,,Bug,,15,,,,3855,3840,72.8,33,Medium Fast,head and arms,Bug,5
Pachirisu,417,,,,,55,,Electric,,1,1,,Field,Fairy,10,,,2805,2570,2560,8.6,3.9,Medium Fast,quadruped body,Electric,4
Bronzong,437,,,,,89,,Steel,Psychic,,,,Mineral,,20,,,5355,5140,5120,412.3,187,Medium Fast,head and arms,Steel,4
Magby,240,,,,,152,,Fire,,1,3,U,Undiscovered,,25,6400,6656,6630,6425,6400,47.2,21.4,Medium Fast,"bipedal, tailed form",Fire,2
Heliolisk,695,,,,,47,Co,Electric,Normal,1,1,,Monster,Dragon,20,,,,5140,5120,46.3,21,Medium Fast,"bipedal, tailed form",Electric,6
Morelull,755,,,,,145,,Grass,Fairy,1,1,,Grass,,20,,,,,5120,3.3,1.5,Medium Fast,head and a base,Grass,7
Diglett,50,,,,,50,,Ground,,1,1,,Field,,20,5120,5376,5355,5140,5120,1.8,0.8,Medium Fast,head and a base,Ground,1
Arceus,493,,,,Type: Fairy,,,Normal,,,,U,Undiscovered,,120,,,30855,30840,30720,705.5,320,Slow,quadruped body,Normal,4
Pichu,172,,,,Spiky-eared,21,,Electric,,1,1,U,Undiscovered,,10,2560,2816,2805,2570,2560,4.4,2,Medium Fast,quadruped body,Electric,2
Primarina,730,,,,,9,,Water,Fairy,1,7,,Water 1,Field,15,,,,,3840,97,44,Medium Slow,fins,Water,7
Skrelp,690,,,,,30,Co,Poison,Water,1,1,,Water 1,Dragon,20,,,,5140,5120,16.1,7.3,Medium Fast,head and a base,Poison,6
Luxio,404,,,,,18,,Electric,,1,1,,Field,,20,,,5355,5140,5120,67.2,30.5,Medium Slow,quadruped body,Electric,4
Stufful,759,,,,,169,,Normal,Fighting,1,1,,Field,,15,,,,,3840,15,6.8,Medium Fast,quadruped body,Normal,7
Grotle,388,,,,,2,,Grass,,1,7,,Monster,Grass,20,,,5355,5140,5120,213.8,97,Medium Slow,quadruped body,Grass,4
Carracosta,565,,,,,71,,Water,Rock,1,7,,Water 1,Water 3,30,,,,7710,7680,178.6,81,Medium Fast,"bipedal, tailed form",Water,5
Doublade,680,,,,,118,Ce,Steel,Ghost,1,1,,Mineral,,20,,,,5140,5120,9.9,4.5,Medium Fast,multiple bodies,Steel,6
Skorupi,451,,,,,127,,Poison,Bug,1,1,,Bug,Water 3,20,,,5355,5140,5120,26.5,12,Slow,insectoid body,Poison,4
Arceus,493,,,,Type: Bug,,,Normal,,,,U,Undiscovered,,120,,,30855,30840,30720,705.5,320,Slow,quadruped body,Normal,4
Klang,600,,,,,106,,Steel,,,,,Mineral,,20,,,,5140,5120,112.4,51,Medium Slow,multiple bodies,Steel,5
Golduck,55,,,,,55,,Water,,1,1,,Water 1,Field,20,5120,5376,5355,5140,5120,168.9,76.6,Medium Fast,"bipedal, tailed form",Water,1
Sentret,161,,,,,19,,Normal,,1,1,,Field,,15,3840,4096,4080,3855,3840,13.2,6,Medium Fast,quadruped body,Normal,2
Jolteon,135,,,,,135,,Electric,,1,7,,Field,,35,8960,9216,9180,8995,8960,54,24.5,Medium Fast,quadruped body,Electric,1
Charizard,6,,,,,6,,Fire,Flying,1,7,,Monster,Dragon,20,5120,5376,5355,5140,5120,199.5,90.5,Medium Slow,"bipedal, tailed form",Fire,1
Volcarona,637,,,,,143,,Bug,Fire,1,1,,Bug,,40,,,,10280,10240,101.4,46,Slow,two or more pairs of wings,Bug,5
Galvantula,596,,,,,102,,Bug,Electric,1,1,,Bug,,20,,,,5140,5120,31.5,14.3,Medium Fast,insectoid body,Bug,5
Beheeyem,606,,,,,112,,Psychic,,1,1,,Human-Like,,20,,,,5140,5120,76.1,34.5,Medium Fast,"bipedal, tailless form",Psychic,5
Chimchar,390,,,,,4,,Fire,,1,7,,Field,Human-Like,20,,,5355,5140,5120,13.7,6.2,Medium Slow,"bipedal, tailed form",Fire,4
Vivillon,666,,,,Garden Pattern,22,Ce,Bug,Flying,1,1,,Bug,,15,,,,3855,3840,37.5,17,Medium Fast,two or more pairs of wings,Bug,6
Nihilego,793,,,,,293,,Rock,Poison,,,U,Undiscovered,,120,,,,,30720,122.4,55.5,Slow,tentacles or a multiped body,Rock,7
Lycanroc,745,,,,Midday Form,104,,Rock,,1,1,,Field,,15,,,,,3840,55.1,25,Medium Fast,quadruped body,Rock,7
Tyrantrum,697,,,,,65,Co,Rock,Dragon,1,7,,Monster,Dragon,30,,,,7710,7680,595.2,270,Medium Fast,"bipedal, tailed form",Rock,6
Wormadam,413,,,,Plant Cloak,46,,Bug,Grass,1,0,,Bug,,15,,,4080,3855,3840,14.3,6.5,Medium Fast,head and a base,Bug,4
Dugtrio,51,,,,,51,,Ground,,1,1,,Field,,20,5120,5376,5355,5140,5120,73.4,33.3,Medium Fast,multiple bodies,Ground,1
Ducklett,580,,,,,86,,Water,Flying,1,1,,Water 1,Flying,20,,,,5140,5120,12.1,5.5,Medium Fast,single pair of wings,Water,5
Dodrio,85,,,,,85,,Normal,Flying,1,1,,Flying,,20,5120,5376,5355,5140,5120,187.8,85.2,Medium Fast,head and legs,Normal,1
Zebstrika,523,,,,,29,,Electric,,1,1,,Field,,20,,,,5140,5120,175.3,79.5,Medium Fast,quadruped body,Electric,5
Politoed,186,,,,,75,,Water,,1,1,,Water 1,,20,5120,5376,5355,5140,5120,74.7,33.9,Medium Slow,"bipedal, tailless form",Water,2
Azurill,298,,,,,54,,Normal,Fairy,3,1,U,Undiscovered,,10,,2816,2805,2570,2560,4.4,2,Fast,head and legs,Normal,3
Hitmonlee,106,,,,,106,,Fighting,,0,1,,Human-Like,,25,6400,6656,6630,6425,6400,109.8,49.8,Medium Fast,"bipedal, tailless form",Fighting,1
Anorith,347,,,,,135,,Rock,Bug,1,7,,Water 3,,30,,7936,7905,7710,7680,27.6,12.5,Erratic,insectoid body,Rock,3
Silvally,773,,,,Type: Water,204,,Normal,,,,U,Undiscovered,,120,,,,,30720,221.6,100.5,Slow,quadruped body,Normal,7
Arceus,493,,,,Type: Rock,,,Normal,,,,U,Undiscovered,,120,,,30855,30840,30720,705.5,320,Slow,quadruped body,Normal,4
Aromatisse,683,,,,,130,Ce,Fairy,,1,1,,Fairy,,20,,,,5140,5120,34.2,15.5,Medium Fast,"bipedal, tailless form",Fairy,6
Mudsdale,750,,,,,133,,Ground,,1,1,,Field,,20,,,,,5120,2028.3,920,Medium Fast,quadruped body,Ground,7
Swoobat,528,,,,,34,,Psychic,Flying,1,1,,Field,Flying,15,,,,3855,3840,23.1,10.5,Medium Fast,single pair of wings,Psychic,5
Bonsly,438,,,,,92,,Rock,,1,1,U,Undiscovered,,20,,,5355,5140,5120,33.1,15,Medium Fast,head and legs,Rock,4
Porygon-Z,474,,,,,194,,Normal,,,,,Mineral,,20,,,5355,5140,5120,75,34,Medium Fast,head and arms,Normal,4
Raikou,243,,,,,243,,Electric,,,,U,Undiscovered,,80,20480,20736,20655,20560,20480,392.4,178,Slow,quadruped body,Electric,2
Darmanitan,555,Z,,,Zen Mode,61,,Fire,Psychic,1,1,,Field,,20,,,,5140,5120,204.8,92.9,Medium Slow,quadruped body,Fire,5
Clamperl,366,,,,,176,,Water,,1,1,,Water 1,,20,,5376,5355,5140,5120,115.7,52.5,Erratic,head,Water,3
Chespin,650,,,,,1,Ce,Grass,,1,7,,Field,,20,,,,5140,5120,19.8,9,Medium Slow,"bipedal, tailed form",Grass,6
Ekans,23,,,,,23,,Poison,,1,1,,Field,Dragon,20,5120,5376,5355,5140,5120,15.2,6.9,Medium Fast,serpentine bodies,Poison,1
Marshadow,802,,,,,302,,Fighting,Ghost,,,U,Undiscovered,,120,,,,,30720,48.9,22.2,Slow,"bipedal, tailless form",Fighting,7
Tyrunt,696,,,,,64,Co,Rock,Dragon,1,7,,Monster,Dragon,30,,,,7710,7680,57.3,26,Medium Fast,"bipedal, tailed form",Rock,6
Luvdisc,370,,,,,183,,Water,,3,1,,Water 2,,20,,5376,5355,5140,5120,19.2,8.7,Fast,fins,Water,3
Darumaka,554,,,,,60,,Fire,,1,1,,Field,,20,,,,5140,5120,82.7,37.5,Medium Slow,"bipedal, tailless form",Fire,5
Arceus,493,,,,Type: Grass,,,Normal,,,,U,Undiscovered,,120,,,30855,30840,30720,705.5,320,Slow,quadruped body,Normal,4
Greninja,658,A,,,Ash-Greninja,9,Ce,Water,Dark,1,7,,Water 1,,20,,,,5140,5120,88.2,40,Medium Slow,"bipedal, tailless form",Water,6
Ludicolo,272,,,,,21,,Water,Grass,1,1,,Water 1,Grass,15,,4096,4080,3855,3840,121.3,55,Medium Slow,"bipedal, tailless form",Water,3
Zapdos,145,,,,,145,,Electric,Flying,,,U,Undiscovered,,80,20480,20736,20655,20560,20480,116,52.6,Slow,single pair of wings,Electric,1
Natu,177,,,,,161,,Psychic,Flying,1,1,,Flying,,20,5120,5376,5355,5140,5120,4.4,2,Medium Fast,single pair of wings,Psychic,2
Gengar,94,M,,Gengarite,Mega,94,,Ghost,Poison,1,1,,Amorphous,,20,5120,5376,5355,5140,5120,89.3,40.5,Medium Slow,"bipedal, tailed form",Ghost,1
Magikarp,129,,,,,129,,Water,,1,1,,Water 2,Dragon,5,1280,1536,1530,1285,1280,22,10,Slow,fins,Water,1
Golett,622,,,,,128,,Ground,Ghost,,,,Mineral,,25,,,,6425,6400,202.8,92,Medium Fast,"bipedal, tailless form",Ground,5
Exeggutor,103,A,,,Alolan,,,Grass,Dragon,1,1,,Grass,,20,5120,5376,5355,5140,5120,264.6,120,Slow,head and legs,Grass,1
Cosmog,789,,,,,289,,Psychic,,,,U,Undiscovered,,120,,,,,30720,0.2,0.1,Slow,head,Psychic,7
Chikorita,152,,,,,1,,Grass,,1,7,,Monster,Grass,20,5120,5376,5355,5140,5120,14.1,6.4,Medium Slow,quadruped body,Grass,2
Spheal,363,,,,,173,,Ice,Water,1,1,,Water 1,Field,20,,5376,5355,5140,5120,87.1,39.5,Medium Slow,fins,Ice,3
Lillipup,506,,,,,12,,Normal,,1,1,,Field,,15,,,,3855,3840,9,4.1,Medium Slow,quadruped body,Normal,5
Silvally,773,,,,Type: Ghost,204,,Normal,,,,U,Undiscovered,,120,,,,,30720,221.6,100.5,Slow,quadruped body,Normal,7
Pansage,511,,,,,17,,Grass,,1,7,,Field,,20,,,,5140,5120,23.1,10.5,Medium Fast,"bipedal, tailed form",Grass,5
Vivillon,666,,,,Jungle Pattern,22,Ce,Bug,Flying,1,1,,Bug,,15,,,,3855,3840,37.5,17,Medium Fast,two or more pairs of wings,Bug,6
Ninjask,291,,,,,43,,Bug,Flying,1,1,,Bug,,15,,4096,4080,3855,3840,26.5,12,Erratic,two or more pairs of wings,Bug,3
Dragonair,148,,,,,148,,Dragon,,1,1,,Water 1,Dragon,40,10240,10496,10455,10280,10240,36.4,16.5,Slow,serpentine bodies,Dragon,1
Zubat,41,,,,,41,,Poison,Flying,1,1,,Flying,,15,3840,4096,4080,3855,3840,16.5,7.5,Medium Fast,single pair of wings,Poison,1
Sneasel,215,,,,,218,,Dark,Ice,1,1,,Field,,20,5120,5376,5355,5140,5120,61.7,28,Medium Slow,"bipedal, tailed form",Dark,2
Stantler,234,,,,,131,,Normal,,1,1,,Field,,20,5120,5376,5355,5140,5120,157,71.2,Slow,quadruped body,Normal,2
Mawile,303,M,,Mawilite,Mega,69,,Steel,Fairy,1,1,,Field,Fairy,20,,5376,5355,5140,5120,25.4,11.5,Fast,"bipedal, tailless form",Steel,3
Amoonguss,591,,,,,97,,Grass,Poison,1,1,,Grass,,20,,,,5140,5120,23.1,10.5,Medium Fast,head and arms,Grass,5
Ralts,280,,,,,29,,Psychic,Fairy,1,1,,Amorphous,,20,,5376,5355,5140,5120,14.6,6.6,Slow,"bipedal, tailless form",Psychic,3
Duosion,578,,,,,84,,Psychic,,1,1,,Amorphous,,20,,,,5140,5120,17.6,8,Medium Slow,head,Psychic,5
Gothita,574,,,,,80,,Psychic,,3,1,,Human-Like,,20,,,,5140,5120,12.8,5.8,Medium Slow,"bipedal, tailless form",Psychic,5
Grumpig,326,,,,,111,,Psychic,,1,1,,Field,,20,,5376,5355,5140,5120,157.6,71.5,Fast,"bipedal, tailed form",Psychic,3
Popplio,728,,,,,7,,Water,,1,7,,Water 1,Field,15,,,,,3840,16.5,7.5,Medium Slow,fins,Water,7
Fletchling,661,,,,,14,Ce,Normal,Flying,1,1,,Flying,,15,,,,3855,3840,3.7,1.7,Medium Slow,single pair of wings,Normal,6
Roserade,407,,,,,27,,Grass,Poison,1,1,,Fairy,Grass,20,,,5355,5140,5120,32,14.5,Medium Slow,"bipedal, tailless form",Grass,4
Vivillon,666,,,,Sandstorm Pattern,22,Ce,Bug,Flying,1,1,,Bug,,15,,,,3855,3840,37.5,17,Medium Fast,two or more pairs of wings,Bug,6
Venusaur,3,,,,,3,,Grass,Poison,1,7,,Monster,Grass,20,5120,5376,5355,5140,5120,220.5,100,Medium Slow,quadruped body,Grass,1
Samurott,503,,,,,9,,Water,,1,7,,Field,,20,,,,5140,5120,208.6,94.6,Medium Slow,quadruped body,Water,5
Vivillon,666,,,,Polar Pattern,22,Ce,Bug,Flying,1,1,,Bug,,15,,,,3855,3840,37.5,17,Medium Fast,two or more pairs of wings,Bug,6
Wingull,278,,,,,27,,Water,Flying,1,1,,Water 1,Flying,20,,5376,5355,5140,5120,20.9,9.5,Medium Fast,single pair of wings,Water,3
Zorua,570,,,,,76,,Dark,,1,7,,Field,,25,,,,6425,6400,27.6,12.5,Medium Slow,quadruped body,Dark,5
Misdreavus,200,,,,,219,,Ghost,,1,1,,Amorphous,,25,6400,6656,6630,6425,6400,2.2,1,Fast,head,Ghost,2
Necrozma,800,DW,W,,Dawn Wings,300,,Psychic,,,,U,Undiscovered,,120,,,,,30720,771.6,350,Slow,single pair of wings,Psychic,7
Chesnaught,652,,,,,3,Ce,Grass,Fighting,1,7,,Field,,20,,,,5140,5120,198.4,90,Medium Slow,"bipedal, tailed form",Grass,6
Poliwrath,62,,,,,62,,Water,Fighting,1,1,,Water 1,,20,5120,5376,5355,5140,5120,119,54,Medium Slow,"bipedal, tailless form",Water,1
Vivillon,666,,,,Monsoon Pattern,22,Ce,Bug,Flying,1,1,,Bug,,15,,,,3855,3840,37.5,17,Medium Fast,two or more pairs of wings,Bug,6
Pikachu,25,,,,Pop Star,25,,Electric,,1,1,,Field,Fairy,10,2560,2816,2805,2570,2560,13.2,6,Medium Fast,quadruped body,Electric,1
Larvesta,636,,,,,142,,Bug,Fire,1,1,,Bug,,40,,,,10280,10240,63.5,28.8,Slow,insectoid body,Bug,5
Grimer,88,,,,,88,,Poison,,1,1,,Amorphous,,20,5120,5376,5355,5140,5120,66.1,30,Medium Fast,head and arms,Poison,1
Aerodactyl,142,,,,,142,,Rock,Flying,1,7,,Flying,,35,8960,9216,9180,8995,8960,130.1,59,Slow,single pair of wings,Rock,1
Bagon,371,,,,,187,,Dragon,,1,1,,Dragon,,40,,10496,10455,10280,10240,92.8,42.1,Slow,"bipedal, tailless form",Dragon,3
Munchlax,446,,,,,112,,Normal,,1,7,U,Undiscovered,,40,,,10455,10280,10240,231.5,105,Slow,"bipedal, tailless form",Normal,4
Raichu,26,,,,,26,,Electric,,1,1,,Field,Fairy,10,2560,2816,2805,2570,2560,66.1,30,Medium Fast,"bipedal, tailed form",Electric,1
Oranguru,765,,,,,176,,Normal,Psychic,1,1,,Field,,20,,,,,5120,167.6,76,Slow,"bipedal, tailless form",Normal,7
Watchog,505,,,,,11,,Normal,,1,1,,Field,,20,,,,5140,5120,59.5,27,Medium Fast,"bipedal, tailed form",Normal,5
Breloom,286,,,,,35,,Grass,Fighting,1,1,,Fairy,Grass,15,,4096,4080,3855,3840,86.4,39.2,Fluctuating,"bipedal, tailed form",Grass,3
Cherrim,421,,,,Overcast Form,59,,Grass,,1,1,,Fairy,Grass,20,,,5355,5140,5120,20.5,9.3,Medium Fast,head and legs,Grass,4
Mandibuzz,630,,,,,136,,Dark,Flying,1,0,,Flying,,20,,,,5140,5120,87.1,39.5,Slow,single pair of wings,Dark,5
Gumshoos,735,,,,,14,,Normal,,1,1,,Field,,15,,,,,3840,31.3,14.2,Medium Fast,quadruped body,Normal,7
Venipede,543,,,,,49,,Bug,Poison,1,1,,Bug,,15,,,,3855,3840,11.7,5.3,Medium Slow,insectoid body,Bug,5
Ninetales,38,,,,,38,,Fire,,3,1,,Field,,20,5120,5376,5355,5140,5120,43.9,19.9,Medium Fast,quadruped body,Fire,1
Landorus,645,T,,,Therian Forme,151,,Ground,Flying,0,1,U,Undiscovered,,120,,,,30840,30720,149.9,68,Slow,quadruped body,Ground,5
Beedrill,15,M,,Beedrillite,Mega,15,,Bug,Poison,1,1,,Bug,,15,3840,4096,4080,3855,3840,65,29.5,Medium Fast,two or more pairs of wings,Bug,1
Venomoth,49,,,,,49,,Bug,Poison,1,1,,Bug,,20,5120,5376,5355,5140,5120,27.6,12.5,Medium Fast,two or more pairs of wings,Bug,1
Mantyke,458,,,,,140,,Water,Flying,1,1,U,Undiscovered,,25,,,6630,6425,6400,143.3,65,Slow,single pair of wings,Water,4
Flygon,330,,,,,118,,Ground,Dragon,1,1,,Bug,,20,,5376,5355,5140,5120,180.8,82,Medium Slow,single pair of wings,Ground,3
Serperior,497,,,,,3,,Grass,,1,7,,Field,Grass,20,,,,5140,5120,138.9,63,Medium Slow,serpentine bodies,Grass,5
Luxray,405,,,,,19,,Electric,,1,1,,Field,,20,,,5355,5140,5120,92.6,42,Medium Slow,quadruped body,Electric,4
Silvally,773,,,,Type: Poison,204,,Normal,,,,U,Undiscovered,,120,,,,,30720,221.6,100.5,Slow,quadruped body,Normal,7
Frillish,592,F,,,,98,,Water,Ghost,1,1,,Amorphous,,20,,,,5140,5120,72.8,33,Medium Fast,tentacles or a multiped body,Water,5
Vivillon,666,,,,River Pattern,22,Ce,Bug,Flying,1,1,,Bug,,15,,,,3855,3840,37.5,17,Medium Fast,two or more pairs of wings,Bug,6
Typhlosion,157,,,,,6,,Fire,,1,7,,Field,,20,5120,5376,5355,5140,5120,175.3,79.5,Medium Slow,quadruped body,Fire,2
Trubbish,568,,,,,74,,Poison,,1,1,,Mineral,,20,,,,5140,5120,68.3,31,Medium Fast,"bipedal, tailless form",Poison,5
Sawsbuck,586,,,,Autumn Form,92,,Normal,Grass,1,1,,Field,,20,,,,5140,5120,203.9,92.5,Medium Fast,quadruped body,Normal,5
Rufflet,627,,,,,133,,Normal,Flying,0,1,,Flying,,20,,,,5140,5120,23.1,10.5,Slow,single pair of wings,Normal,5
Ivysaur,2,,,,,2,,Grass,Poison,1,7,,Monster,Grass,20,5120,5376,5355,5140,5120,28.7,13,Medium Slow,quadruped body,Grass,1
Leavanny,542,,,,,48,,Bug,Grass,1,1,,Bug,,15,,,,3855,3840,45.2,20.5,Medium Slow,"bipedal, tailless form",Bug,5
Houndoom,229,M,,Houndoominite,Mega,215,,Dark,Fire,1,1,,Field,,20,5120,5376,5355,5140,5120,77.2,35,Slow,quadruped body,Dark,2
Silvally,773,,,,Type: Psychic,204,,Normal,,,,U,Undiscovered,,120,,,,,30720,221.6,100.5,Slow,quadruped body,Normal,7
Florges,671,,,,Red Flower,70,Ce,Fairy,,1,0,,Fairy,,20,,,,5140,5120,22,10,Medium Fast,head and arms,Fairy,6
Minun,312,,,,,81,,Electric,,1,1,,Fairy,,20,,5376,5355,5140,5120,9.3,4.2,Medium Fast,"bipedal, tailed form",Electric,3
Deoxys,386,,,,Normal Forme,202,,Psychic,,,,U,Undiscovered,,120,,30976,30855,30840,30720,134,60.8,Slow,"bipedal, tailless form",Psychic,3
Thundurus,642,,,,Incarnate Forme,148,,Electric,Flying,0,1,U,Undiscovered,,120,,,,30840,30720,134.5,61,Slow,head and arms,Electric,5
Darmanitan,555,,,,Standard Mode,61,,Fire,,1,1,,Field,,20,,,,5140,5120,204.8,92.9,Medium Slow,quadruped body,Fire,5
Liepard,510,,,,,16,,Dark,,1,1,,Field,,20,,,,5140,5120,82.7,37.5,Medium Fast,quadruped body,Dark,5
