ID_1,HEX_1,Name_1,Pokcet_1,Translation_1,Type_1,ID_2,HEX_2,Name_2,Pokcet_2,ID_3,HEX_3,Name_3,Pokcet_3,ID_3Colo,HEX_3Colo,Name_3Colo,Pokcet_3Colo,ID_3XD,HEX_3XD,Name_3XD,Pokcet_3XD,ID_4,HEX_4,Name_4,Pokcet_4,ID_5,HEX_5,Name_5,Pokcet_5,ID_6,HEX_6,Name_6,Pokcet_6,ID_7,HEX_7,Name_7,Pokcet_7,ID_7LG,HEX_7LG,Name_7LG,Pokcet_7LG
66,0x42,X Defend,,,,66,0x42,Red Scale,Key items pocket,66,0x0042,Carbos,Items pocket,66,0x0042,Carbos,Items pocket,66,0x0042,Carbos,Items pocket,66,0x0042,Yellow Flute,Battle items pocket,66,0x0042,Yellow Flute,Items pocket,66,0x0042,Yellow Flute,Medicine pocket,66,0x0042,Yellow Flute,Items pocket,66,0x0042,Yellow Flute,Unknown pocket
67,0x43,X Speed,,,,67,0x43,SecretPotion,Key items pocket,67,0x0043,Calcium,Items pocket,67,0x0043,Calcium,Items pocket,67,0x0043,Calcium,Items pocket,67,0x0043,Red Flute,Battle items pocket,67,0x0043,Red Flute,Items pocket,67,0x0043,Red Flute,Medicine pocket,67,0x0043,Red Flute,Items pocket,67,0x0043,Red Flute,Unknown pocket
68,0x44,X Special,,,,68,0x44,S.S. Ticket,Key items pocket,68,0x0044,Rare Candy,Items pocket,68,0x0044,Rare Candy,Items pocket,68,0x0044,Rare Candy,Items pocket,68,0x0044,Black Flute,Items pocket,68,0x0044,Black Flute,Items pocket,68,0x0044,Black Flute,Items pocket,68,0x0044,Black Flute,Items pocket,68,0x0044,Black Flute,Unknown pocket
69,0x45,Coin Case,,,,69,0x45,Mystery Egg,Key items pocket,69,0x0045,PP Up,Items pocket,69,0x0045,PP Up,Items pocket,69,0x0045,PP Up,Items pocket,69,0x0045,White Flute,Items pocket,69,0x0045,White Flute,Items pocket,69,0x0045,White Flute,Items pocket,69,0x0045,White Flute,Items pocket,69,0x0045,White Flute,Unknown pocket
70,0x46,Oak's Parcel,,,,70,0x46,Clear Bell*,Key items pocket,70,0x0046,Zinc,Items pocket,70,0x0046,Zinc,Items pocket,70,0x0046,Zinc,Items pocket,70,0x0046,Shoal Salt,Items pocket,70,0x0046,Shoal Salt,Items pocket,70,0x0046,Shoal Salt,Items pocket,70,0x0046,Shoal Salt,Items pocket,70,0x0046,Shoal Salt,Unknown pocket
71,0x47,Itemfinder,,,,71,0x47,Silver Wing,Key items pocket,71,0x0047,PP Max,Items pocket,71,0x0047,PP Max,Items pocket,71,0x0047,PP Max,Items pocket,71,0x0047,Shoal Shell,Items pocket,71,0x0047,Shoal Shell,Items pocket,71,0x0047,Shoal Shell,Items pocket,71,0x0047,Shoal Shell,Items pocket,71,0x0047,Shoal Shell,Unknown pocket
72,0x48,Silph Scope,,,,72,0x48,Moomoo Milk,Items pocket,72,0x0048,unknown,Unknown pocket,72,0x0048,unknown,Unknown pocket,72,0x0048,unknown,Unknown pocket,72,0x0048,Red Shard,Items pocket,72,0x0048,Red Shard,Items pocket,72,0x0048,Red Shard,Items pocket,72,0x0048,Red Shard,Items pocket,72,0x0048,Red Shard,Unknown pocket
73,0x49,Poké Flute,,,,73,0x49,Quick Claw,Items pocket,73,0x0049,Guard Spec.,Items pocket,73,0x0049,Guard Spec.,Items pocket,73,0x0049,Guard Spec.,Items pocket,73,0x0049,Blue Shard,Items pocket,73,0x0049,Blue Shard,Items pocket,73,0x0049,Blue Shard,Items pocket,73,0x0049,Blue Shard,Items pocket,73,0x0049,Blue Shard,Unknown pocket
74,0x4A,Lift Key,,,,74,0x4A,PSNCureBerry,Items pocket,74,0x004A,Dire Hit,Items pocket,74,0x004A,Dire Hit,Items pocket,74,0x004A,Dire Hit,Items pocket,74,0x004A,Yellow Shard,Items pocket,74,0x004A,Yellow Shard,Items pocket,74,0x004A,Yellow Shard,Items pocket,74,0x004A,Yellow Shard,Items pocket,74,0x004A,Yellow Shard,Unknown pocket
75,0x4B,Exp. All,,,,75,0x4B,Gold Leaf,Items pocket,75,0x004B,X Attack,Items pocket,75,0x004B,X Attack,Items pocket,75,0x004B,X Attack,Items pocket,75,0x004B,Green Shard,Items pocket,75,0x004B,Green Shard,Items pocket,75,0x004B,Green Shard,Items pocket,75,0x004B,Green Shard,Items pocket,75,0x004B,Green Shard,Unknown pocket
76,0x4C,Old Rod,,,,76,0x4C,Soft Sand,Items pocket,76,0x004C,X Defend,Items pocket,76,0x004C,X Defend,Items pocket,76,0x004C,X Defend,Items pocket,76,0x004C,Super Repel,Items pocket,76,0x004C,Super Repel,Items pocket,76,0x004C,Super Repel,Items pocket,76,0x004C,Super Repel,Items pocket,76,0x004C,Super Repel,Unknown pocket
77,0x4D,Good Rod,,,,77,0x4D,Sharp Beak,Items pocket,77,0x004D,X Speed,Items pocket,77,0x004D,X Speed,Items pocket,77,0x004D,X Speed,Items pocket,77,0x004D,Max Repel,Items pocket,77,0x004D,Max Repel,Items pocket,77,0x004D,Max Repel,Items pocket,77,0x004D,Max Repel,Items pocket,77,0x004D,Max Repel,Unknown pocket
78,0x4E,Super Rod,,,,78,0x4E,PRZCureBerry,Items pocket,78,0x004E,X Accuracy,Items pocket,78,0x004E,X Accuracy,Items pocket,78,0x004E,X Accuracy,Items pocket,78,0x004E,Escape Rope,Items pocket,78,0x004E,Escape Rope,Items pocket,78,0x004E,Escape Rope,Items pocket,78,0x004E,Escape Rope,Items pocket,78,0x004E,Escape Rope,Unknown pocket
79,0x4F,PP Up,,,,79,0x4F,Burnt Berry,Items pocket,79,0x004F,X Special,Items pocket,79,0x004F,X Special,Items pocket,79,0x004F,X Special,Items pocket,79,0x004F,Repel,Items pocket,79,0x004F,Repel,Items pocket,79,0x004F,Repel,Items pocket,79,0x004F,Repel,Items pocket,79,0x004F,Repel,Unknown pocket
80,0x50,Ether,,,,80,0x50,Ice Berry,Items pocket,80,0x0050,Poké Doll,Items pocket,80,0x0050,Poké Doll,Items pocket,80,0x0050,Poké Doll,Items pocket,80,0x0050,Sun Stone,Items pocket,80,0x0050,Sun Stone,Items pocket,80,0x0050,Sun Stone,Items pocket,80,0x0050,Sun Stone,Items pocket,80,0x0050,Sun Stone,Unknown pocket
81,0x51,Max Ether,,,,81,0x51,Poison Barb,Items pocket,81,0x0051,Fluffy Tail,Items pocket,81,0x0051,Fluffy Tail,Items pocket,81,0x0051,Fluffy Tail,Items pocket,81,0x0051,Moon Stone,Items pocket,81,0x0051,Moon Stone,Items pocket,81,0x0051,Moon Stone,Items pocket,81,0x0051,Moon Stone,Items pocket,81,0x0051,Moon Stone,Unknown pocket
82,0x52,Elixer,,,,82,0x52,King's Rock,Items pocket,82,0x0052,unknown,Unknown pocket,82,0x0052,unknown,Unknown pocket,82,0x0052,unknown,Unknown pocket,82,0x0052,Fire Stone,Items pocket,82,0x0052,Fire Stone,Items pocket,82,0x0052,Fire Stone,Items pocket,82,0x0052,Fire Stone,Items pocket,82,0x0052,Fire Stone,Unknown pocket
83,0x53,Max Elixer,,,,83,0x53,Bitter Berry,Items pocket,83,0x0053,Super Repel,Items pocket,83,0x0053,Super Repel,Items pocket,83,0x0053,Super Repel,Items pocket,83,0x0053,Thunderstone,Items pocket,83,0x0053,Thunderstone,Items pocket,83,0x0053,Thunder Stone,Items pocket,83,0x0053,Thunder Stone,Items pocket,83,0x0053,Thunder Stone,Unknown pocket
196,0xC4,HM01,,,,84,0x54,Mint Berry,Items pocket,84,0x0054,Max Repel,Items pocket,84,0x0054,Max Repel,Items pocket,84,0x0054,Max Repel,Items pocket,84,0x0054,Water Stone,Items pocket,84,0x0054,Water Stone,Items pocket,84,0x0054,Water Stone,Items pocket,84,0x0054,Water Stone,Items pocket,84,0x0054,Water Stone,Unknown pocket
197,0xC5,HM02,,,,85,0x55,Red Apricorn,Items pocket,85,0x0055,Escape Rope,Items pocket,85,0x0055,Escape Rope,Items pocket,85,0x0055,Escape Rope,Items pocket,85,0x0055,Leaf Stone,Items pocket,85,0x0055,Leaf Stone,Items pocket,85,0x0055,Leaf Stone,Items pocket,85,0x0055,Leaf Stone,Items pocket,85,0x0055,Leaf Stone,Unknown pocket
198,0xC6,HM03,,,,86,0x56,TinyMushroom,Items pocket,86,0x0056,Repel,Items pocket,86,0x0056,Repel,Items pocket,86,0x0056,Repel,Items pocket,86,0x0056,TinyMushroom,Items pocket,86,0x0056,TinyMushroom,Items pocket,86,0x0056,Tiny Mushroom,Items pocket,86,0x0056,Tiny Mushroom,Items pocket,86,0x0056,Tiny Mushroom,Unknown pocket
199,0xC7,HM04,,,,87,0x57,Big Mushroom,Items pocket,87,0x0057,unknown,Unknown pocket,87,0x0057,unknown,Unknown pocket,87,0x0057,unknown,Unknown pocket,87,0x0057,Big Mushroom,Items pocket,87,0x0057,Big Mushroom,Items pocket,87,0x0057,Big Mushroom,Items pocket,87,0x0057,Big Mushroom,Items pocket,87,0x0057,Big Mushroom,Unknown pocket
200,0xC8,HM05,,,,88,0x58,SilverPowder,Items pocket,88,0x0058,unknown,Unknown pocket,88,0x0058,unknown,Unknown pocket,88,0x0058,unknown,Unknown pocket,88,0x0058,Pearl,Items pocket,88,0x0058,Pearl,Items pocket,88,0x0058,Pearl,Items pocket,88,0x0058,Pearl,Items pocket,88,0x0058,Pearl,Unknown pocket
201,0xC9,TM01,,,,89,0x59,Blu Apricorn,Items pocket,89,0x0059,unknown,Unknown pocket,89,0x0059,unknown,Unknown pocket,89,0x0059,unknown,Unknown pocket,89,0x0059,Big Pearl,Items pocket,89,0x0059,Big Pearl,Items pocket,89,0x0059,Big Pearl,Items pocket,89,0x0059,Big Pearl,Items pocket,89,0x0059,Big Pearl,Unknown pocket
202,0xCA,TM02,,,,90,0x5A,Teru-sama,Items pocket,90,0x005A,unknown,Unknown pocket,90,0x005A,unknown,Unknown pocket,90,0x005A,unknown,Unknown pocket,90,0x005A,Stardust,Items pocket,90,0x005A,Stardust,Items pocket,90,0x005A,Stardust,Items pocket,90,0x005A,Stardust,Items pocket,90,0x005A,Stardust,Unknown pocket
203,0xCB,TM03,,,,91,0x5B,Amulet Coin,Items pocket,91,0x005B,unknown,Unknown pocket,91,0x005B,unknown,Unknown pocket,91,0x005B,unknown,Unknown pocket,91,0x005B,Star Piece,Items pocket,91,0x005B,Star Piece,Items pocket,91,0x005B,Star Piece,Items pocket,91,0x005B,Star Piece,Items pocket,91,0x005B,Star Piece,Unknown pocket
204,0xCC,TM04,,,,92,0x5C,Ylw Apricorn,Items pocket,92,0x005C,unknown,Unknown pocket,92,0x005C,unknown,Unknown pocket,92,0x005C,unknown,Unknown pocket,92,0x005C,Nugget,Items pocket,92,0x005C,Nugget,Items pocket,92,0x005C,Nugget,Items pocket,92,0x005C,Nugget,Items pocket,92,0x005C,Nugget,Unknown pocket
205,0xCD,TM05,,,,93,0x5D,Grn Apricorn,Items pocket,93,0x005D,Sun Stone,Items pocket,93,0x005D,Sun Stone,Items pocket,93,0x005D,Sun Stone,Items pocket,93,0x005D,Heart Scale,Items pocket,93,0x005D,Heart Scale,Items pocket,93,0x005D,Heart Scale,Items pocket,93,0x005D,Heart Scale,Items pocket,93,0x005D,Heart Scale,Unknown pocket
206,0xCE,TM06,,,,94,0x5E,Cleanse Tag,Items pocket,94,0x005E,Moon Stone,Items pocket,94,0x005E,Moon Stone,Items pocket,94,0x005E,Moon Stone,Items pocket,94,0x005E,Honey,Items pocket,94,0x005E,Honey,Items pocket,94,0x005E,Honey,Items pocket,94,0x005E,Honey,Items pocket,94,0x005E,Honey,Unknown pocket
207,0xCF,TM07,,,,95,0x5F,Mystic Water,Items pocket,95,0x005F,Fire Stone,Items pocket,95,0x005F,Fire Stone,Items pocket,95,0x005F,Fire Stone,Items pocket,95,0x005F,Growth Mulch,Items pocket,95,0x005F,Growth Mulch,Items pocket,95,0x005F,Growth Mulch,Items pocket,95,0x005F,Growth Mulch,Items pocket,95,0x005F,Growth Mulch,Unknown pocket
208,0xD0,TM08,,,,96,0x60,TwistedSpoon,Items pocket,96,0x0060,Thunderstone,Items pocket,96,0x0060,Thunderstone,Items pocket,96,0x0060,Thunderstone,Items pocket,96,0x0060,Damp Mulch,Items pocket,96,0x0060,Damp Mulch,Items pocket,96,0x0060,Damp Mulch,Items pocket,96,0x0060,Damp Mulch,Items pocket,96,0x0060,Damp Mulch,Unknown pocket
209,0xD1,TM09,,,,97,0x61,Wht Apricorn,Items pocket,97,0x0061,Water Stone,Items pocket,97,0x0061,Water Stone,Items pocket,97,0x0061,Water Stone,Items pocket,97,0x0061,Stable Mulch,Items pocket,97,0x0061,Stable Mulch,Items pocket,97,0x0061,Stable Mulch,Items pocket,97,0x0061,Stable Mulch,Items pocket,97,0x0061,Stable Mulch,Unknown pocket
210,0xD2,TM10,,,,98,0x62,Blackbelt,Items pocket,98,0x0062,Leaf Stone,Items pocket,98,0x0062,Leaf Stone,Items pocket,98,0x0062,Leaf Stone,Items pocket,98,0x0062,Gooey Mulch,Items pocket,98,0x0062,Gooey Mulch,Items pocket,98,0x0062,Gooey Mulch,Items pocket,98,0x0062,Gooey Mulch,Items pocket,98,0x0062,Gooey Mulch,Unknown pocket
211,0xD3,TM11,,,,99,0x63,Blk Apricorn,Items pocket,99,0x0063,unknown,Unknown pocket,99,0x0063,unknown,Unknown pocket,99,0x0063,unknown,Unknown pocket,99,0x0063,Root Fossil,Items pocket,99,0x0063,Root Fossil,Items pocket,99,0x0063,Root Fossil,Items pocket,99,0x0063,Root Fossil,Items pocket,99,0x0063,Root Fossil,Unknown pocket
212,0xD4,TM12,,,,100,0x64,Teru-sama,Items pocket,100,0x0064,unknown,Unknown pocket,100,0x0064,unknown,Unknown pocket,100,0x0064,unknown,Unknown pocket,100,0x0064,Claw Fossil,Items pocket,100,0x0064,Claw Fossil,Items pocket,100,0x0064,Claw Fossil,Items pocket,100,0x0064,Claw Fossil,Items pocket,100,0x0064,Claw Fossil,Unknown pocket
213,0xD5,TM13,,,,101,0x65,Pnk Apricorn,Items pocket,101,0x0065,unknown,Unknown pocket,101,0x0065,unknown,Unknown pocket,101,0x0065,unknown,Unknown pocket,101,0x0065,Helix Fossil,Items pocket,101,0x0065,Helix Fossil,Items pocket,101,0x0065,Helix Fossil,Items pocket,101,0x0065,Helix Fossil,Items pocket,101,0x0065,Helix Fossil,Unknown pocket
214,0xD6,TM14,,,,102,0x66,BlackGlasses,Items pocket,102,0x0066,unknown,Unknown pocket,102,0x0066,unknown,Unknown pocket,102,0x0066,unknown,Unknown pocket,102,0x0066,Dome Fossil,Items pocket,102,0x0066,Dome Fossil,Items pocket,102,0x0066,Dome Fossil,Items pocket,102,0x0066,Dome Fossil,Items pocket,102,0x0066,Dome Fossil,Unknown pocket
215,0xD7,TM15,,,,103,0x67,SlowpokeTail,Items pocket,103,0x0067,TinyMushroom,Items pocket,103,0x0067,TinyMushroom,Items pocket,103,0x0067,TinyMushroom,Items pocket,103,0x0067,Old Amber,Items pocket,103,0x0067,Old Amber,Items pocket,103,0x0067,Old Amber,Items pocket,103,0x0067,Old Amber,Items pocket,103,0x0067,Old Amber,Unknown pocket
216,0xD8,TM16,,,,104,0x68,Pink Bow,Items pocket,104,0x0068,Big Mushroom,Items pocket,104,0x0068,Big Mushroom,Items pocket,104,0x0068,Big Mushroom,Items pocket,104,0x0068,Armor Fossil,Items pocket,104,0x0068,Armor Fossil,Items pocket,104,0x0068,Armor Fossil,Items pocket,104,0x0068,Armor Fossil,Items pocket,104,0x0068,Armor Fossil,Unknown pocket
217,0xD9,TM17,,,,105,0x69,Stick,Items pocket,105,0x0069,unknown,Unknown pocket,105,0x0069,unknown,Unknown pocket,105,0x0069,unknown,Unknown pocket,105,0x0069,Skull Fossil,Items pocket,105,0x0069,Skull Fossil,Items pocket,105,0x0069,Skull Fossil,Items pocket,105,0x0069,Skull Fossil,Items pocket,105,0x0069,Skull Fossil,Unknown pocket
218,0xDA,TM18,,,,106,0x6A,Smoke Ball,Items pocket,106,0x006A,Pearl,Items pocket,106,0x006A,Pearl,Items pocket,106,0x006A,Pearl,Items pocket,106,0x006A,Rare Bone,Items pocket,106,0x006A,Rare Bone,Items pocket,106,0x006A,Rare Bone,Items pocket,106,0x006A,Rare Bone,Items pocket,106,0x006A,Rare Bone,Unknown pocket
219,0xDB,TM19,,,,107,0x6B,NeverMeltIce,Items pocket,107,0x006B,Big Pearl,Items pocket,107,0x006B,Big Pearl,Items pocket,107,0x006B,Big Pearl,Items pocket,107,0x006B,Shiny Stone,Items pocket,107,0x006B,Shiny Stone,Items pocket,107,0x006B,Shiny Stone,Items pocket,107,0x006B,Shiny Stone,Items pocket,107,0x006B,Shiny Stone,Unknown pocket
220,0xDC,TM20,,,,108,0x6C,Magnet,Items pocket,108,0x006C,Stardust,Items pocket,108,0x006C,Stardust,Items pocket,108,0x006C,Stardust,Items pocket,108,0x006C,Dusk Stone,Items pocket,108,0x006C,Dusk Stone,Items pocket,108,0x006C,Dusk Stone,Items pocket,108,0x006C,Dusk Stone,Items pocket,108,0x006C,Dusk Stone,Unknown pocket
221,0xDD,TM21,,,,109,0x6D,MiracleBerry,Items pocket,109,0x006D,Star Piece,Items pocket,109,0x006D,Star Piece,Items pocket,109,0x006D,Star Piece,Items pocket,109,0x006D,Dawn Stone,Items pocket,109,0x006D,Dawn Stone,Items pocket,109,0x006D,Dawn Stone,Items pocket,109,0x006D,Dawn Stone,Items pocket,109,0x006D,Dawn Stone,Unknown pocket
222,0xDE,TM22,,,,110,0x6E,Pearl,Items pocket,110,0x006E,Nugget,Items pocket,110,0x006E,Nugget,Items pocket,110,0x006E,Nugget,Items pocket,110,0x006E,Oval Stone,Items pocket,110,0x006E,Oval Stone,Items pocket,110,0x006E,Oval Stone,Items pocket,110,0x006E,Oval Stone,Items pocket,110,0x006E,Oval Stone,Unknown pocket
223,0xDF,TM23,,,,111,0x6F,Big Pearl,Items pocket,111,0x006F,Heart Scale,Items pocket,111,0x006F,Heart Scale,Items pocket,111,0x006F,Heart Scale,Items pocket,111,0x006F,Odd Keystone,Items pocket,111,0x006F,Odd Keystone,Items pocket,111,0x006F,Odd Keystone,Items pocket,111,0x006F,Odd Keystone,Items pocket,111,0x006F,Odd Keystone,Unknown pocket
224,0xE0,TM24,,,,112,0x70,Everstone,Items pocket,112,0x0070,unknown,Unknown pocket,112,0x0070,unknown,Unknown pocket,112,0x0070,unknown,Unknown pocket,112,0x0070,Griseous Orb*,Items pocket,112,0x0070,Griseous Orb,Items pocket,112,0x0070,Griseous Orb,Items pocket,112,0x0070,Griseous Orb,Items pocket,112,0x0070,Griseous Orb,Unknown pocket
225,0xE1,TM25,,,,113,0x71,Spell Tag,Items pocket,113,0x0071,unknown,Unknown pocket,113,0x0071,unknown,Unknown pocket,113,0x0071,unknown,Unknown pocket,113,0x0071,unknown,Unknown pocket,113,0x0071,unknown,Unknown pocket,113,0x0071,unknown,Unknown pocket,113,0x0071,???,Unknown pocket,113,0x0071,Tea,Unknown pocket
226,0xE2,TM26,,,,114,0x72,RageCandyBar,Items pocket,114,0x0072,unknown,Unknown pocket,114,0x0072,unknown,Unknown pocket,114,0x0072,unknown,Unknown pocket,114,0x0072,unknown,Unknown pocket,114,0x0072,unknown,Unknown pocket,114,0x0072,unknown,Unknown pocket,114,0x0072,???,Unknown pocket,114,0x0072,???,Unknown pocket
227,0xE3,TM27,,,,115,0x73,GS Ball*,Key items pocket,115,0x0073,unknown,Unknown pocket,115,0x0073,unknown,Unknown pocket,115,0x0073,unknown,Unknown pocket,115,0x0073,unknown,Unknown pocket,115,0x0073,unknown,Unknown pocket,115,0x0073,unknown,Unknown pocket,115,0x0073,???,Unknown pocket,115,0x0073,Autograph,Unknown pocket
228,0xE4,TM28,,,,116,0x74,Blue Card*,Key items pocket,116,0x0074,unknown,Unknown pocket,116,0x0074,unknown,Unknown pocket,116,0x0074,unknown,Unknown pocket,116,0x0074,unknown,Unknown pocket,116,0x0074,Douse Drive,Items pocket,116,0x0074,Douse Drive,Items pocket,116,0x0074,Douse Drive,Items pocket,116,0x0074,Douse Drive,Unknown pocket
229,0xE5,TM29,,,,117,0x75,Miracle Seed,Items pocket,117,0x0075,unknown,Unknown pocket,117,0x0075,unknown,Unknown pocket,117,0x0075,unknown,Unknown pocket,117,0x0075,unknown,Unknown pocket,117,0x0075,Shock Drive,Items pocket,117,0x0075,Shock Drive,Items pocket,117,0x0075,Shock Drive,Items pocket,117,0x0075,Shock Drive,Unknown pocket
230,0xE6,TM30,,,,118,0x76,Thick Club,Items pocket,118,0x0076,unknown,Unknown pocket,118,0x0076,unknown,Unknown pocket,118,0x0076,unknown,Unknown pocket,118,0x0076,unknown,Unknown pocket,118,0x0076,Burn Drive,Items pocket,118,0x0076,Burn Drive,Items pocket,118,0x0076,Burn Drive,Items pocket,118,0x0076,Burn Drive,Unknown pocket
231,0xE7,TM31,,,,119,0x77,Focus Band,Items pocket,119,0x0077,unknown,Unknown pocket,119,0x0077,unknown,Unknown pocket,119,0x0077,unknown,Unknown pocket,119,0x0077,unknown,Unknown pocket,119,0x0077,Chill Drive,Items pocket,119,0x0077,Chill Drive,Items pocket,119,0x0077,Chill Drive,Items pocket,119,0x0077,Chill Drive,Unknown pocket
232,0xE8,TM32,,,,120,0x78,Teru-sama,Items pocket,120,0x0078,unknown,Unknown pocket,120,0x0078,unknown,Unknown pocket,120,0x0078,unknown,Unknown pocket,120,0x0078,unknown,Unknown pocket,120,0x0078,unknown,Unknown pocket,120,0x0078,unknown,Unknown pocket,120,0x0078,???,Unknown pocket,120,0x0078,???,Unknown pocket
233,0xE9,TM33,,,,121,0x79,EnergyPowder,Items pocket,121,0x0079,Orange Mail,Items pocket,121,0x0079,unknown,Unknown pocket,121,0x0079,unknown,Unknown pocket,121,0x0079,unknown,Unknown pocket,121,0x0079,unknown,Unknown pocket,121,0x0079,unknown,Unknown pocket,121,0x0079,???,Unknown pocket,121,0x0079,Pokémon Box,Unknown pocket
234,0xEA,TM34,,,,122,0x7A,Energy Root,Items pocket,122,0x007A,Harbor Mail,Items pocket,122,0x007A,unknown,Unknown pocket,122,0x007A,unknown,Unknown pocket,122,0x007A,unknown,Unknown pocket,122,0x007A,unknown,Unknown pocket,122,0x007A,unknown,Unknown pocket,122,0x007A,???,Unknown pocket,122,0x007A,Medicine Pocket,Unknown pocket
235,0xEB,TM35,,,,123,0x7B,Heal Powder,Items pocket,123,0x007B,Glitter Mail,Items pocket,123,0x007B,unknown,Unknown pocket,123,0x007B,unknown,Unknown pocket,123,0x007B,unknown,Unknown pocket,123,0x007B,unknown,Unknown pocket,123,0x007B,unknown,Unknown pocket,123,0x007B,???,Unknown pocket,123,0x007B,TM Case,Unknown pocket
236,0xEC,TM36,,,,124,0x7C,Revival Herb,Items pocket,124,0x007C,Mech Mail,Items pocket,124,0x007C,unknown,Unknown pocket,124,0x007C,unknown,Unknown pocket,124,0x007C,unknown,Unknown pocket,124,0x007C,unknown,Unknown pocket,124,0x007C,unknown,Unknown pocket,124,0x007C,???,Unknown pocket,124,0x007C,Candy Jar,Unknown pocket
237,0xED,TM37,,,,125,0x7D,Hard Stone,Items pocket,125,0x007D,Wood Mail,Items pocket,125,0x007D,unknown,Unknown pocket,125,0x007D,unknown,Unknown pocket,125,0x007D,unknown,Unknown pocket,125,0x007D,unknown,Unknown pocket,125,0x007D,unknown,Unknown pocket,125,0x007D,???,Unknown pocket,125,0x007D,Power-Up Pocket,Unknown pocket
238,0xEE,TM38,,,,126,0x7E,Lucky Egg,Items pocket,126,0x007E,Wave Mail,Items pocket,126,0x007E,unknown,Unknown pocket,126,0x007E,unknown,Unknown pocket,126,0x007E,unknown,Unknown pocket,126,0x007E,unknown,Unknown pocket,126,0x007E,unknown,Unknown pocket,126,0x007E,???,Unknown pocket,126,0x007E,Clothing Trunk,Unknown pocket
239,0xEF,TM39,,,,127,0x7F,Card Key,Key items pocket,127,0x007F,Bead Mail,Items pocket,127,0x007F,unknown,Unknown pocket,127,0x007F,unknown,Unknown pocket,127,0x007F,unknown,Unknown pocket,127,0x007F,unknown,Unknown pocket,127,0x007F,unknown,Unknown pocket,127,0x007F,???,Unknown pocket,127,0x007F,Catching Pocket,Unknown pocket
240,0xF0,TM40,,,,128,0x80,Machine Part,Key items pocket,128,0x0080,Shadow Mail,Items pocket,128,0x0080,unknown,Unknown pocket,128,0x0080,unknown,Unknown pocket,128,0x0080,unknown,Unknown pocket,128,0x0080,unknown,Unknown pocket,128,0x0080,unknown,Unknown pocket,128,0x0080,???,Unknown pocket,128,0x0080,Battle Pocket,Unknown pocket
241,0xF1,TM41,,,,129,0x81,Egg Ticket*,Key items pocket,129,0x0081,Tropic Mail,Items pocket,129,0x0081,unknown,Unknown pocket,129,0x0081,unknown,Unknown pocket,129,0x0081,unknown,Unknown pocket,129,0x0081,unknown,Unknown pocket,129,0x0081,unknown,Unknown pocket,129,0x0081,???,Unknown pocket,129,0x0081,???,Unknown pocket
242,0xF2,TM42,,,,130,0x82,Lost Item,Key items pocket,130,0x0082,Dream Mail,Items pocket,130,0x0082,unknown,Unknown pocket,130,0x0082,unknown,Unknown pocket,130,0x0082,unknown,Unknown pocket,130,0x0082,unknown,Unknown pocket,130,0x0082,unknown,Unknown pocket,130,0x0082,???,Unknown pocket,130,0x0082,???,Unknown pocket
243,0xF3,TM43,,,,131,0x83,Stardust,Items pocket,131,0x0083,Fab Mail,Items pocket,131,0x0083,unknown,Unknown pocket,131,0x0083,unknown,Unknown pocket,131,0x0083,unknown,Unknown pocket,131,0x0083,unknown,Unknown pocket,131,0x0083,unknown,Unknown pocket,131,0x0083,???,Unknown pocket,131,0x0083,???,Unknown pocket
244,0xF4,TM44,,,,132,0x84,Star Piece,Items pocket,132,0x0084,Retro Mail,Items pocket,132,0x0084,unknown,Unknown pocket,132,0x0084,unknown,Unknown pocket,132,0x0084,unknown,Unknown pocket,132,0x0084,unknown,Unknown pocket,132,0x0084,unknown,Unknown pocket,132,0x0084,???,Unknown pocket,132,0x0084,???,Unknown pocket
245,0xF5,TM45,,,,133,0x85,Basement Key,Key items pocket,133,0x0085,Cheri Berry,Berries pocket,133,0x0085,Cheri Berry,Berries pocket,133,0x0085,Cheri Berry,Berries pocket,133,0x0085,unknown,Unknown pocket,133,0x0085,unknown,Unknown pocket,133,0x0085,unknown,Unknown pocket,133,0x0085,???,Unknown pocket,133,0x0085,???,Unknown pocket
246,0xF6,TM46,,,,134,0x86,Pass,Key items pocket,134,0x0086,Chesto Berry,Berries pocket,134,0x0086,Chesto Berry,Berries pocket,134,0x0086,Chesto Berry,Berries pocket,134,0x0086,unknown,Unknown pocket,134,0x0086,Sweet Heart,Medicine pocket,134,0x0086,Sweet Heart,Medicine pocket,134,0x0086,Sweet Heart,Medicine pocket,134,0x0086,Sweet Heart,Unknown pocket
247,0xF7,TM47,,,,135,0x87,Teru-sama,Items pocket,135,0x0087,Pecha Berry,Berries pocket,135,0x0087,Pecha Berry,Berries pocket,135,0x0087,Pecha Berry,Berries pocket,135,0x0087,Adamant Orb,Items pocket,135,0x0087,Adamant Orb,Items pocket,135,0x0087,Adamant Orb,Items pocket,135,0x0087,Adamant Orb,Items pocket,135,0x0087,Adamant Orb,Unknown pocket
