ID,Name,English,Japanese,Romaji,French,German,Italian,Spanish,Korean,Chinese,ID,Name,Cat_EN,Cat_JP,CAT_JP_T
458,Mantyke,Kite,カイト,Kaito,Cervolant,Flugrochen,Aquilone,Milano,연 Yeon,風箏 / 风筝 Fēngzhēng / Fūngjāang,458,Mantyke,Kite Pokémon,カイトポケモン,Kite Pokémon
459,Snover,Frost Tree,じゅひょう,Juhyō,Arbregelé,Frostbaum,Albergelo,Árbol Nieve,얼음나무 Eoreum Namu,樹冰 / 树冰 Shùbīng / Syuhbīng,459,Snover,Frost Tree Pokémon,じゅひょうポケモン,Frost-Covered Tree Pokémon
460,Abomasnow,Frost Tree,じゅひょう,Juhyō,Arbregelé,Frostbaum,Albergelo,Árbol Nieve,얼음나무 Eoreum Namu,樹冰 / 树冰 Shùbīng / Syuhbīng,460,Abomasnow,Frost Tree Pokémon,じゅひょうポケモン,Frost-Covered Tree Pokémon
461,Weavile,Sharp Claw,かぎづめ,Kagidzume,Grifacérée,Stichklaue,Lamartigli,Garra Filo,갈고리손톱 Galgori Sontop,鉤爪 / 钩爪 Gōuzhǎo / Āujáau,461,Weavile,Sharp Claw Pokémon,かぎづめポケモン,Claw Pokémon
462,Magnezone,Magnet Area,じば,Jiba,Aimant,Magnetgebiet,Magnetico,Magnético,자기장 Jagijang,磁場 / 磁场 Cíchǎng / Chìhchèuhng,462,Magnezone,Magnet Area Pokémon,じばポケモン,Magnetic Field Pokémon
463,Lickilicky,Licking,なめまわし,Namemawashi,Lécheur,Schlecker,Linguaccia,Lametazo,핥기 Halggi,舔舔 Tiǎntiǎn / Tímtím,463,Lickilicky,Licking Pokémon,なめまわしポケモン,Licking Pokémon
464,Rhyperior,Drill,ドリル,Doriru,Perceur,Bohrer,Trapano,Taladro,드릴 Drill,鑽錐 / 钻锥 Zuānzhuī / Jyūnjēui,464,Rhyperior,Drill Pokémon,ドリルポケモン,Drill Pokémon
465,Tangrowth,Vine,ツルじょう,Tsurujō,Vigne,Ranke,Liana,Enredadera,넝쿨 Neongkul,藤蔓狀 / 藤蔓状 Téngmànzhuàng / Tàhngmàahnjohng,465,Tangrowth,Vine Pokémon,ツルじょうポケモン,Tendril Pokémon
466,Electivire,Thunderbolt,らいでん,Raiden,Foudrélec,Donnerkeil,Saetta,Rayo,뇌전 Noejeon,雷電 / 雷电 Léidiàn / Lèuihdihn,466,Electivire,Thunderbolt Pokémon,らいでんポケモン,Thunder and Lightning Pokémon
467,Magmortar,Blast,ばくえん,Bakuen,Explosion,Detonation,Esplosivo,Explosión,폭염 Pogyeom,爆炎 Bàoyán / Baauyìhm,467,Magmortar,Blast Pokémon,ばくえんポケモン,Explosion Fume Pokémon
468,Togekiss,Jubilee,しゅくふく,Shukufuku,Célébration,Jubilierer,Festa,Festejo,축복 Chukbok,祝福 Zhùfú / Jūkfūk,468,Togekiss,Jubilee Pokémon,しゅくふくポケモン,Blessing Pokémon
469,Yanmega,Ogre Darner,オニトンボ,Oni Tonbo,Libellogre,Agrion,Libellorco,Libélula,깨비잠자리 Kkaebi Jamjari,勾蜓 Gōutíng / Āutìhng,469,Yanmega,Ogre Darner Pokémon,オニトンボポケモン,Ogre Dragonfly Pokémon
470,Leafeon,Verdant,しんりょく,Shinryoku,Verdoyant,Unreif,Rigoglioso,Verdor,심록 Simrok,新綠 / 新绿 Xīnlǜ / Sānluhk,470,Leafeon,Verdant Pokémon,しんりょくポケモン,Fresh Verdure Pokémon
471,Glaceon,Fresh Snow,しんせつ,Shinsetsu,Poudreuse,Neuschnee,Nevefresca,Nieve Fresca,신설 Sin Seol,新雪 Xīnxuě / Sānsyut,471,Glaceon,Fresh Snow Pokémon,しんせつポケモン,Fresh Snow Pokémon
472,Gliscor,Fang Scorpion*,キバさそり,Kiba Sasori,Scorpicroc,Zahnskorpi,Scorpidente,Colmicorpio,송곳니전갈 Songgonni Jeon-gal,牙蠍 / 牙蝎 Yáxiē / Ngàhhit,472,Gliscor,Fang Scorpion Pokémon,キバさそりポケモン,Fang Scorpion Pokémon
473,Mamoswine,Twin Tusk,2ほんキバ,Nihon Kiba,Deudéfenses,Doppelstoßzahn,Duezanne,Doscolmillos,2개송곳니 2-gae Songgonni,雙牙 / 双牙 Shuāngyá / Sēungngàh,473,Mamoswine,Twin Tusk Pokémon,2ほんキバポケモン,Twin Tusk Pokémon
474,Porygon-Z,Virtual,バーチャル,Bācharu,Virtuel,Virtuell,Virtuale,Virtual,가상 Gasang,虛擬 / 虚拟 Xūnǐ / Hēuiyìh,474,Porygon-Z,Virtual Pokémon,バーチャルポケモン,Virtual Pokémon
475,Gallade,Blade,やいば,Yaiba,Lame,Klinge,Lama,Cuchilla,검 Geom,利刃 Lìrèn / Leihyahn,475,Gallade,Blade Pokémon,やいばポケモン,Blade Pokémon
476,Probopass,Compass,コンパス,Konpasu,Boussole,Kompass,Bussola,Brújula,콤파스 Compass,羅盤 / 罗盘 Luópán / Lòhpùhn,476,Probopass,Compass Pokémon,コンパスポケモン,Compass Pokémon
477,Dusknoir,Gripper,てづかみ,Tedzumi,Mainpince,Greifer,Pinza,Grilletes,움켜쥠 Umgyeojwim,抓握 Zhuāwò / Āauāak,477,Dusknoir,Gripper Pokémon,てづかみポケモン,Grasping Pokémon
478,Froslass,Snow Land,ゆきぐに,Yukiguni,Enneigement,Schneegebiet,Suolnevoso,Tierra Fría,설국 Seol Guk,雪國 / 雪国 Xuěguó / Syutgwok,478,Froslass,Snow Land Pokémon,ゆきぐにポケモン,Snow Country Pokémon
479,Rotom,Plasma,プラズマ,Purazuma,Plasma,Plasma,Plasma,Plasma,플라스마 Plasma,等離子 / 等离子 Děnglízǐ / Dánglèihjí,479,Rotom,Plasma Pokémon,プラズマポケモン,Plasma Pokémon
480,Uxie,Knowledge,ちしき,Chishiki,Savoir,Wissen,Sapienza,Sabiduría,지식 Jisik,知識 / 知识 Zhīshì / Zhīshi / Jīsīk,480,Uxie,Knowledge Pokémon,ちしきポケモン,Knowledge Pokémon
481,Mesprit,Emotion,かんじょう,Kanjō,Émotion,Emotion,Emozione,Sensorio,감정 Gamjeong,感情 Gǎnqíng / Gámchìhng,481,Mesprit,Emotion Pokémon,かんじょうポケモン,Emotion Pokémon
482,Azelf,Willpower,いし,Ishi,Volonté,Willenskraft,Volontà,Voluntad,의지 Yiji,意志 Yìzhì / Yiji,482,Azelf,Willpower Pokémon,いしポケモン,Will Pokémon
483,Dialga,Temporal,じかん,Jikan,Temps,Zeitweilig,Tempo,Temporal,시간 Sigan,時間 / 时间 Shíjiān / Sìhgāan,483,Dialga,Temporal Pokémon,じかんポケモン,Time Pokémon
484,Palkia,Spatial,くうかん,Kūkan,Espace,Räumlich,Spazio,Espacial,공간 Gonggan,空間 / 空间 Kōngjiān / Hūnggāan,484,Palkia,Spatial Pokémon,くうかんポケモン,Space Pokémon
485,Heatran,Lava Dome,かこう,Kakō,Caldeira,Lavadom,Cratere,Domo Lava,화구 Hwagu,火山口 Huǒshānkǒu / Fósāanháu,485,Heatran,Lava Dome Pokémon,かこうポケモン,Caldera Pokémon
486,Regigigas,Colossal,きょだい,Kyodai,Prodigieux,Kolossal,Colossale,Colosal,거대 Geodae,巨大 Jùdà / Geuihdaaih,486,Regigigas,Colossal Pokémon,きょだいポケモン,Huge Pokémon
487,Giratina,Renegade,はんこつ,Hankotsu,Renégat,Rebell,Ribelle,Renegado,반골 Bangol,反抗 Fǎnkàng / Fāankong,487,Giratina,Renegade Pokémon,はんこつポケモン,Rebellious Pokémon
488,Cresselia,Lunar,みかづき,Mikadzuki,Lunaire,Lunar,Falcato,Lunar,초승달 Choseungdal,新月 Xīnyuè / Sānyuht,488,Cresselia,Lunar Pokémon,みかづきポケモン,Crescent Moon Pokémon
489,Phione,Sea Drifter,かいよう,Kaiyō,Dérivenmer,Seedrift,Oceanbondo,Marino,해양 Haeyang,海洋 Hǎiyáng / Hóiyèuhng,489,Phione,Sea Drifter Pokémon,かいようポケモン,Ocean Pokémon
490,Manaphy,Seafaring,かいゆう,Kaiyū,Voyagenmer,Seefahrer,Oceandante,Náutico,회유 Hoeyu,洄游 / 回游 Huíyóu / Wùihyàuh,490,Manaphy,Seafaring Pokémon,かいゆうポケモン,Migration Pokémon
491,Darkrai,Pitch-Black,あんこく,Ankoku,Noirtotal,Dunkelnacht,Neropesto,Oscuridad,암흑 Amheuk,暗黑 Ànhēi / Amhāak,491,Darkrai,Pitch-Black Pokémon,あんこくポケモン,Darkness Pokémon
492,Shaymin,Gratitude,かんしゃ,Kansha,Gratitude,Dankbarkeit,Gratitudine,Gratitud,감사 Gamsa,感謝 / 感谢 Gǎnxiè / Gámjeh,492,Shaymin,Gratitude Pokémon,かんしゃポケモン,Gratitude Pokémon
493,Arceus,Alpha,そうぞう,Sōzō,Alpha,Alpha,Primevo,Alfa,창조 Changjo,創造 / 创造 Chuàngzào / Chōngchou,493,Arceus,Alpha Pokémon,そうぞうポケモン,Creation Pokémon
494,Victini,Victory,しょうり,Shōri,Victoire,Triumph,Vittoria,Victoria,승리 Seungni,勝利 / 胜利 Shènglì / Sīngleih,494,Victini,Victory Pokémon,しょうりポケモン,Victory Pokémon
495,Snivy,Grass Snake,くさへび,Kusa Hebi,Serpenterbe,Grasschlange,Serperba,Serp. Hierba,풀뱀 Peul Baem,草蛇 Cǎoshé / Chóuyìh,495,Snivy,Grass Snake Pokémon,くさへびポケモン,Grass Snake Pokémon
496,Servine,Grass Snake,くさへび,Kusa Hebi,Serpenterbe,Grasschlange,Serperba,Serp. Hierba,풀뱀 Peul Baem,草蛇 Cǎoshé / Chóuyìh,496,Servine,Grass Snake Pokémon,くさへびポケモン,Grass Snake Pokémon
497,Serperior,Regal,ロイヤル,Roiyaru,Majestueux,Hoheit,Regale,Realeza,로열 Royal,皇家 Huángjiā / Wòhnggā,497,Serperior,Regal Pokémon,ロイヤルポケモン,Royal Pokémon
498,Tepig,Fire Pig,ひぶた,Hi Buta,Cochon Feu,Feuerferkel,Suinfuoco,Cerdo Fuego,불돼지 Bul Dwaeji,火豬 / 火猪 Huǒzhū / Fójyū,498,Tepig,Fire Pig Pokémon,ひぶたポケモン,Fire Pig Pokémon
499,Pignite,Fire Pig,ひぶた,Hi Buta,Cochon Feu,Feuerferkel,Suinfuoco,Cerdo Fuego,불돼지 Bul Dwaeji,火豬 / 火猪 Huǒzhū / Fójyū,499,Pignite,Fire Pig Pokémon,ひぶたポケモン,Fire Pig Pokémon
500,Emboar,Mega Fire Pig,おおひぶた,Ō Hi Buta,Grochon Feu,Feuerschwein,Suincendio,Cerdo Ígneo,큰불돼지 Keun Bul Dwaeji,大火豬 / 大火猪 Dàhuǒzhū / Daaihfójyū,500,Emboar,Mega Fire Pig Pokémon,おおひぶたポケモン,Big Fire Pig Pokémon
501,Oshawott,Sea Otter,ラッコ,Rakko,Loutre,Otter,Lontra,Nutria,해달 Haedal,海獺 / 海獭 Hǎitǎ / Hóichaat,501,Oshawott,Sea Otter Pokémon,ラッコポケモン,Sea Otter Pokémon
502,Dewott,Discipline,しゅぎょう,Shugyō,Entraînement,Schulung,Apprendista,Superación,수행 Suhaeng,修行 Xiūxíng / Sāuhàahng,502,Dewott,Discipline Pokémon,しゅぎょうポケモン,Training Pokémon
503,Samurott,Formidable,かんろく,Kanroku,Dignitaire,Würde,Dignità,Majestuoso,관록 Gwannok,威嚴 / 威严 Wēiyán / Wāiyìhm,503,Samurott,Formidable Pokémon,かんろくポケモン,Dignified Pokémon
504,Patrat,Scout,みはり,Mihari,Espion,Späher,Esplorante,Explorador,망보기 Mangbogi,放哨 Fàngshào / Fongsaau,504,Patrat,Scout Pokémon,みはりポケモン,Lookout Pokémon
505,Watchog,Lookout,けいかい,Keikai,Vigilant,Wachsamkeit,Sentinella,Alerta,경계 Gyenggye,警戒 Jǐngjiè / Gínggaai,505,Watchog,Lookout Pokémon,けいかいポケモン,Vigilant Pokémon
506,Lillipup,Puppy,こいぬ,Ko Inu,Chiot,Hund,Cagnolino,Perrito,강아지 Gang-aji,小狗 Xiǎogǒu / Síugáu,506,Lillipup,Puppy Pokémon,こいぬポケモン,Puppy Pokémon
507,Herdier,Loyal Dog,ちゅうけん,Chūken,Chien Fidèle,Treuhund,Fedeltà,Leal,충견 Chunggyeon,忠犬 Zhōngquǎn / Jūnghyún,507,Herdier,Loyal Dog Pokémon,ちゅうけんポケモン,Faithful Dog Pokémon
508,Stoutland,Big-Hearted,かんだい,Kandai,Magnanime,Großmut,Generosità,Magnánimo,관대 Gwandae,寬大 / 宽大 Kuāndà / Fūndaaih,508,Stoutland,Big-Hearted Pokémon,かんだいポケモン,Tolerant Pokémon
509,Purrloin,Devious,しょうわる,Shōwaru,Scélérat,Schelm,Furbizia,Malicioso,성악 Seong-ak,壞心眼 / 坏心眼 Huàixīnyǎn / Waaihsāmngáahn,509,Purrloin,Devious Pokémon,しょうわるポケモン,Ill-Natured Pokémon
510,Liepard,Cruel,れいこく,Reikoku,Implacable,Gefühlskälte,Sanguefreddo,Calculador,냉혹 Naenghok,冷酷 Lěngkù / Láahnghuhk,510,Liepard,Cruel Pokémon,れいこくポケモン,Cruel Pokémon
511,Pansage,Grass Monkey,くさざる,Kusa Zaru,Singe Herbe,Grasaffe,Scimperba,Mono Hierba,풀원숭이 Pul Wonsung-i,草猴 Cǎohóu / Chóuhàuh,511,Pansage,Grass Monkey Pokémon,くさざるポケモン,Grass Monkey Pokémon
512,Simisage,Thorn Monkey,とげざる,Toge Zaru,Singépine,Stachelaffe,Spinpanzé,Mono Pincho,가시원숭이 Gasi Wonsung-i,刺猴 Cìhóu / Chihàuh,512,Simisage,Thorn Monkey Pokémon,とげざるポケモン,Thorn Monkey Pokémon
513,Pansear,High Temp,こうおん,Kōon,Brûlant,Hitze,Testacalda,Ardiente,고온 Go-on,高溫 / 高温 Gāowēn / Gōuwān,513,Pansear,High Temp Pokémon,こうおんポケモン,High Temperature Pokémon
514,Simisear,Ember,ひのこ,Hi no Ko,Braise,Funkenregen,Sfavillante,Lumbre,불티 Bulti,火花 Huǒhuā / Fófā,514,Simisear,Ember Pokémon,ひのこポケモン,Sparks Pokémon
515,Panpour,Spray,みずかけ,Mizu Kake,Jet d'Eau,Wasserstrahl,Annaffiatore,Salpicadura,물뿌리기 Mul Ppurigi,潑水 / 泼水 Pōshuǐ / Putséui,515,Panpour,Spray Pokémon,みずかけポケモン,Water Splash Pokémon
516,Simipour,Geyser,ほうすい,Hōsui,Drainage,Drainage,Spruzzacqua,Drenaje,방수 Bangsu,放水 Fàngshuǐ / Fongséui,516,Simipour,Geyser Pokémon,ほうすいポケモン,High Water Pokémon
517,Munna,Dream Eater,ゆめくい,Yume Kui,Mangerêve,Traumfresser,Divorasogni,Comesueños,꿈먹기 Kkum Meokgi,食夢 / 食梦 Shímèng / Yihmuhng,517,Munna,Dream Eater Pokémon,ゆめくいポケモン,Dream Eater Pokémon
518,Musharna,Drowsing,ゆめうつつ,Yune Utsutsu,Rêveur,Halbschlaf,Dormiveglia,Duermevela,꿈결 Kkumgyeol,半夢半醒 / 半梦半醒 Bànmèngbànxǐng / Bunmuhngbunséng,518,Musharna,Drowsing Pokémon,ゆめうつつポケモン,Trance Pokémon
519,Pidove,Tiny Pigeon,こばと,Ko Bato,Tipigeon,Täubchen,Piccione,Pichón,아기비둘기 Agi Bidulgi,小鴿 / 小鸽 Xiǎogē / Síugaap,519,Pidove,Tiny Pigeon Pokémon,こばとポケモン,Small Pigeon Pokémon
520,Tranquill,Wild Pigeon,のばと,Nohato,Sauvapigeon,Wildtaube,Granpiccione,Torcaz,들비둘기 Deul Bidulgi,野鴿 / 野鸽 Yěgē / Yéhgaap,520,Tranquill,Wild Pigeon Pokémon,のばとポケモン,Wild Pigeon Pokémon
521,Unfezant,Proud,プライド,Puraido,Fier,Stolz,Orgoglio,Altanero,프라이드 Pride,自尊心 Zìzūnxīn / Jihjēunsām,521,Unfezant,Proud Pokémon,プライドポケモン,Pride Pokémon
522,Blitzle,Electrified,たいでん,Taiden,Étincélec,Hochspannung,Caricavolt,Electrizado,하전 Hajeon,帶電 / 带电 Dàidiàn / Dáaidihn,522,Blitzle,Electrified Pokémon,たいでんポケモン,Electrified Pokémon
523,Zebstrika,Thunderbolt,らいでん,Raiden,Foudrélec,Donnerkeil,Saetta,Rayo,뇌전 Noejeon,雷電 / 雷电 Léidiàn / Lèuihdihn,523,Zebstrika,Thunderbolt Pokémon,らいでんポケモン,Thunder and Lightning Pokémon
524,Roggenrola,Mantle,マントル,Mantoru,Manteau,Erdmantel,Placca,Manto,맨틀 Mantle,地幔 Dìmàn / Deihmaahn,524,Roggenrola,Mantle Pokémon,マントルポケモン,Mantle Pokémon
525,Boldore,Ore,こうせき,Kōseki,Minerai,Erz,Minerale,Mineral,광석 Gwangseok,礦石 / 矿石 Kuàngshí / Gwongdaam,525,Boldore,Ore Pokémon,こうせきポケモン,Ore Pokémon
526,Gigalith,Compressed,こうあつ,Kōatsu,Surpression,Kompression,Pressionalta,Presurizado,고압 Go-ap,高壓 / 高压 Gāoyā / Gōu'aat,526,Gigalith,Compressed Pokémon,こうあつポケモン,High Pressure Pokémon
527,Woobat,Bat,こうもり,Kōmori,Chovsouris,Fledermaus,Pipistrello,Murciélago,박쥐 Bakjwi,蝙蝠 Biānfú / Bīnfūk,527,Woobat,Bat Pokémon,こうもりポケモン,Bat Pokémon
528,Swoobat,Courting,きゅうあい,Kyūai,Cupidon,Balz,Cercamore,Galante,구애 Gu-ae,求愛 / 求爱 Qiú'ài / Kàuh'oi,528,Swoobat,Courting Pokémon,きゅうあいポケモン,Courting Pokémon
529,Drilbur,Mole,もぐら,Mogura,Taupe,Maulwurf,Talpa,Topo,두더지 Dudeoji,鼴鼠 / 鼹鼠 Yǎnshǔ / Yínsyú,529,Drilbur,Mole Pokémon,もぐらポケモン,Mole Pokémon
530,Excadrill,Subterrene,ちてい,Chitei,Souterrain,Untergrund,Sottoterra,Subterráneo,땅밑 Ttangmit,地底 Dìdǐ / Deihdái,530,Excadrill,Subterrene Pokémon,ちていポケモン,Deep Earth Pokémon
531,Audino,Hearing,ヒヤリング,Hiyaringu,Audition,Gehör,Ascolto,Escucha,히어링 Hearing,聽力 / 听力 Tīnglì / Tēnglihk,531,Audino,Hearing Pokémon,ヒヤリングポケモン,Hearing Pokémon
532,Timburr,Muscular,きんこつ,Kintotsu,Costaud,Muskel,Forzaimmane,Musculoso,근골 Geun-gol,筋骨 Jīngǔ / Gāngwāt,532,Timburr,Muscular Pokémon,きんこつポケモン,Muscle Pokémon
533,Gurdurr,Muscular,きんこつ,Kintotsu,Costaud,Muskel,Forzaimmane,Musculoso,근골 Geun-gol,筋骨 Jīngǔ / Gāngwāt,533,Gurdurr,Muscular Pokémon,きんこつポケモン,Muscle Pokémon
534,Conkeldurr,Muscular,きんこつ,Kintotsu,Costaud,Muskel,Forzaimmane,Musculoso,근골 Geun-gol,筋骨 Jīngǔ / Gāngwāt,534,Conkeldurr,Muscular Pokémon,きんこつポケモン,Muscle Pokémon
535,Tympole,Tadpole,おたま,Otama,Têtard,Kaulquappe,Girino,Renacuajo,올챙이 Olchaeng-i,蝌蚪 Kēdǒu / Fōdáu,535,Tympole,Tadpole Pokémon,おたまポケモン,Tadpole Pokémon
536,Palpitoad,Vibration,しんどう,Shindō,Vibration,Vibration,Vibrazione,Vibrante,진동 Jindong,震動 / 震动 Zhèndòng / Janduhng,536,Palpitoad,Vibration Pokémon,しんどうポケモン,Vibration Pokémon
537,Seismitoad,Vibration,しんどう,Shindō,Vibration,Vibration,Vibrazione,Vibrante,진동 Jindong,震動 / 震动 Zhèndòng / Janduhng,537,Seismitoad,Vibration Pokémon,しんどうポケモン,Vibration Pokémon
538,Throh,Judo,じゅうどう,Jūdō,Judo,Judo,Judo,Judo,유도 Yudo,柔道 Róudào / Yàuhdou,538,Throh,Judo Pokémon,じゅうどうポケモン,Judo Pokémon
539,Sawk,Karate,からて,Karate,Karaté,Karate,Karate,Kárate,태권도 Taekwondo,空手道 Kōngshǒudào / Hūngsáudou,539,Sawk,Karate Pokémon,からてポケモン,Karate Pokémon
540,Sewaddle,Sewing,さいほう,Saihō,Couture,Schneider,Grancucito,Sastre,재봉 Jaebong,裁縫 / 裁缝 Cáiféng / Chòihfùhng,540,Sewaddle,Sewing Pokémon,さいほうポケモン,Sewing Pokémon
541,Swadloon,Leaf-Wrapped,はごもり,Hagomori,Capefeuille,Wickelblatt,Coprifoglia,Arropado,잎숨기 Ip Sumgi,足不出葉 / 足不出叶 Zúbùchūyè / Jeuibātchēutyihp,541,Swadloon,Leaf-Wrapped Pokémon,はごもりポケモン,Forest Cloak Pokémon
542,Leavanny,Nurturing,こそだて,Kosodate,Précepteur,Kinderpflege,Balia,Cuidador,육아 Yug-a,育兒 / 育儿 Yù'ér / Yuhkyìh,542,Leavanny,Nurturing Pokémon,こそだてポケモン,Child-Raising Pokémon
543,Venipede,Centipede,ムカデ,Mukade,Chilopode,Tausendfüßer,Centipede,Ciempiés,지네 Jine,蜈蚣 Wúgōng / Nghgūng,543,Venipede,Centipede Pokémon,ムカデポケモン,Centipede Pokémon
544,Whirlipede,Curlipede,まゆムカデ,Mayu Mukade,Coconplopode,Kokonfüßer,Rotopede,Pupaciempiés,눈썹지네 Nunsseop Jine,繭蜈蚣 / 茧蜈蚣 Jiǎnwúgōng / Gáannghgūng,544,Whirlipede,Curlipede Pokémon,まゆムカデポケモン,Cocoon Centipede Pokémon
545,Scolipede,Megapede,メガムカデ,Mega Mukade,Mégaplopode,Riesenfüßer,Megapede,Megaciempiés,메가지네 Mega Jine,巨蜈蚣 Jùwúgōng / Geuih'nghgūng,545,Scolipede,Megapede Pokémon,メガムカデポケモン,Mega Centipede Pokémon
546,Cottonee,Cotton Puff,わたたま,Wata Tama,Boule Coton,Wattebausch,Cotonpalla,Bolalgodón,솜뭉치 Som Mungchi,棉球 Miánqiú / Mìhnkàuh,546,Cottonee,Cotton Puff Pokémon,わたたまポケモン,Cotton Ball Pokémon
547,Whimsicott,Windveiled,かぜかくれ,Kazekakure,Vole Vent,Windschatten,Spiffero,Vuelalviento,바람숨기 Baram Sumgi,風隱 / 风隐 Fēngyǐn / Fūngyán,547,Whimsicott,Windveiled Pokémon,かぜかくれポケモン,Wind-Hidden Pokémon
548,Petilil,Bulb,ねっこ,Netsuko,Racine,Wurzel,Radice,Bulbo,뿌리 Ppuri,根莖 / 根茎 Gēnjīng / Gānging,548,Petilil,Bulb Pokémon,ねっこポケモン,Root Pokémon
549,Lilligant,Flowering,はなかざり,Hana Kazari,Chef-Fleur,Blumenzier,Fiorfronzolo,Adornofloral,꽃장식 Kkot Jangsik,花飾 / 花饰 Huāshì / Fāsīk,549,Lilligant,Flowering Pokémon,はなかざりポケモン,Decorative Flower Pokémon
550,Basculin,Hostile,らんぼう,Ranbō,Violent,Grobheit,Irruenza,Violento,흉포 Hyungpo,粗暴 Cūbào / Chōubouh,550,Basculin,Hostile Pokémon,らんぼうポケモン,Violent Pokémon
551,Sandile,Desert Croc,さばくワニ,Sabaku Wani,Croco Sable,Wüstenkroko,Sabbiadrillo,Desierdrilo,사막악어 Samak Ag-eo,沙漠鱷魚 / 沙漠鳄鱼 Shāmò'èyú / Sāmohkngohkyùh,551,Sandile,Desert Croc Pokémon,さばくワニポケモン,Desert Crocodile Pokémon
552,Krokorok,Desert Croc,さばくワニ,Sabaku Wani,Croco Sable,Wüstenkroko,Sabbiadrillo,Desierdrilo,사막악어 Samak Ag-eo,沙漠鱷魚 / 沙漠鳄鱼 Shāmò'èyú / Sāmohkngohkyùh,552,Krokorok,Desert Croc Pokémon,さばくワニポケモン,Desert Crocodile Pokémon
553,Krookodile,Intimidation,いかく,Ikaku,Intimidation,Abschreckung,Minaccia,Amenazador,위협 Wihyeop,威嚇 / 威吓 Wēihè / Wāihāak,553,Krookodile,Intimidation Pokémon,いかくポケモン,Menacing Pokémon
554,Darumaka,Zen Charm,だるま,Daruma,Daruma,Lampion,Daruma,Daruma,달마 Dalma,不倒翁 Bùdǎowēng / Bātdóuyūng,554,Darumaka,Zen Charm Pokémon,だるまポケモン,Daruma Pokémon
555,Darmanitan,Blazing,えんじょう,Enjō,Enflammé,Lichterloh,Altefiamme,Candente,염상 Yeomsang,爆燃 Bàorán / Baauyìhn,555,Darmanitan,Blazing Pokémon,えんじょうポケモン,Blazing Pokémon
556,Maractus,Cactus,サボテン,Saboten,Cactus,Kaktus,Cactus,Cactus,선인장 Seoninjang,仙人掌 Xiānrénzhǎng / Sīnyàhnjéung,556,Maractus,Cactus Pokémon,サボテンポケモン,Cactus Pokémon
557,Dwebble,Rock Inn,いしやど,Ishi Yado,Lithicole,Steinhaus,Pietracasa,Casapiedra,돌집 Dol Jip,石居 Shíjū / Daamgēui,557,Dwebble,Rock Inn Pokémon,いしやどポケモン,Stone Hermit Pokémon
558,Crustle,Stone Home,いわやど,Iwa Yado,Lapidicole,Felshaus,Scogliocasa,Casarroca,바위집 Bawi Jip,岩居 Yánjū / Ngàahmgēui,558,Crustle,Stone Home Pokémon,いわやどポケモン,Rock Hermit Pokémon
559,Scraggy,Shedding,だっぴ,Dappi,Mue,Hautwechsel,Mutapelle,Mudapiel,탈피 Talpi,蛻皮 / 蜕皮 Tuìpí / Seuipèih,559,Scraggy,Shedding Pokémon,だっぴポケモン,Shedding Pokémon
560,Scrafty,Hoodlum,あくとう,Akutō,Gang,Halunke,Furfante,Gamberro,악당 Akdang,惡黨 / 恶党 Èdǎng / Ngokdóng,560,Scrafty,Hoodlum Pokémon,あくとうポケモン,Scoundrel Pokémon
561,Sigilyph,Avianoid,とりもどき,Tori Modoki,Similoiseau,Vogelgleich,Pseuduccello,Pseudopájaro,흡사새 Heupsasae,似鳥 / 似鸟 Sìniǎo / Chíhníuh,561,Sigilyph,Avianoid Pokémon,とりもどきポケモン,Pseudo-Bird Pokémon
562,Yamask,Spirit,たましい,Tamashī,Âme,Seele,Fatuanima,Espíritu,영혼 Yeonghon,魂 Hún / Wàhn,562,Yamask,Spirit Pokémon,たましいポケモン,Spirit Pokémon
563,Cofagrigus,Coffin,かんおけ,Kan'oke,Cercueil,Sarkophag,Bara,Sepultura,관 Gwan,棺木 Guānmù / Gūnmuhk,563,Cofagrigus,Coffin Pokémon,かんおけポケモン,Coffin Pokémon
564,Tirtouga,Prototurtle,こだいがめ,Kodaigame,Tortantique,Urzeitkröte,Ancestruga,Pretortuga,옛날거북 Yennal Geobuk,古代龜 / 古代龟 Gǔdàiguī / Gúdoihgāu,564,Tirtouga,Prototurtle Pokémon,こだいがめポケモン,Ancient Turtle Pokémon
565,Carracosta,Prototurtle,こだいがめ,Kodaigame,Tortantique,Urzeitkröte,Ancestruga,Pretortuga,옛날거북 Yennal Geobuk,古代龜 / 古代龟 Gǔdàiguī / Gúdoihgāu,565,Carracosta,Prototurtle Pokémon,こだいがめポケモン,Ancient Turtle Pokémon
566,Archen,First Bird,さいこどり,Saikodori,Oisancien,Urzeitvogel,Paleouccello,Protopájaro,최초새 Choecho Sae,遠古鳥 / 远古鸟 Yuǎngǔniǎo / Yúhngúníuh,566,Archen,First Bird Pokémon,さいこどりポケモン,Oldest Bird Pokémon
567,Archeops,First Bird,さいこどり,Saikodori,Oisancien,Urzeitvogel,Paleouccello,Protopájaro,최초새 Choecho Sae,遠古鳥 / 远古鸟 Yuǎngǔniǎo / Yúhngúníuh,567,Archeops,First Bird Pokémon,さいこどりポケモン,Oldest Bird Pokémon
