ID,ID_EXT,NAME,Base_HP_7,Base_Attack_7,Base_Defense_7,Base_Sp_Attack_7,Base_Sp_Defense_7,Base_Speed_7,Base_Total_7,Base_Average_7,ID,Pokémon,Base_HP_1,Base_Attack_1,Base_Defense_1,Base_Speed_1,Base_Special_1,Base_Total_1,Base_Average_1,ID,Pokémon,Base_HP_2_5,Base_Attack_2_5,Base_Defense_2_5,Base_Sp_Attack_2_5,Base_Sp_Defense_2_5,Base_Speed_2_5,Base_Total_2_5,Base_Average_2_5,ID,ID_EX,Name,Base_HP_6,Base_Attack_6,Base_Defense_6,Base_Sp_Attack_6,Base_Sp_Defense_6,Base_Speed_6,Base_Total_6,Base_Average_6
492,492S,Shaymin (Sky Forme),100,103,75,120,75,127,600,100,,,,,,,,,,559,Scraggy,50,75,70,35,70,48,348,58,512,512,Simisage,75,98,63,98,63,101,498,83
493,493,Arceus,120,120,120,120,120,120,720,120,,,,,,,,,,560,Scrafty,65,90,115,45,115,58,488,81.33,513,513,Pansear,50,53,48,53,48,64,316,52.67
494,494,Victini,100,100,100,100,100,100,600,100,,,,,,,,,,561,Sigilyph,72,58,80,103,80,97,490,81.67,514,514,Simisear,75,98,63,98,63,101,498,83
495,495,Snivy,45,45,55,45,55,63,308,51.33,,,,,,,,,,562,Yamask,38,30,85,55,65,30,303,50.5,515,515,Panpour,50,53,48,53,48,64,316,52.67
496,496,Servine,60,60,75,60,75,83,413,68.83,,,,,,,,,,563,Cofagrigus,58,50,145,95,105,30,483,80.5,516,516,Simipour,75,98,63,98,63,101,498,83
497,497,Serperior,75,75,95,75,95,113,528,88,,,,,,,,,,564,Tirtouga,54,78,103,53,45,22,355,59.17,517,517,Munna,76,25,45,67,55,24,292,48.67
498,498,Tepig,65,63,45,45,45,45,308,51.33,,,,,,,,,,565,Carracosta,74,108,133,83,65,32,495,82.5,518,518,Musharna,116,55,85,107,95,29,487,81.17
499,499,Pignite,90,93,55,70,55,55,418,69.67,,,,,,,,,,566,Archen,55,112,45,74,45,70,401,66.83,519,519,Pidove,50,55,50,36,30,43,264,44
500,500,Emboar,110,123,65,100,65,65,528,88,,,,,,,,,,567,Archeops,75,140,65,112,65,110,567,94.5,520,520,Tranquill,62,77,62,50,42,65,358,59.67
501,501,Oshawott,55,55,45,63,45,45,308,51.33,,,,,,,,,,568,Trubbish,50,50,62,40,62,65,329,54.83,521,521,Unfezant,80,115,80,65,55,93,488,81.33
502,502,Dewott,75,75,60,83,60,60,413,68.83,,,,,,,,,,569,Garbodor,80,95,82,60,82,75,474,79,522,522,Blitzle,45,60,32,50,32,76,295,49.17
503,503,Samurott,95,100,85,108,70,70,528,88,,,,,,,,,,570,Zorua,40,65,40,80,40,65,330,55,523,523,Zebstrika,75,100,63,80,63,116,497,82.83
504,504,Patrat,45,55,39,35,39,42,255,42.5,,,,,,,,,,571,Zoroark,60,105,60,120,60,105,510,85,524,524,Roggenrola,55,75,85,25,25,15,280,46.67
505,505,Watchog,60,85,69,60,69,77,420,70,,,,,,,,,,572,Minccino,55,50,40,40,40,75,300,50,525,525,Boldore,70,105,105,50,40,20,390,65
506,506,Lillipup,45,60,45,25,45,55,275,45.83,,,,,,,,,,573,Cinccino,75,95,60,65,60,115,470,78.33,526,526,Gigalith,85,135,130,60,80,25,515,85.83
507,507,Herdier,65,80,65,35,65,60,370,61.67,,,,,,,,,,574,Gothita,45,30,50,55,65,45,290,48.33,527,527,Woobat,55,45,43,55,43,72,313,52.17
508,508,Stoutland,85,110,90,45,90,80,500,83.33,,,,,,,,,,575,Gothorita,60,45,70,75,85,55,390,65,528,528,Swoobat,67,57,55,77,55,114,425,70.83
509,509,Purrloin,41,50,37,50,37,66,281,46.83,,,,,,,,,,576,Gothitelle,70,55,95,95,110,65,490,81.67,529,529,Drilbur,60,85,40,30,45,68,328,54.67
510,510,Liepard,64,88,50,88,50,106,446,74.33,,,,,,,,,,577,Solosis,45,30,40,105,50,20,290,48.33,530,530,Excadrill,110,135,60,50,65,88,508,84.67
511,511,Pansage,50,53,48,53,48,64,316,52.67,,,,,,,,,,578,Duosion,65,40,50,125,60,30,370,61.67,531,531,Audino,103,60,86,60,86,50,445,74.17
512,512,Simisage,75,98,63,98,63,101,498,83,,,,,,,,,,579,Reuniclus,110,65,75,125,85,30,490,81.67,531,531M,Audino (Mega Audino),103,60,126,80,126,50,545,90.83
513,513,Pansear,50,53,48,53,48,64,316,52.67,,,,,,,,,,580,Ducklett,62,44,50,44,50,55,305,50.83,532,532,Timburr,75,80,55,25,35,35,305,50.83
514,514,Simisear,75,98,63,98,63,101,498,83,,,,,,,,,,581,Swanna,75,87,63,87,63,98,473,78.83,533,533,Gurdurr,85,105,85,40,50,40,405,67.5
515,515,Panpour,50,53,48,53,48,64,316,52.67,,,,,,,,,,582,Vanillite,36,50,50,65,60,44,305,50.83,534,534,Conkeldurr,105,140,95,55,65,45,505,84.17
516,516,Simipour,75,98,63,98,63,101,498,83,,,,,,,,,,583,Vanillish,51,65,65,80,75,59,395,65.83,535,535,Tympole,50,50,40,50,40,64,294,49
517,517,Munna,76,25,45,67,55,24,292,48.67,,,,,,,,,,584,Vanilluxe,71,95,85,110,95,79,535,89.17,536,536,Palpitoad,75,65,55,65,55,69,384,64
518,518,Musharna,116,55,85,107,95,29,487,81.17,,,,,,,,,,585,Deerling,60,60,50,40,50,75,335,55.83,537,537,Seismitoad,105,95,75,85,75,74,509,84.83
519,519,Pidove,50,55,50,36,30,43,264,44,,,,,,,,,,586,Sawsbuck,80,100,70,60,70,95,475,79.17,538,538,Throh,120,100,85,30,85,45,465,77.5
520,520,Tranquill,62,77,62,50,42,65,358,59.67,,,,,,,,,,587,Emolga,55,75,60,75,60,103,428,71.33,539,539,Sawk,75,125,75,30,75,85,465,77.5
521,521,Unfezant,80,115,80,65,55,93,488,81.33,,,,,,,,,,588,Karrablast,50,75,45,40,45,60,315,52.5,540,540,Sewaddle,45,53,70,40,60,42,310,51.67
522,522,Blitzle,45,60,32,50,32,76,295,49.17,,,,,,,,,,589,Escavalier,70,135,105,60,105,20,495,82.5,541,541,Swadloon,55,63,90,50,80,42,380,63.33
523,523,Zebstrika,75,100,63,80,63,116,497,82.83,,,,,,,,,,590,Foongus,69,55,45,55,55,15,294,49,542,542,Leavanny,75,103,80,70,80,92,500,83.33
524,524,Roggenrola,55,75,85,25,25,15,280,46.67,,,,,,,,,,591,Amoonguss,114,85,70,85,80,30,464,77.33,543,543,Venipede,30,45,59,30,39,57,260,43.33
525,525,Boldore,70,105,105,50,40,20,390,65,,,,,,,,,,592,Frillish,55,40,50,65,85,40,335,55.83,544,544,Whirlipede,40,55,99,40,79,47,360,60
526,526,Gigalith,85,135,130,60,80,25,515,85.83,,,,,,,,,,593,Jellicent,100,60,70,85,105,60,480,80,545,545,Scolipede,60,100,89,55,69,112,485,80.83
527,527,Woobat,65,45,43,55,43,72,323,53.83,,,,,,,,,,594,Alomomola,165,75,80,40,45,65,470,78.33,546,546,Cottonee,40,27,60,37,50,66,280,46.67
528,528,Swoobat,67,57,55,77,55,114,425,70.83,,,,,,,,,,595,Joltik,50,47,50,57,50,65,319,53.17,547,547,Whimsicott,60,67,85,77,75,116,480,80
529,529,Drilbur,60,85,40,30,45,68,328,54.67,,,,,,,,,,596,Galvantula,70,77,60,97,60,108,472,78.67,548,548,Petilil,45,35,50,70,50,30,280,46.67
530,530,Excadrill,110,135,60,50,65,88,508,84.67,,,,,,,,,,597,Ferroseed,44,50,91,24,86,10,305,50.83,549,549,Lilligant,70,60,75,110,75,90,480,80
531,531,Audino,103,60,86,60,86,50,445,74.17,,,,,,,,,,598,Ferrothorn,74,94,131,54,116,20,489,81.5,550,550,Basculin,70,92,65,80,55,98,460,76.67
531,531M,Audino (Mega Audino),103,60,126,80,126,50,545,90.83,,,,,,,,,,599,Klink,40,55,70,45,60,30,300,50,551,551,Sandile,50,72,35,35,35,65,292,48.67
532,532,Timburr,75,80,55,25,35,35,305,50.83,,,,,,,,,,600,Klang,60,80,95,70,85,50,440,73.33,552,552,Krokorok,60,82,45,45,45,74,351,58.5
533,533,Gurdurr,85,105,85,40,50,40,405,67.5,,,,,,,,,,601,Klinklang,60,100,115,70,85,90,520,86.67,553,553,Krookodile,95,117,80,65,70,92,519,86.5
534,534,Conkeldurr,105,140,95,55,65,45,505,84.17,,,,,,,,,,602,Tynamo,35,55,40,45,40,60,275,45.83,554,554,Darumaka,70,90,45,15,45,50,315,52.5
535,535,Tympole,50,50,40,50,40,64,294,49,,,,,,,,,,603,Eelektrik,65,85,70,75,70,40,405,67.5,555,555,Darmanitan (Standard Mode),105,140,55,30,55,95,480,80
536,536,Palpitoad,75,65,55,65,55,69,384,64,,,,,,,,,,604,Eelektross,85,115,80,105,80,50,515,85.83,555,555Z,Darmanitan (Zen Mode),105,30,105,140,105,55,540,90
537,537,Seismitoad,105,95,75,85,75,74,509,84.83,,,,,,,,,,605,Elgyem,55,55,55,85,55,30,335,55.83,556,556,Maractus,75,86,67,106,67,60,461,76.83
538,538,Throh,120,100,85,30,85,45,465,77.5,,,,,,,,,,606,Beheeyem,75,75,75,125,95,40,485,80.83,557,557,Dwebble,50,65,85,35,35,55,325,54.17
539,539,Sawk,75,125,75,30,75,85,465,77.5,,,,,,,,,,607,Litwick,50,30,55,65,55,20,275,45.83,558,558,Crustle,70,95,125,65,75,45,475,79.17
540,540,Sewaddle,45,53,70,40,60,42,310,51.67,,,,,,,,,,608,Lampent,60,40,60,95,60,55,370,61.67,559,559,Scraggy,50,75,70,35,70,48,348,58
541,541,Swadloon,55,63,90,50,80,42,380,63.33,,,,,,,,,,609,Chandelure,60,55,90,145,90,80,520,86.67,560,560,Scrafty,65,90,115,45,115,58,488,81.33
542,542,Leavanny,75,103,80,70,80,92,500,83.33,,,,,,,,,,610,Axew,46,87,60,30,40,57,320,53.33,561,561,Sigilyph,72,58,80,103,80,97,490,81.67
543,543,Venipede,30,45,59,30,39,57,260,43.33,,,,,,,,,,611,Fraxure,66,117,70,40,50,67,410,68.33,562,562,Yamask,38,30,85,55,65,30,303,50.5
544,544,Whirlipede,40,55,99,40,79,47,360,60,,,,,,,,,,612,Haxorus,76,147,90,60,70,97,540,90,563,563,Cofagrigus,58,50,145,95,105,30,483,80.5
545,545,Scolipede,60,100,89,55,69,112,485,80.83,,,,,,,,,,613,Cubchoo,55,70,40,60,40,40,305,50.83,564,564,Tirtouga,54,78,103,53,45,22,355,59.17
546,546,Cottonee,40,27,60,37,50,66,280,46.67,,,,,,,,,,614,Beartic,95,110,80,70,80,50,485,80.83,565,565,Carracosta,74,108,133,83,65,32,495,82.5
547,547,Whimsicott,60,67,85,77,75,116,480,80,,,,,,,,,,615,Cryogonal,70,50,30,95,135,105,485,80.83,566,566,Archen,55,112,45,74,45,70,401,66.83
548,548,Petilil,45,35,50,70,50,30,280,46.67,,,,,,,,,,616,Shelmet,50,40,85,40,65,25,305,50.83,567,567,Archeops,75,140,65,112,65,110,567,94.5
549,549,Lilligant,70,60,75,110,75,90,480,80,,,,,,,,,,617,Accelgor,80,70,40,100,60,145,495,82.5,568,568,Trubbish,50,50,62,40,62,65,329,54.83
550,550,Basculin,70,92,65,80,55,98,460,76.67,,,,,,,,,,618,Stunfisk,109,66,84,81,99,32,471,78.5,569,569,Garbodor,80,95,82,60,82,75,474,79
551,551,Sandile,50,72,35,35,35,65,292,48.67,,,,,,,,,,619,Mienfoo,45,85,50,55,50,65,350,58.33,570,570,Zorua,40,65,40,80,40,65,330,55
552,552,Krokorok,60,82,45,45,45,74,351,58.5,,,,,,,,,,620,Mienshao,65,125,60,95,60,105,510,85,571,571,Zoroark,60,105,60,120,60,105,510,85
553,553,Krookodile,95,117,80,65,70,92,519,86.5,,,,,,,,,,621,Druddigon,77,120,90,60,90,48,485,80.83,572,572,Minccino,55,50,40,40,40,75,300,50
554,554,Darumaka,70,90,45,15,45,50,315,52.5,,,,,,,,,,622,Golett,59,74,50,35,50,35,303,50.5,573,573,Cinccino,75,95,60,65,60,115,470,78.33
555,555,Darmanitan (Standard Mode),105,140,55,30,55,95,480,80,,,,,,,,,,623,Golurk,89,124,80,55,80,55,483,80.5,574,574,Gothita,45,30,50,55,65,45,290,48.33
555,555Z,Darmanitan (Zen Mode),105,30,105,140,105,55,540,90,,,,,,,,,,624,Pawniard,45,85,70,40,40,60,340,56.67,575,575,Gothorita,60,45,70,75,85,55,390,65
556,556,Maractus,75,86,67,106,67,60,461,76.83,,,,,,,,,,625,Bisharp,65,125,100,60,70,70,490,81.67,576,576,Gothitelle,70,55,95,95,110,65,490,81.67
557,557,Dwebble,50,65,85,35,35,55,325,54.17,,,,,,,,,,626,Bouffalant,95,110,95,40,95,55,490,81.67,577,577,Solosis,45,30,40,105,50,20,290,48.33
558,558,Crustle,70,105,125,65,75,45,485,80.83,,,,,,,,,,627,Rufflet,70,83,50,37,50,60,350,58.33,578,578,Duosion,65,40,50,125,60,30,370,61.67
559,559,Scraggy,50,75,70,35,70,48,348,58,,,,,,,,,,628,Braviary,100,123,75,57,75,80,510,85,579,579,Reuniclus,110,65,75,125,85,30,490,81.67
560,560,Scrafty,65,90,115,45,115,58,488,81.33,,,,,,,,,,629,Vullaby,70,55,75,45,65,60,370,61.67,580,580,Ducklett,62,44,50,44,50,55,305,50.83
561,561,Sigilyph,72,58,80,103,80,97,490,81.67,,,,,,,,,,630,Mandibuzz,110,65,105,55,95,80,510,85,581,581,Swanna,75,87,63,87,63,98,473,78.83
562,562,Yamask,38,30,85,55,65,30,303,50.5,,,,,,,,,,631,Heatmor,85,97,66,105,66,65,484,80.67,582,582,Vanillite,36,50,50,65,60,44,305,50.83
563,563,Cofagrigus,58,50,145,95,105,30,483,80.5,,,,,,,,,,632,Durant,58,109,112,48,48,109,484,80.67,583,583,Vanillish,51,65,65,80,75,59,395,65.83
564,564,Tirtouga,54,78,103,53,45,22,355,59.17,,,,,,,,,,633,Deino,52,65,50,45,50,38,300,50,584,584,Vanilluxe,71,95,85,110,95,79,535,89.17
565,565,Carracosta,74,108,133,83,65,32,495,82.5,,,,,,,,,,634,Zweilous,72,85,70,65,70,58,420,70,585,585,Deerling,60,60,50,40,50,75,335,55.83
566,566,Archen,55,112,45,74,45,70,401,66.83,,,,,,,,,,635,Hydreigon,92,105,90,125,90,98,600,100,586,586,Sawsbuck,80,100,70,60,70,95,475,79.17
567,567,Archeops,75,140,65,112,65,110,567,94.5,,,,,,,,,,636,Larvesta,55,85,55,50,55,60,360,60,587,587,Emolga,55,75,60,75,60,103,428,71.33
568,568,Trubbish,50,50,62,40,62,65,329,54.83,,,,,,,,,,637,Volcarona,85,60,65,135,105,100,550,91.67,588,588,Karrablast,50,75,45,40,45,60,315,52.5
569,569,Garbodor,80,95,82,60,82,75,474,79,,,,,,,,,,638,Cobalion,91,90,129,90,72,108,580,96.67,589,589,Escavalier,70,135,105,60,105,20,495,82.5
570,570,Zorua,40,65,40,80,40,65,330,55,,,,,,,,,,639,Terrakion,91,129,90,72,90,108,580,96.67,590,590,Foongus,69,55,45,55,55,15,294,49
571,571,Zoroark,60,105,60,120,60,105,510,85,,,,,,,,,,640,Virizion,91,90,72,90,129,108,580,96.67,591,591,Amoonguss,114,85,70,85,80,30,464,77.33
572,572,Minccino,55,50,40,40,40,75,300,50,,,,,,,,,,641,Tornadus (Incarnate Forme),79,115,70,125,80,111,580,96.67,592,592,Frillish,55,40,50,65,85,40,335,55.83
573,573,Cinccino,75,95,60,65,60,115,470,78.33,,,,,,,,,,641,Tornadus (Therian Forme),79,100,80,110,90,121,580,96.67,593,593,Jellicent,100,60,70,85,105,60,480,80
574,574,Gothita,45,30,50,55,65,45,290,48.33,,,,,,,,,,642,Thundurus (Incarnate Forme),79,115,70,125,80,111,580,96.67,594,594,Alomomola,165,75,80,40,45,65,470,78.33
575,575,Gothorita,60,45,70,75,85,55,390,65,,,,,,,,,,642,Thundurus (Therian Forme),79,105,70,145,80,101,580,96.67,595,595,Joltik,50,47,50,57,50,65,319,53.17
576,576,Gothitelle,70,55,95,95,110,65,490,81.67,,,,,,,,,,643,Reshiram,100,120,100,150,120,90,680,113.33,596,596,Galvantula,70,77,60,97,60,108,472,78.67
577,577,Solosis,45,30,40,105,50,20,290,48.33,,,,,,,,,,644,Zekrom,100,150,120,120,100,90,680,113.33,597,597,Ferroseed,44,50,91,24,86,10,305,50.83
578,578,Duosion,65,40,50,125,60,30,370,61.67,,,,,,,,,,645,Landorus (Incarnate Forme),89,125,90,115,80,101,600,100,598,598,Ferrothorn,74,94,131,54,116,20,489,81.5
579,579,Reuniclus,110,65,75,125,85,30,490,81.67,,,,,,,,,,645,Landorus (Therian Forme),89,145,90,105,80,91,600,100,599,599,Klink,40,55,70,45,60,30,300,50
580,580,Ducklett,62,44,50,44,50,55,305,50.83,,,,,,,,,,646,Kyurem (Normal Kyurem),125,130,90,130,90,95,660,110,600,600,Klang,60,80,95,70,85,50,440,73.33
581,581,Swanna,75,87,63,87,63,98,473,78.83,,,,,,,,,,646,Kyurem (Black Kyurem),125,170,100,120,90,95,700,116.67,601,601,Klinklang,60,100,115,70,85,90,520,86.67
582,582,Vanillite,36,50,50,65,60,44,305,50.83,,,,,,,,,,646,Kyurem (White Kyurem),125,120,90,170,100,95,700,116.67,602,602,Tynamo,35,55,40,45,40,60,275,45.83
583,583,Vanillish,51,65,65,80,75,59,395,65.83,,,,,,,,,,647,Keldeo,91,72,90,129,90,108,580,96.67,603,603,Eelektrik,65,85,70,75,70,40,405,67.5
584,584,Vanilluxe,71,95,85,110,95,79,535,89.17,,,,,,,,,,648,Meloetta (Aria Forme),100,77,77,128,128,90,600,100,604,604,Eelektross,85,115,80,105,80,50,515,85.83
585,585,Deerling,60,60,50,40,50,75,335,55.83,,,,,,,,,,648,Meloetta (Pirouette Forme),100,128,90,77,77,128,600,100,605,605,Elgyem,55,55,55,85,55,30,335,55.83
586,586,Sawsbuck,80,100,70,60,70,95,475,79.17,,,,,,,,,,649,Genesect,71,120,95,120,95,99,600,100,606,606,Beheeyem,75,75,75,125,95,40,485,80.83
587,587,Emolga,55,75,60,75,60,103,428,71.33,,,,,,,,,,,,,,,,,,,,607,607,Litwick,50,30,55,65,55,20,275,45.83
588,588,Karrablast,50,75,45,40,45,60,315,52.5,,,,,,,,,,,,,,,,,,,,608,608,Lampent,60,40,60,95,60,55,370,61.67
589,589,Escavalier,70,135,105,60,105,20,495,82.5,,,,,,,,,,,,,,,,,,,,609,609,Chandelure,60,55,90,145,90,80,520,86.67
590,590,Foongus,69,55,45,55,55,15,294,49,,,,,,,,,,,,,,,,,,,,610,610,Axew,46,87,60,30,40,57,320,53.33
591,591,Amoonguss,114,85,70,85,80,30,464,77.33,,,,,,,,,,,,,,,,,,,,611,611,Fraxure,66,117,70,40,50,67,410,68.33
592,592,Frillish,55,40,50,65,85,40,335,55.83,,,,,,,,,,,,,,,,,,,,612,612,Haxorus,76,147,90,60,70,97,540,90
593,593,Jellicent,100,60,70,85,105,60,480,80,,,,,,,,,,,,,,,,,,,,613,613,Cubchoo,55,70,40,60,40,40,305,50.83
594,594,Alomomola,165,75,80,40,45,65,470,78.33,,,,,,,,,,,,,,,,,,,,614,614,Beartic,95,110,80,70,80,50,485,80.83
595,595,Joltik,50,47,50,57,50,65,319,53.17,,,,,,,,,,,,,,,,,,,,615,615,Cryogonal,70,50,30,95,135,105,485,80.83
596,596,Galvantula,70,77,60,97,60,108,472,78.67,,,,,,,,,,,,,,,,,,,,616,616,Shelmet,50,40,85,40,65,25,305,50.83
597,597,Ferroseed,44,50,91,24,86,10,305,50.83,,,,,,,,,,,,,,,,,,,,617,617,Accelgor,80,70,40,100,60,145,495,82.5
598,598,Ferrothorn,74,94,131,54,116,20,489,81.5,,,,,,,,,,,,,,,,,,,,618,618,Stunfisk,109,66,84,81,99,32,471,78.5
599,599,Klink,40,55,70,45,60,30,300,50,,,,,,,,,,,,,,,,,,,,619,619,Mienfoo,45,85,50,55,50,65,350,58.33
600,600,Klang,60,80,95,70,85,50,440,73.33,,,,,,,,,,,,,,,,,,,,620,620,Mienshao,65,125,60,95,60,105,510,85
601,601,Klinklang,60,100,115,70,85,90,520,86.67,,,,,,,,,,,,,,,,,,,,621,621,Druddigon,77,120,90,60,90,48,485,80.83
602,602,Tynamo,35,55,40,45,40,60,275,45.83,,,,,,,,,,,,,,,,,,,,622,622,Golett,59,74,50,35,50,35,303,50.5
603,603,Eelektrik,65,85,70,75,70,40,405,67.5,,,,,,,,,,,,,,,,,,,,623,623,Golurk,89,124,80,55,80,55,483,80.5
604,604,Eelektross,85,115,80,105,80,50,515,85.83,,,,,,,,,,,,,,,,,,,,624,624,Pawniard,45,85,70,40,40,60,340,56.67
605,605,Elgyem,55,55,55,85,55,30,335,55.83,,,,,,,,,,,,,,,,,,,,625,625,Bisharp,65,125,100,60,70,70,490,81.67
606,606,Beheeyem,75,75,75,125,95,40,485,80.83,,,,,,,,,,,,,,,,,,,,626,626,Bouffalant,95,110,95,40,95,55,490,81.67
607,607,Litwick,50,30,55,65,55,20,275,45.83,,,,,,,,,,,,,,,,,,,,627,627,Rufflet,70,83,50,37,50,60,350,58.33
608,608,Lampent,60,40,60,95,60,55,370,61.67,,,,,,,,,,,,,,,,,,,,628,628,Braviary,100,123,75,57,75,80,510,85
609,609,Chandelure,60,55,90,145,90,80,520,86.67,,,,,,,,,,,,,,,,,,,,629,629,Vullaby,70,55,75,45,65,60,370,61.67
610,610,Axew,46,87,60,30,40,57,320,53.33,,,,,,,,,,,,,,,,,,,,630,630,Mandibuzz,110,65,105,55,95,80,510,85
611,611,Fraxure,66,117,70,40,50,67,410,68.33,,,,,,,,,,,,,,,,,,,,631,631,Heatmor,85,97,66,105,66,65,484,80.67
612,612,Haxorus,76,147,90,60,70,97,540,90,,,,,,,,,,,,,,,,,,,,632,632,Durant,58,109,112,48,48,109,484,80.67
613,613,Cubchoo,55,70,40,60,40,40,305,50.83,,,,,,,,,,,,,,,,,,,,633,633,Deino,52,65,50,45,50,38,300,50
614,614,Beartic,95,130,80,70,80,50,505,84.17,,,,,,,,,,,,,,,,,,,,634,634,Zweilous,72,85,70,65,70,58,420,70
615,615,Cryogonal,80,50,50,95,135,105,515,85.83,,,,,,,,,,,,,,,,,,,,635,635,Hydreigon,92,105,90,125,90,98,600,100
616,616,Shelmet,50,40,85,40,65,25,305,50.83,,,,,,,,,,,,,,,,,,,,636,636,Larvesta,55,85,55,50,55,60,360,60
617,617,Accelgor,80,70,40,100,60,145,495,82.5,,,,,,,,,,,,,,,,,,,,637,637,Volcarona,85,60,65,135,105,100,550,91.67
618,618,Stunfisk,109,66,84,81,99,32,471,78.5,,,,,,,,,,,,,,,,,,,,638,638,Cobalion,91,90,129,90,72,108,580,96.67
619,619,Mienfoo,45,85,50,55,50,65,350,58.33,,,,,,,,,,,,,,,,,,,,639,639,Terrakion,91,129,90,72,90,108,580,96.67
620,620,Mienshao,65,125,60,95,60,105,510,85,,,,,,,,,,,,,,,,,,,,640,640,Virizion,91,90,72,90,129,108,580,96.67
621,621,Druddigon,77,120,90,60,90,48,485,80.83,,,,,,,,,,,,,,,,,,,,641,641,Tornadus (Incarnate Forme),79,115,70,125,80,111,580,96.67
622,622,Golett,59,74,50,35,50,35,303,50.5,,,,,,,,,,,,,,,,,,,,641,641T,Tornadus (Therian Forme),79,100,80,110,90,121,580,96.67
623,623,Golurk,89,124,80,55,80,55,483,80.5,,,,,,,,,,,,,,,,,,,,642,642,Thundurus (Incarnate Forme),79,115,70,125,80,111,580,96.67
624,624,Pawniard,45,85,70,40,40,60,340,56.67,,,,,,,,,,,,,,,,,,,,642,642T,Thundurus (Therian Forme),79,105,70,145,80,101,580,96.67
625,625,Bisharp,65,125,100,60,70,70,490,81.67,,,,,,,,,,,,,,,,,,,,643,643,Reshiram,100,120,100,150,120,90,680,113.33
626,626,Bouffalant,95,110,95,40,95,55,490,81.67,,,,,,,,,,,,,,,,,,,,644,644,Zekrom,100,150,120,120,100,90,680,113.33
627,627,Rufflet,70,83,50,37,50,60,350,58.33,,,,,,,,,,,,,,,,,,,,645,645,Landorus (Incarnate Forme),89,125,90,115,80,101,600,100
628,628,Braviary,100,123,75,57,75,80,510,85,,,,,,,,,,,,,,,,,,,,645,645T,Landorus (Therian Forme),89,145,90,105,80,91,600,100
629,629,Vullaby,70,55,75,45,65,60,370,61.67,,,,,,,,,,,,,,,,,,,,646,646,Kyurem (Normal Kyurem),125,130,90,130,90,95,660,110
630,630,Mandibuzz,110,65,105,55,95,80,510,85,,,,,,,,,,,,,,,,,,,,646,646B,Kyurem (Black Kyurem),125,170,100,120,90,95,700,116.67
631,631,Heatmor,85,97,66,105,66,65,484,80.67,,,,,,,,,,,,,,,,,,,,646,646W,Kyurem (White Kyurem),125,120,90,170,100,95,700,116.67
632,632,Durant,58,109,112,48,48,109,484,80.67,,,,,,,,,,,,,,,,,,,,647,647,Keldeo,91,72,90,129,90,108,580,96.67
633,633,Deino,52,65,50,45,50,38,300,50,,,,,,,,,,,,,,,,,,,,648,648,Meloetta (Aria Forme),100,77,77,128,128,90,600,100
634,634,Zweilous,72,85,70,65,70,58,420,70,,,,,,,,,,,,,,,,,,,,648,648P,Meloetta (Pirouette Forme),100,128,90,77,77,128,600,100
635,635,Hydreigon,92,105,90,125,90,98,600,100,,,,,,,,,,,,,,,,,,,,649,649,Genesect,71,120,95,120,95,99,600,100
636,636,Larvesta,55,85,55,50,55,60,360,60,,,,,,,,,,,,,,,,,,,,650,650,Chespin,56,61,65,48,45,38,313,52.17
637,637,Volcarona,85,60,65,135,105,100,550,91.67,,,,,,,,,,,,,,,,,,,,651,651,Quilladin,61,78,95,56,58,57,405,67.5
638,638,Cobalion,91,90,129,90,72,108,580,96.67,,,,,,,,,,,,,,,,,,,,652,652,Chesnaught,88,107,122,74,75,64,530,88.33
639,639,Terrakion,91,129,90,72,90,108,580,96.67,,,,,,,,,,,,,,,,,,,,653,653,Fennekin,40,45,40,62,60,60,307,51.17
640,640,Virizion,91,90,72,90,129,108,580,96.67,,,,,,,,,,,,,,,,,,,,654,654,Braixen,59,59,58,90,70,73,409,68.17
641,641,Tornadus (Incarnate Forme),79,115,70,125,80,111,580,96.67,,,,,,,,,,,,,,,,,,,,655,655,Delphox,75,69,72,114,100,104,534,89
641,641T,Tornadus (Therian Forme),79,100,80,110,90,121,580,96.67,,,,,,,,,,,,,,,,,,,,656,656,Froakie,41,56,40,62,44,71,314,52.33
642,642,Thundurus (Incarnate Forme),79,115,70,125,80,111,580,96.67,,,,,,,,,,,,,,,,,,,,657,657,Frogadier,54,63,52,83,56,97,405,67.5
642,642T,Thundurus (Therian Forme),79,105,70,145,80,101,580,96.67,,,,,,,,,,,,,,,,,,,,658,658,Greninja,72,95,67,103,71,122,530,88.33
643,643,Reshiram,100,120,100,150,120,90,680,113.33,,,,,,,,,,,,,,,,,,,,659,659,Bunnelby,38,36,38,32,36,57,237,39.5
644,644,Zekrom,100,150,120,120,100,90,680,113.33,,,,,,,,,,,,,,,,,,,,660,660,Diggersby,85,56,77,50,77,78,423,70.5
645,645,Landorus (Incarnate Forme),89,125,90,115,80,101,600,100,,,,,,,,,,,,,,,,,,,,661,661,Fletchling,45,50,43,40,38,62,278,46.33
645,645T,Landorus (Therian Forme),89,145,90,105,80,91,600,100,,,,,,,,,,,,,,,,,,,,662,662,Fletchinder,62,73,55,56,52,84,382,63.67
646,646,Kyurem (Normal Kyurem),125,130,90,130,90,95,660,110,,,,,,,,,,,,,,,,,,,,663,663,Talonflame,78,81,71,74,69,126,499,83.17
