Name,Dex,Item,Egg Group 1,Egg Group 2,Type,Type2,Body,Color,Call_Rate_SM,Call_Rate_USUM,Star,Gender_Ratio,Cycles,Ability 1,Ability 2,Hidden,WeightKg,WeightLbs,HeightM,Ft,In
Graveler,75,,Mineral,,Rock,Ground,"Bipedal, tailless form",Brown,,,0,1:1,15,Rock Head,Sturdy,Sand Veil,105,231.5,1,3,3
Purrloin,509,,Field,,Dark,,Quadruped body,Purple,,,0,1:1,20,Limber,Unburden,Prankster,10.1,22.3,0.4,1,4
Mimikyu,778,,Amorphous,,Ghost,Fairy,Serpentine bodies,Yellow,,,0,1:1,20,Disguise,,,0.7,1.5,0.2,0,8
Escavalier,589,,Bug,,Bug,Steel,Head and arms,Gray,,,0,1:1,15,Swarm,Shell Armor,Overcoat,33,72.8,1,3,3
Unfezant,521,,Flying,,Normal,Flying,Single pair of wings,Gray,,,0,1:1,15,Big Pecks,Super Luck,Rivalry,29,63.9,1.2,3,11
Gligar,207,,Bug,,Ground,Flying,Single pair of wings,Purple,,,0,1:1,20,Hyper Cutter,Sand Veil,Immunity,64.8,142.9,1.1,3,7
Furret,162,,Field,,Normal,,Quadruped body,Brown,,,0,1:1,15,Run Away,Keen Eye,Frisk,32.5,71.6,1.8,5,11
Araquanid,752,,Water 1,Bug,Water,Bug,Insectoid body,Green,,,0,1:1,15,Water Bubble,,Water Absorb,82,180.8,1.8,5,11
Noibat,714,,Flying,,Flying,Dragon,Single pair of wings,Purple,,,0,1:1,20,Frisk,Infiltrator,Telepathy,8,17.6,0.5,1,8
Poochyena,261,,Field,,Dark,,Quadruped body,Gray,,,2,1:1,15,Run Away,Quick Feet,Rattled,13.6,30,0.5,1,8
Togetic,176,,Flying,Fairy,Fairy,Flying,"Bipedal, tailless form",White,,,0,1:7,10,Hustle,Serene Grace,Super Luck,3.2,7.1,0.6,2,0
Walrein,365,,Water 1,Field,Ice,Water,Quadruped body,Blue,,,2,1:1,20,Thick Fat,Ice Body,Oblivious,150.6,332,1.4,4,7
Pansage,511,,Field,,Grass,,"Bipedal, tailed form",Green,,,0,1:7,20,Gluttony,,Overgrow,10.5,23.1,0.6,2,0
Girafarig,203,,Field,,Normal,Psychic,Quadruped body,Yellow,,,0,1:1,20,Inner Focus,Early Bird,Sap Sipper,41.5,91.5,1.5,4,11
Hypno,97,,Human-Like,,Psychic,,"Bipedal, tailless form",Yellow,,,2,1:1,20,Insomnia,Forewarn,Inner Focus,75.6,166.7,1.6,5,3
Magneton,82,,Mineral,,Electric,Steel,Multiple bodies,Gray,,,0,G,20,Magnet Pull,Sturdy,Analytic,60,132.3,1,3,3
Aromatisse,683,,Fairy,,Fairy,,"Bipedal, tailless form",Pink,,,0,1:1,20,Healer,,Aroma Veil,15.5,34.2,0.8,2,7
Litwick,607,,Amorphous,,Ghost,Fire,Head and a base,White,,,9,1:1,20,Flash Fire,Flame Body,Infiltrator,3.1,6.8,0.3,1,0
Lycanroc,745,,Field,,Rock,,Quadruped body,Brown,,,0,1:1,15,Keen Eye,Sand Rush,Steadfast,25,55.1,1.1,3,7
Drifblim,426,,Amorphous,,Ghost,Flying,Head and arms,Purple,,,0,1:1,30,Aftermath,Unburden,Flare Boost,15,33.1,1.2,3,11
Pidgeot,18,Pidgeotite,Flying,,Normal,Flying,Single pair of wings,Brown,,,2,1:1,15,Keen Eye,Tangled Feet,Big Pecks,39.5,87.1,2.2,7,3
Raticate,20,,Field,,Dark,Normal,Quadruped body,Black,,,0,1:1,15,Run Away,Guts,Hustle,18.5,40.8,0.7,2,4
Gourgeist,711,,Amorphous,,Ghost,Grass,Head and a base,Brown,,,0,1:1,20,Pickup,Frisk,Insomnia,14,30.9,1.1,3,7
Yveltal,717,,Undiscovered,,Dark,Flying,Single pair of wings,Red,,,0,GU,120,Dark Aura,,,203,447.5,5.8,19,0
Garchomp,445,,Monster,Dragon,Dragon,Ground,"Bipedal, tailed form",Blue,,,0,1:1,40,Sand Veil,,Rough Skin,95,209.4,1.9,6,3
Popplio,728,,Water 1,Field,Water,,Fins,Blue,,,0,1:7,15,Torrent,,Liquid Voice,7.5,16.5,0.4,1,4
Vulpix,37,,Field,,Ice,,Quadruped body,White,,,0,3:1,20,Flash Fire,,Drought,9.9,21.8,0.6,2,0
Minior,774,,Mineral,,Rock,Flying,Head,Green,,,0,G,25,Shields Down,,,40,88.2,0.3,1,0
Furfrou,676,,Field,,Normal,,Quadruped body,White,,,0,1:1,20,Fur Coat,,,28,61.7,1.2,3,11
Phione,489,,Water 1,Fairy,Water,,Head and arms,Blue,,,0,G,40,Hydration,,,3.1,6.8,0.4,1,4
Altaria,334,Altarianite,Flying,Dragon,Dragon,Fairy,Single pair of wings,Blue,,,0,1:1,20,Natural Cure,,Cloud Nine,20.6,45.4,1.5,4,11
Jangmo-o,782,,Dragon,,Dragon,,Quadruped body,Gray,,,0,1:1,40,Bulletproof,Soundproof,Overcoat,29.7,65.5,0.6,2,0
Azumarill,184,,Water 1,Fairy,Water,Fairy,"Bipedal, tailed form",Blue,,,0,1:1,10,Thick Fat,Huge Power,Sap Sipper,28.5,62.8,0.8,2,7
Deerling,585,,Field,,Normal,Grass,Quadruped body,Pink,,,0,1:1,20,Chlorophyll,Sap Sipper,Serene Grace,19.5,43,0.6,2,0
Virizion,640,,Undiscovered,,Grass,Fighting,Quadruped body,Green,,,0,GU,80,Justified,,,200,440.9,2,6,7
Cottonee,546,,Grass,Fairy,Grass,Fairy,Head,Green,,,0,1:1,20,Prankster,Infiltrator,Chlorophyll,0.6,1.3,0.3,1,0
Whiscash,340,,Water 2,,Water,Ground,Fins,Blue,,,2,1:1,20,Oblivious,Anticipation,Hydration,23.6,52,0.9,2,11
Brionne,729,,Water 1,Field,Water,,Fins,Blue,,,0,1:7,15,Torrent,,Liquid Voice,17.5,38.6,0.6,2,0
Aerodactyl,142,Aerodactylite,Flying,,Rock,Flying,Single pair of wings,Purple,,,0,1:7,35,Rock Head,Pressure,Unnerve,59,130.1,2.1,6,11
Anorith,347,,Water 3,,Rock,Bug,Insectoid body,Gray,,,0,1:7,30,Battle Armor,,Swift Swim,12.5,27.6,0.7,2,4
Giratina,487,,Undiscovered,,Ghost,Dragon,Tentacles or a multiped body,Black,,,0,GU,120,Levitate,,,650,1433,6.9,22,8
Sealeo,364,,Water 1,Field,Ice,Water,Fins,Blue,,,2,1:1,20,Thick Fat,Ice Body,Oblivious,87.6,193.1,1.1,3,7
Stufful,759,,Field,,Normal,Fighting,Quadruped body,Pink,,,0,1:1,15,Fluffy,Klutz,Cute Charm,6.8,15,0.5,1,8
Dragalge,691,,Water 1,Dragon,Poison,Dragon,Head and a base,Brown,,,0,1:1,20,Poison Point,Poison Touch,Adaptability,81.5,179.7,1.8,5,11
Deoxys,386,,Undiscovered,,Psychic,,"Bipedal, tailless form",Red,,,0,GU,120,Pressure,,,60.8,134,1.7,5,7
Zygarde,718,,Undiscovered,,Dragon,Ground,Serpentine bodies,Green,,,0,GU,120,Aura Break,Power Construct,,305,672.4,5,16,5
Banette,354,Banettite,Amorphous,,Ghost,,"Bipedal, tailed form",Black,,,2,1:1,25,Insomnia,Frisk,Cursed Body,12.5,27.6,1.2,3,11
Jumpluff,189,,Fairy,Grass,Grass,Flying,"Bipedal, tailed form",Blue,,,2,1:1,20,Chlorophyll,Leaf Guard,Infiltrator,3,6.6,0.8,2,7
Alomomola,594,,Water 1,Water 2,Water,,Fins,Pink,,,0,1:1,40,Healer,Hydration,Regenerator,31.6,69.7,1.2,3,11
Vivillon,666,,Bug,,Bug,Flying,Two or more pairs of wings,White,,,0,1:1,15,Shield Dust,Compound Eyes,Friend Guard,17,37.5,1.2,3,11
Kabuto,140,,Water 1,Water 3,Rock,Water,Insectoid body,Brown,,,0,1:7,30,Swift Swim,Battle Armor,Weak Armor,11.5,25.4,0.5,1,8
Sentret,161,,Field,,Normal,,Quadruped body,Brown,,,0,1:1,15,Run Away,Keen Eye,Frisk,6,13.2,0.8,2,7
Pignite,499,,Field,,Fire,Fighting,"Bipedal, tailed form",Red,,,0,1:7,20,Blaze,,Thick Fat,55.5,122.4,1,3,3
Grumpig,326,,Field,,Psychic,,"Bipedal, tailed form",Purple,,,0,1:1,20,Thick Fat,Own Tempo,Gluttony,71.5,157.6,0.9,2,11
Pumpkaboo,710,,Amorphous,,Ghost,Grass,Head,Brown,,,0,1:1,20,Pickup,Frisk,Insomnia,15,33.1,0.8,2,7
Slowking,199,,Monster,Water 1,Water,Psychic,"Bipedal, tailed form",Pink,,,0,1:1,20,Oblivious,Own Tempo,Regenerator,79.5,175.3,2,6,7
Wimpod,767,,Bug,Water 3,Bug,Water,Tentacles or a multiped body,Gray,,,0,1:1,20,Wimp Out,,,12,26.5,0.5,1,8
Latias,380,Latiasite,Undiscovered,,Dragon,Psychic,Single pair of wings,Purple,,,0,1:0U,120,Levitate,,,40,88.2,1.8,5,11
Vespiquen,416,,Bug,,Bug,Flying,Two or more pairs of wings,Yellow,,,0,1:0,15,Pressure,,Unnerve,38.5,84.9,1.2,3,11
Mudsdale,750,,Field,,Ground,,Quadruped body,Brown,,,0,1:1,20,Own Tempo,Stamina,Inner Focus,920,2028.3,2.5,8,2
Deoxys,386,,Undiscovered,,Psychic,,"Bipedal, tailless form",Red,,,0,GU,120,Pressure,,,60.8,134,1.7,5,7
Sawsbuck,586,,Field,,Normal,Grass,Quadruped body,Brown,,,0,1:1,20,Chlorophyll,Sap Sipper,Serene Grace,92.5,203.9,1.9,6,3
Victini,494,,Undiscovered,,Psychic,Fire,"Bipedal, tailless form",Yellow,,,0,GU,120,Victory Star,,,4,8.8,0.4,1,4
Castform,351,,Fairy,Amorphous,Normal,,Head,Gray,,,0,1:1,25,Forecast,,,0.8,1.8,0.3,1,0
Heracross,214,,Bug,,Bug,Fighting,"Bipedal, tailless form",Blue,,,0,1:1,25,Swarm,Guts,Moxie,54,119,1.5,4,11
Mudkip,258,,Monster,Water 1,Water,,Quadruped body,Blue,,,0,1:7,20,Torrent,,Damp,7.6,16.8,0.4,1,4
Throh,538,,Human-Like,,Fighting,,"Bipedal, tailless form",Red,,,0,0:1,20,Guts,Inner Focus,Mold Breaker,55.5,122.4,1.3,4,3
Mantyke,458,,Undiscovered,,Water,Flying,Single pair of wings,Blue,,,0,1:1U,25,Swift Swim,Water Absorb,Water Veil,65,143.3,1,3,3
Exeggutor,103,,Grass,,Grass,Dragon,Head and legs,Yellow,,,0,1:1,20,Chlorophyll,,Harvest,120,264.6,10.9,35,9
Minior,774,,Mineral,,Rock,Flying,Head,Purple,,,0,G,25,Shields Down,,,40,88.2,0.3,1,0
Venomoth,49,,Bug,,Bug,Poison,Two or more pairs of wings,Purple,,,2,1:1,20,Shield Dust,Tinted Lens,Wonder Skin,12.5,27.6,1.5,4,11
Dodrio,85,,Flying,,Normal,Flying,Head and legs,Brown,,,0,1:1,20,Run Away,Early Bird,Tangled Feet,85.2,187.8,1.8,5,11
Roggenrola,524,,Mineral,,Rock,,Head and legs,Blue,,,2,1:1,15,Sturdy,Weak Armor,Sand Force,18,39.7,0.4,1,4
Arceus,493,,Undiscovered,,Normal,,Quadruped body,White,,,0,GU,120,Multitype,,,320,705.5,3.2,10,6
Shroomish,285,,Fairy,Grass,Grass,,Head and legs,Brown,,,2,1:1,15,Effect Spore,Poison Heal,Quick Feet,4.5,9.9,0.4,1,4
Electrike,309,,Field,,Electric,,Quadruped body,Green,,,0,1:1,20,Static,Lightning Rod,Minus,15.2,33.5,0.6,2,0
Jigglypuff,39,,Fairy,,Normal,Fairy,"Bipedal, tailless form",Pink,,,2,3:1,10,Cute Charm,Competitive,Friend Guard,5.5,12.1,0.5,1,8
Braviary,628,,Flying,,Normal,Flying,Single pair of wings,Red,,,0,0:1,20,Keen Eye,Sheer Force,Defiant,41,90.4,1.5,4,11
Feebas,349,,Water 1,Dragon,Water,,Fins,Brown,,,2,1:1,20,Swift Swim,Oblivious,Adaptability,7.4,16.3,0.6,2,0
Arceus,493,,Undiscovered,,Normal,,Quadruped body,White,,,0,GU,120,Multitype,,,320,705.5,3.2,10,6
Diancie,719,Diancite,Undiscovered,,Rock,Fairy,Head and arms,Pink,,,0,GU,25,Clear Body,,,8.8,19.4,1.1,3,7
Sableye,302,,Human-Like,,Dark,Ghost,"Bipedal, tailless form",Purple,,,2,1:1,25,Keen Eye,Stall,Prankster,11,24.3,0.5,1,8
Kyogre,382,,Undiscovered,,Water,,Fins,Blue,,,0,GU,120,Drizzle,,,352,776,4.5,14,9
Muk,89,,Amorphous,,Poison,,Head and arms,Purple,,,0,1:1,20,Stench,Sticky Hold,Poison Touch,30,66.1,1.2,3,11
Staryu,120,,Water 3,,Water,,Head and a base,Brown,,,0,G,20,Illuminate,Natural Cure,Analytic,34.5,76.1,0.8,2,7
Furfrou,676,,Field,,Normal,,Quadruped body,White,,,0,1:1,20,Fur Coat,,,28,61.7,1.2,3,11
Numel,322,,Field,,Fire,Ground,Quadruped body,Yellow,,,2,1:1,20,Oblivious,Simple,Own Tempo,24,52.9,0.7,2,4
Castform,351,,Fairy,Amorphous,Fire,,Head,Red,,,0,1:1,25,Forecast,,,0.8,1.8,0.3,1,0
Chinchou,170,,Water 2,,Water,Electric,Fins,Blue,,,0,1:1,20,Volt Absorb,Illuminate,Water Absorb,12,26.5,0.5,1,8
Budew,406,,Undiscovered,,Grass,Poison,"Bipedal, tailless form",Green,,,0,1:1U,20,Natural Cure,Poison Point,Leaf Guard,1.2,2.6,0.2,0,8
Jirachi,385,,Undiscovered,,Steel,Psychic,"Bipedal, tailless form",Yellow,,,0,GU,120,Serene Grace,,,1.1,2.4,0.3,1,0
Wobbuffet,202,,Amorphous,,Psychic,,Head and a base,Blue,,,0,1:1,20,Shadow Tag,,Telepathy,28.5,62.8,1.3,4,3
Marshadow,802,,Undiscovered,,Fighting,Ghost,"Bipedal, tailless form",Gray,,,0,GU,120,Technician,,,22.2,48.9,0.7,2,4
Carracosta,565,,Water 1,Water 3,Water,Rock,"Bipedal, tailed form",Blue,,,0,1:7,30,Solid Rock,Sturdy,Swift Swim,81,178.6,1.2,3,11
Tynamo,602,,Amorphous,,Electric,,Fins,White,,,0,1:1,20,Levitate,,,0.3,0.7,0.2,0,8
Hoopa,720,,Undiscovered,,Psychic,Dark,"Bipedal, tailed form",Purple,,,0,GU,120,Magician,,,490,1080.3,6.5,21,4
Larvesta,636,,Bug,,Bug,Fire,Insectoid body,White,,,0,1:1,40,Flame Body,,Swarm,28.8,63.5,1.1,3,7
Stantler,234,,Field,,Normal,,Quadruped body,Brown,,,2,1:1,20,Intimidate,Frisk,Sap Sipper,71.2,157,1.4,4,7
Quilava,156,,Field,,Fire,,Quadruped body,Yellow,,,0,1:7,20,Blaze,,Flash Fire,19,41.9,0.9,2,11
Panpour,515,,Field,,Water,,"Bipedal, tailed form",Blue,,,0,1:7,20,Gluttony,,Torrent,13.5,29.8,0.6,2,0
Marshtomp,259,,Monster,Water 1,Water,Ground,"Bipedal, tailed form",Blue,,,0,1:7,20,Torrent,,Damp,28,61.7,0.7,2,4
Cubone,104,,Monster,,Ground,,"Bipedal, tailed form",Brown,,,0,1:1,20,Rock Head,Lightning Rod,Battle Armor,6.5,14.3,0.4,1,4
Flygon,330,,Bug,,Ground,Dragon,Single pair of wings,Green,,,0,1:1,20,Levitate,,,82,180.8,2,6,7
Miltank,241,,Field,,Normal,,"Bipedal, tailed form",Pink,,,2,1:0,20,Thick Fat,Scrappy,Sap Sipper,75.5,166.4,1.2,3,11
Doduo,84,,Flying,,Normal,Flying,Head and legs,Brown,,,0,1:1,20,Run Away,Early Bird,Tangled Feet,39.2,86.4,1.4,4,7
Stunfisk,618,,Water 1,Amorphous,Ground,Electric,Fins,Brown,,,0,1:1,20,Static,Limber,Sand Veil,11,24.3,0.7,2,4
Mankey,56,,Field,,Fighting,,"Bipedal, tailed form",Brown,,,2,1:1,20,Vital Spirit,Anger Point,Defiant,28,61.7,0.5,1,8
Gourgeist,711,,Amorphous,,Ghost,Grass,Head and a base,Brown,,,0,1:1,20,Pickup,Frisk,Insomnia,12.5,27.6,0.9,2,11
Swadloon,541,,Bug,,Bug,Grass,Head and arms,Green,,,0,1:1,15,Leaf Guard,Chlorophyll,Overcoat,7.3,16.1,0.5,1,8
Pinsir,127,,Bug,,Bug,,"Bipedal, tailless form",Brown,,,2,1:1,25,Hyper Cutter,Mold Breaker,Moxie,55,121.3,1.5,4,11
Jolteon,135,,Field,,Electric,,Quadruped body,Yellow,,,0,1:7,35,Volt Absorb,,Quick Feet,24.5,54,0.8,2,7
Lanturn,171,,Water 2,,Water,Electric,Fins,Blue,,,0,1:1,20,Volt Absorb,Illuminate,Water Absorb,22.5,49.6,1.2,3,11
Pumpkaboo,710,,Amorphous,,Ghost,Grass,Head,Brown,,,0,1:1,20,Pickup,Frisk,Insomnia,7.5,16.5,0.5,1,8
Arceus,493,,Undiscovered,,Normal,,Quadruped body,White,,,0,GU,120,Multitype,,,320,705.5,3.2,10,6
Croagunk,453,,Human-Like,,Poison,Fighting,"Bipedal, tailless form",Blue,,,0,1:1,10,Anticipation,Dry Skin,Poison Touch,23,50.7,0.7,2,4
Arceus,493,,Undiscovered,,Normal,,Quadruped body,White,,,0,GU,120,Multitype,,,320,705.5,3.2,10,6
Yanmega,469,,Bug,,Bug,Flying,Two or more pairs of wings,Green,,,0,1:1,20,Speed Boost,Tinted Lens,Frisk,51.5,113.5,1.9,6,3
Slowpoke,79,,Monster,Water 1,Water,Psychic,Quadruped body,Pink,,,0,1:1,20,Oblivious,Own Tempo,Regenerator,36,79.4,1.2,3,11
Pelipper,279,,Water 1,Flying,Water,Flying,Single pair of wings,Yellow,,,2,1:1,20,Keen Eye,Drizzle,Rain Dish,28,61.7,1.2,3,11
Gourgeist,711,,Amorphous,,Ghost,Grass,Head and a base,Brown,,,0,1:1,20,Pickup,Frisk,Insomnia,9.5,20.9,0.7,2,4
Tyrogue,236,,Undiscovered,,Fighting,,"Bipedal, tailless form",Purple,,,2,0:1U,25,Guts,Steadfast,Vital Spirit,21,46.3,0.7,2,4
Xurkitree,796,,Undiscovered,,Electric,,"Bipedal, tailed form",Black,,,0,GU,120,Beast Boost,,,100,220.5,3.8,12,6
Reshiram,643,,Undiscovered,,Dragon,Fire,Single pair of wings,White,,,0,GU,120,Turboblaze,,,330,727.5,3.2,10,6
Raichu,26,,Field,Fairy,Electric,,"Bipedal, tailed form",Yellow,,,0,1:1,10,Static,,Lightning Rod,30,66.1,0.8,2,7
Vivillon,666,,Bug,,Bug,Flying,Two or more pairs of wings,White,,,0,1:1,15,Shield Dust,Compound Eyes,Friend Guard,17,37.5,1.2,3,11
Bergmite,712,,Monster,,Ice,,Quadruped body,Blue,,,0,1:1,20,Own Tempo,Ice Body,Sturdy,99.5,219.4,1,3,3
Diancie,719,,Undiscovered,,Rock,Fairy,Head and arms,Pink,,,0,GU,25,Clear Body,,,8.8,19.4,0.7,2,4
Ducklett,580,,Water 1,Flying,Water,Flying,Single pair of wings,Blue,,,0,1:1,20,Keen Eye,Big Pecks,Hydration,5.5,12.1,0.5,1,8
Spearow,21,,Flying,,Normal,Flying,Single pair of wings,Brown,,,0,1:1,15,Keen Eye,,Sniper,2,4.4,0.3,1,0
Kartana,798,,Undiscovered,,Grass,Steel,"Bipedal, tailless form",White,,,0,GU,120,Beast Boost,,,0.1,0.2,0.3,1,0
Blastoise,9,Blastoisinite,Monster,Water 1,Water,,"Bipedal, tailed form",Blue,,,0,1:7,20,Torrent,,Rain Dish,85.5,188.5,1.6,5,3
Sewaddle,540,,Bug,,Bug,Grass,Insectoid body,Yellow,,,0,1:1,15,Swarm,Chlorophyll,Overcoat,2.5,5.5,0.3,1,0
Talonflame,663,,Flying,,Fire,Flying,Single pair of wings,Red,,,0,1:1,15,Flame Body,,Gale Wings,24.5,54,1.2,3,11
Smoochum,238,,Undiscovered,,Ice,Psychic,"Bipedal, tailless form",Pink,,,2,1:0U,25,Oblivious,Forewarn,Hydration,6,13.2,0.4,1,4
Passimian,766,,Field,,Fighting,,"Bipedal, tailed form",White,,,0,1:1,20,Receiver,,Defiant,82.8,182.5,2,6,7
Dusclops,356,,Amorphous,,Ghost,,"Bipedal, tailless form",Black,,,1,1:1,25,Pressure,,Frisk,30.6,67.5,1.6,5,3
Chandelure,609,,Amorphous,,Ghost,Fire,Head and arms,Black,,,9,1:1,20,Flash Fire,Flame Body,Infiltrator,34.3,75.6,1,3,3
Silvally,773,,Undiscovered,,Normal,,Quadruped body,Gray,,,0,GU,120,RKS System,,,100.5,221.6,2.3,7,7
Electrode,101,,Mineral,,Electric,,Head,Red,,,0,G,20,Soundproof,Static,Aftermath,66.6,146.8,1.2,3,11
Absol,359,,Field,,Dark,,Quadruped body,White,,,2,1:1,25,Pressure,Super Luck,Justified,47,103.6,1.2,3,11
Clawitzer,693,,Water 1,Water 3,Water,,Serpentine bodies,Blue,,,0,1:1,15,Mega Launcher,,,35.3,77.8,1.3,4,3
Golem,76,,Mineral,,Rock,Electric,"Bipedal, tailless form",Gray,,,0,1:1,15,Rock Head,Sturdy,Sand Veil,300,661.4,1.7,5,7
Simisear,514,,Field,,Fire,,"Bipedal, tailed form",Red,,,0,1:7,20,Gluttony,,Blaze,28,61.7,1,3,3
Trapinch,328,,Bug,,Ground,,Insectoid body,Brown,,,0,1:1,20,Hyper Cutter,Arena Trap,Sheer Force,15,33.1,0.7,2,4
Cobalion,638,,Undiscovered,,Steel,Fighting,Quadruped body,Blue,,,0,GU,80,Justified,,,250,551.2,2.1,6,11
Azelf,482,,Undiscovered,,Psychic,,"Bipedal, tailed form",Blue,,,0,GU,80,Levitate,,,0.3,0.7,0.3,1,0
Spinarak,167,,Bug,,Bug,Poison,Insectoid body,Green,,,0,1:1,15,Swarm,Insomnia,Sniper,8.5,18.7,0.5,1,8
Darumaka,554,,Field,,Fire,,"Bipedal, tailless form",Red,,,0,1:1,20,Hustle,,Inner Focus,37.5,82.7,0.6,2,0
Chimchar,390,,Field,Human-Like,Fire,,"Bipedal, tailed form",Brown,,,0,1:7,20,Blaze,,Iron Fist,6.2,13.7,0.5,1,8
Salazzle,758,,Monster,Dragon,Poison,Fire,Quadruped body,Black,,,0,1:0,20,Corrosion,,Oblivious,22.2,48.9,1.2,3,11
Darmanitan,555,,Field,,Fire,,Quadruped body,Red,,,0,1:1,20,Sheer Force,,Zen Mode,92.9,204.8,1.3,4,3
Blitzle,522,,Field,,Electric,,Quadruped body,Black,,,0,1:1,20,Lightning Rod,Motor Drive,Sap Sipper,29.8,65.7,0.8,2,7
Vanillish,583,,Mineral,,Ice,,Head and a base,White,,,2,1:1,20,Ice Body,Snow Cloak,Weak Armor,41,90.4,1.1,3,7
Yamask,562,,Mineral,Amorphous,Ghost,,Head and arms,Black,,,0,1:1,25,Mummy,,,1.5,3.3,0.5,1,8
Bellsprout,69,,Grass,,Grass,Poison,"Bipedal, tailless form",Green,,,0,1:1,20,Chlorophyll,,Gluttony,4,8.8,0.7,2,4
Regirock,377,,Undiscovered,,Rock,,"Bipedal, tailless form",Brown,,,0,GU,80,Clear Body,,Sturdy,230,507.1,1.7,5,7
Beautifly,267,,Bug,,Bug,Flying,Two or more pairs of wings,Yellow,,,0,1:1,15,Swarm,,Rivalry,28.4,62.6,1,3,3
Frillish,592,,Amorphous,,Water,Ghost,Tentacles or a multiped body,White,,,0,1:1,20,Water Absorb,Cursed Body,Damp,33,72.8,1.2,3,11
Seismitoad,537,,Water 1,,Water,Ground,"Bipedal, tailless form",Blue,,,0,1:1,20,Swift Swim,Poison Touch,Water Absorb,62,136.7,1.5,4,11
Sneasel,215,,Field,,Dark,Ice,"Bipedal, tailed form",Black,,,0,1:1,20,Inner Focus,Keen Eye,Pickpocket,28,61.7,0.9,2,11
Aron,304,,Monster,,Steel,Rock,Quadruped body,Gray,,,0,1:1,35,Sturdy,Rock Head,Heavy Metal,60,132.3,0.4,1,4
Swanna,581,,Water 1,Flying,Water,Flying,Single pair of wings,White,,,0,1:1,20,Keen Eye,Big Pecks,Hydration,24.2,53.4,1.3,4,3
Gyarados,130,,Water 2,Dragon,Water,Flying,Serpentine bodies,Blue,,,0,1:1,5,Intimidate,,Moxie,235,518.1,6.5,21,4
Lycanroc,745,,Field,,Rock,,Quadruped body,Red,,,0,1:1,15,Keen Eye,Vital Spirit,No Guard,25,55.1,1.1,3,7
Gardevoir,282,Gardevoirite,Amorphous,,Psychic,Fairy,"Bipedal, tailless form",White,,,0,1:1,20,Synchronize,Trace,Telepathy,48.4,106.7,1.6,5,3
Blaziken,257,Blazikenite,Field,,Fire,Fighting,"Bipedal, tailed form",Red,,,0,1:7,20,Blaze,,Speed Boost,52,114.6,1.9,6,3
Glameow,431,,Field,,Normal,,Quadruped body,Gray,,,0,3:1,20,Limber,Own Tempo,Keen Eye,3.9,8.6,0.5,1,8
Florges,671,,Fairy,,Fairy,,Head and arms,White,,,0,1:0,20,Flower Veil,,Symbiosis,10,22,1.1,3,7
Camerupt,323,,Field,,Fire,Ground,Quadruped body,Red,,,2,1:1,20,Magma Armor,Solid Rock,Anger Point,220,485,1.9,6,3
Claydol,344,,Mineral,,Ground,Psychic,Head and arms,Black,,,0,G,20,Levitate,,,107.9,238,1.5,4,11
Froakie,656,,Water 1,,Water,,Quadruped body,Blue,,,0,1:7,20,Torrent,,Protean,7,15.4,0.3,1,0
Onix,95,,Mineral,,Rock,Ground,Serpentine bodies,Gray,,,0,1:1,25,Rock Head,Sturdy,Weak Armor,210,463,8.8,28,10
Ambipom,424,,Field,,Normal,,"Bipedal, tailed form",Purple,,,0,1:1,20,Technician,Pickup,Skill Link,20.3,44.8,1.2,3,11
Thundurus,642,,Undiscovered,,Electric,Flying,"Bipedal, tailed form",Blue,,,0,0:1U,120,Volt Absorb,,,61,134.5,3,9,10
Hitmontop,237,,Human-Like,,Fighting,,"Bipedal, tailed form",Brown,,,2,0:1,25,Intimidate,Technician,Steadfast,48,105.8,1.4,4,7
Sawsbuck,586,,Field,,Normal,Grass,Quadruped body,Brown,,,0,1:1,20,Chlorophyll,Sap Sipper,Serene Grace,92.5,203.9,1.9,6,3
Guzzlord,799,,Undiscovered,,Dark,Dragon,"Bipedal, tailed form",Black,,,0,GU,120,Beast Boost,,,888,1957.7,5.5,18,1
Dialga,483,,Undiscovered,,Steel,Dragon,Quadruped body,White,,,0,GU,120,Pressure,,Telepathy,683,1505.8,5.4,17,9
Lotad,270,,Water 1,Grass,Water,Grass,Insectoid body,Green,,,0,1:1,15,Swift Swim,Rain Dish,Own Tempo,2.6,5.7,0.5,1,8
Silvally,773,,Undiscovered,,Normal,,Quadruped body,Gray,,,0,GU,120,RKS System,,,100.5,221.6,2.3,7,7
Pansear,513,,Field,,Fire,,"Bipedal, tailed form",Red,,,0,1:7,20,Gluttony,,Blaze,11,24.3,0.6,2,0
Reuniclus,579,,Amorphous,,Psychic,,Head and arms,Green,,,0,1:1,20,Overcoat,Magic Guard,Regenerator,20.1,44.3,1,3,3
Remoraid,223,,Water 1,Water 2,Water,,Fins,Gray,,,2,1:1,20,Hustle,Sniper,Moody,12,26.5,0.6,2,0
Marill,183,,Water 1,Fairy,Water,Fairy,"Bipedal, tailed form",Blue,,,0,1:1,10,Thick Fat,Huge Power,Sap Sipper,8.5,18.7,0.4,1,4
Silvally,773,,Undiscovered,,Normal,,Quadruped body,Gray,,,0,GU,120,RKS System,,,100.5,221.6,2.3,7,7
Seedot,273,,Field,Grass,Grass,,Head and legs,Brown,,,0,1:1,15,Chlorophyll,Early Bird,Pickpocket,4,8.8,0.5,1,8
Braixen,654,,Field,,Fire,,"Bipedal, tailed form",Red,,,0,1:7,20,Blaze,,Magician,14.5,32,1,3,3
