Name,Dex,Dex_Suffix,Alt,Item,Class,LDex,LDex_Suffix,Type,Type2,Gender_Ratio,Egg Group 1,Egg Group 2,Cycles,Steps_Gen2,Steps_Gen3,Steps_Gen4,Steps_Gen5,Steps_Gen6,WeightLbs,WeightKg,Experience type,Body,Type1,Gen,Color,Group,Base friendship,EvolutionLevel,Call_Rate_SM,Call_Rate_USUM,Ability 1,Ability 2,Hidden,Star,Habitat,Page,Ft,In,HeightM
Gengar,94,M,,Gengarite,Mega,94,,Ghost,Poison,1:1,Amorphous,—,20,5120,5376,5355,5140,5120,89.3,40.5,Medium Slow,"Pokémon with a bipedal, tailed form",Ghost,1,Purple,,70,,,,Cursed Body,,,4,Cave,7,4,7,1.4
Shuckle,213,,,,,168,,Bug,Rock,1:1,Bug,—,20,5120,5376,5355,5140,5120,45.2,20.5,Medium Slow,Pokémon with an insectoid body,Bug,2,Yellow,E,70,,,,Sturdy,Gluttony,Contrary,1,Mountain,8,2,0,0.6
Unown,201,,,,One form,61,,Psychic,,GU,Undiscovered,—,40,10240,10496,10455,10280,10240,11,5,Medium Fast,Pokémon consisting of only a head,Psychic,2,Black,A,70,,,,Levitate,,,0,Rare,1,1,8,0.5
Sandshrew,27,A,,,Alolan,,,Ice,Steel,1:1,Field,—,20,5120,5376,5355,5140,5120,26.5,12,Medium Fast,"Pokémon with a bipedal, tailed form",Ground,1,White,,70,22,,,Sand Veil,,Sand Rush,0,Rough-terrain,2,2,4,0.7
Golurk,623,,,,,129,,Ground,Ghost,G,Mineral,—,25,,,,6425,6400,727.5,330,Medium Fast,"Pokémon with a bipedal, tailless form",Ground,5,Green,,70,,,,Iron Fist,Klutz,No Guard,0,,,9,2,2.8
Deoxys,386,A,,,Attack Forme,202,,Psychic,,GU,Undiscovered,—,120,,30976,30855,30840,30720,134,60.8,Slow,"Pokémon with a bipedal, tailless form",Psychic,3,Red,,0,,,,Pressure,,,0,Rare,6,5,7,1.7
Electabuzz,125,,,,,125,,Electric,,1:3,Human-Like,—,25,6400,6656,6630,6425,6400,66.1,30,Medium Fast,"Pokémon with a bipedal, tailed form",Electric,1,Yellow,C,70,,,,Static,,Vital Spirit,0,Grassland,18,3,7,1.1
Pineco,204,,,,,93,,Bug,,1:1,Bug,—,20,5120,5376,5355,5140,5120,15.9,7.2,Medium Fast,Pokémon consisting of only a head,Bug,2,Gray,E,70,31,,,Sturdy,,Overcoat,0,Forest,15,2,0,0.6
Malamar,687,,,,,11,Co,Dark,Psychic,1:1,Water 1,Water 2,20,,,,5140,5120,103.6,47,Medium Fast,Pokémon consisting of a head and a base,Dark,6,Blue,,70,,,,Contrary,Suction Cups,Infiltrator,0,,,4,11,1.5
Flareon,136,,,,,136,,Fire,,1:7,Field,—,35,8960,9216,9180,8995,8960,55.1,25,Medium Fast,Pokémon with a quadruped body,Fire,1,Red,F,70,,,,Flash Fire,,Guts,0,Urban,11,2,11,0.9
Dragonair,148,,,,,148,,Dragon,,1:1,Water 1,Dragon,40,10240,10496,10455,10280,10240,36.4,16.5,Slow,Pokémon with serpentine bodies,Dragon,1,Blue,D,35,55,,,Shed Skin,,Marvel Scale,0,Water's-edge,12,13,1,4
Pansear,513,,,,,19,,Fire,,1:7,Field,—,20,,,,5140,5120,24.3,11,Medium Fast,"Pokémon with a bipedal, tailed form",Fire,5,Red,,70,,,,Gluttony,,Blaze,0,,,2,0,0.6
Gible,443,,,,,109,,Dragon,Ground,1:1,Monster,Dragon,40,,,10455,10280,10240,45.2,20.5,Slow,"Pokémon with a bipedal, tailed form",Dragon,4,Blue,C,70,24,,,Sand Veil,,Rough Skin,0,,,2,4,0.7
Furfrou,676,,,,Star Trim,93,Ce,Normal,,1:1,Field,—,20,,,,5140,5120,61.7,28,Medium Fast,Pokémon with a quadruped body,Normal,6,White,,70,,,,Fur Coat,,,0,,,3,11,1.2
Toxapex,748,,,,,114,,Poison,Water,1:1,Water 1,—,20,,,,,5120,32,14.5,Medium Fast,Pokémon with tentacles or a multiped body,Poison,7,Blue,,70,,,,Merciless,Limber,Regenerator,0,,,2,4,0.7
Goldeen,118,,,,,118,,Water,,1:1,Water 2,—,20,5120,5376,5355,5140,5120,33.1,15,Medium Fast,Pokémon with fins,Water,1,Red,A,70,33,,,Swift Swim,Water Veil,Lightning Rod,0,Water's-edge,1,2,0,0.6
Kangaskhan,115,M,,Kangaskhanite,Mega,115,,Normal,,1:0,Monster,—,20,5120,5376,5355,5140,5120,176.4,80,Medium Fast,"Pokémon with a bipedal, tailed form",Normal,1,Brown,,70,,,,Early Bird,Scrappy,Inner Focus,1,Grassland,15,7,3,2.2
Simipour,516,,,,,22,,Water,,1:7,Field,—,20,,,,5140,5120,63.9,29,Medium Fast,"Pokémon with a bipedal, tailed form",Water,5,Blue,,70,,,,Gluttony,,Torrent,0,,,3,3,1
Burmy,412,,,,Plant Cloak,45,,Bug,,1:1,Bug,—,15,,,4080,3855,3840,7.5,3.4,Medium Fast,Pokémon consisting of a head and a base,Bug,4,Green,G,70,20,,,Shed Skin,,Overcoat,0,,,0,8,0.2
Brionne,729,,,,,8,,Water,,1:7,Water 1,Field,15,,,,,3840,38.6,17.5,Medium Slow,Pokémon with fins,Water,7,Blue,,70,34,,,Torrent,,Liquid Voice,0,,,2,0,0.6
Seedot,273,,,,,22,,Grass,,1:1,Field,Grass,15,,4096,4080,3855,3840,8.8,4,Medium Slow,Pokémon consisting of a head and legs,Grass,3,Brown,C,70,14,,,Chlorophyll,Early Bird,Pickpocket,0,Forest,10,1,8,0.5
Lopunny,428,,,,,68,,Normal,,1:1,Field,Human-Like,20,,,5355,5140,5120,73.4,33.3,Medium Fast,"Pokémon with a bipedal, tailed form",Normal,4,Brown,D,140,,,,Cute Charm,Klutz,Limber,0,,,3,11,1.2
Tornadus,641,,,,Incarnate Forme,147,,Flying,,0:1U,Undiscovered,—,120,,,,30840,30720,138.9,63,Slow,Pokémon consisting of a head and arms,Flying,5,Green,,90,,,,Prankster,,Defiant,0,,,4,11,1.5
Machoke,67,,,,,67,,Fighting,,1:3,Human-Like,—,20,5120,5376,5355,5140,5120,155.4,70.5,Medium Slow,"Pokémon with a bipedal, tailless form",Fighting,1,Gray,D,70,,,,Guts,No Guard,Steadfast,1,Mountain,3,4,11,1.5
Mew,151,,,,,151,,Psychic,,GU,Undiscovered,—,120,30720,30976,30855,30840,30720,8.8,4,Medium Slow,"Pokémon with a bipedal, tailed form",Psychic,1,Pink,H,100,,,,Synchronize,,,0,Rare,8,1,4,0.4
Metagross,376,,,,,192,,Steel,Psychic,G,Mineral,—,40,,10496,10455,10280,10240,1212.5,550,Slow,Pokémon consisting of multiple bodies,Steel,3,Blue,E,35,,,,Clear Body,,Light Metal,0,Rough-terrain,10,5,3,1.6
Cacturne,332,,,,,120,,Grass,Dark,1:1,Grass,Human-Like,20,,5376,5355,5140,5120,170.6,77.4,Medium Slow,"Pokémon with a bipedal, tailless form",Grass,3,Green,C,35,,,,Sand Veil,,Water Absorb,0,Rough-terrain,5,4,3,1.3
Steenee,762,,,,,172,,Grass,,1:0,Grass,—,20,,,,,5120,18.1,8.2,Medium Slow,"Pokémon with a bipedal, tailless form",Grass,7,Purple,,70,,,,Leaf Guard,Oblivious,Sweet Veil,0,,,2,4,0.7
Gyarados,130,,,,,130,,Water,Flying,1:1,Water 2,Dragon,5,1280,1536,1530,1285,1280,518.1,235,Slow,Pokémon with serpentine bodies,Water,1,Blue,C,70,,,,Intimidate,,Moxie,0,Water's-edge,2,21,4,6.5
Salandit,757,,,,,161,,Poison,Fire,1:7,Monster,Dragon,20,,,,,5120,10.6,4.8,Medium Fast,Pokémon with a quadruped body,Poison,7,Black,,70,33,,,Corrosion,,Oblivious,0,,,2,0,0.6
Aegislash,681,B,,,Blade Forme,119,Ce,Steel,Ghost,1:1,Mineral,—,20,,,,5140,5120,116.8,53,Medium Fast,Pokémon consisting of a head and a base,Steel,6,Brown,,70,,,,Stance Change,,,0,,,5,7,1.7
Shelmet,616,,,,,122,,Bug,,1:1,Bug,—,15,,,,3855,3840,17,7.7,Medium Fast,Pokémon consisting of only a head,Bug,5,Red,,70,,,,Hydration,Shell Armor,Overcoat,0,,,1,4,0.4
Minior,774,O,,,Meteor Form,213,,Rock,Flying,G,Mineral,—,25,,,,,6400,88.2,40,Medium Slow,Pokémon consisting of only a head,Rock,7,Red,,70,,,,Shields Down,,,0,,,1,0,0.3
Vibrava,329,,,,,117,,Ground,Dragon,1:1,Bug,—,20,,5376,5355,5140,5120,33.7,15.3,Medium Slow,Pokémon with two or more pairs of wings,Ground,3,Green,D,70,45,,,Levitate,,,0,Rough-terrain,6,3,7,1.1
Honedge,679,,,,,117,Ce,Steel,Ghost,1:1,Mineral,—,20,,,,5140,5120,4.4,2,Medium Fast,Pokémon consisting of a head and a base,Steel,6,Brown,,70,35,,,No Guard,,,0,,,2,7,0.8
Azumarill,184,,,,,133,,Water,Fairy,1:1,Water 1,Fairy,10,2560,2816,2805,2570,2560,62.8,28.5,Fast,"Pokémon with a bipedal, tailed form",Water,2,Blue,D,70,,,,Thick Fat,Huge Power,Sap Sipper,0,Water's-edge,8,2,7,0.8
Mimikyu,778,,,,Busted Form,242,,Ghost,Fairy,1:1,Amorphous,—,20,,,,,5120,1.5,0.7,Medium Fast,Pokémon with serpentine bodies,Ghost,7,Yellow,,70,,,,Disguise,,,0,,,0,8,0.2
Paras,46,,,,,46,,Bug,Grass,1:1,Bug,Grass,20,5120,5376,5355,5140,5120,11.9,5.4,Medium Fast,Pokémon with an insectoid body,Bug,1,Red,A,70,24,,,Effect Spore,Dry Skin,Damp,1,Forest,9,1,0,0.3
Omanyte,138,,,,,138,,Rock,Water,1:7,Water 1,Water 3,30,7680,7936,7905,7710,7680,16.5,7.5,Medium Fast,Pokémon with tentacles or a multiped body,Rock,1,Blue,E,70,40,,,Swift Swim,Shell Armor,Weak Armor,0,Sea,14,1,4,0.4
Diancie,719,M,,Diancite,Mega,151,Ce,Rock,Fairy,GU,Undiscovered,—,25,,,,6425,6400,19.4,8.8,Slow,Pokémon consisting of a head and arms,Rock,6,Pink,,70,,,,Clear Body,,,0,,,3,7,1.1
Silvally,773,,,,Type: Psychic,204,,Normal,,GU,Undiscovered,—,120,,,,,30720,221.6,100.5,Slow,Pokémon with a quadruped body,Normal,7,Gray,,0,,,,RKS System,,,0,,,7,7,2.3
Magearna,801,,,,Original Color,301,,Steel,Fairy,GU,Undiscovered,—,120,,,,,30720,177.5,80.5,Slow,"Pokémon with a bipedal, tailless form",Steel,7,Red,,0,,,,Soul-Heart,,,0,,,3,3,1
Aron,304,,,,,70,,Steel,Rock,1:1,Monster,—,35,,9216,9180,8995,8960,132.3,60,Slow,Pokémon with a quadruped body,Steel,3,Gray,E,35,32,,,Sturdy,Rock Head,Heavy Metal,0,Mountain,11,1,4,0.4
Gigalith,526,,,,,32,,Rock,,1:1,Mineral,—,15,,,,3855,3840,573.2,260,Medium Slow,Pokémon with tentacles or a multiped body,Rock,5,Blue,,70,,,,Sturdy,Sand Stream,Sand Force,1,,,5,7,1.7
Darmanitan,555,,,,Standard Mode,61,,Fire,,1:1,Field,—,20,,,,5140,5120,204.8,92.9,Medium Slow,Pokémon with a quadruped body,Fire,5,Red,,70,,,,Sheer Force,,Zen Mode,0,,,4,3,1.3
Silcoon,266,,,,,15,,Bug,,1:1,Bug,—,15,,4096,4080,3855,3840,22,10,Medium Fast,Pokémon consisting of only a head,Bug,3,White,A,70,10,,,Shed Skin,,,0,Forest,3,2,0,0.6
Makuhita,296,,,,,48,,Fighting,,1:3,Human-Like,—,20,,5376,5355,5140,5120,190.5,86.4,Fluctuating,"Pokémon with a bipedal, tailless form",Fighting,3,Yellow,E,70,24,,,Thick Fat,Guts,Sheer Force,0,Mountain,7,3,3,1
Raichu,26,,,,,26,,Electric,,1:1,Field,Fairy,10,2560,2816,2805,2570,2560,66.1,30,Medium Fast,"Pokémon with a bipedal, tailed form",Electric,1,Yellow,D,70,,,,Static,,Lightning Rod,0,Forest,7,2,7,0.8
Budew,406,,,,,25,,Grass,Poison,1:1U,Undiscovered,—,20,,,5355,5140,5120,2.6,1.2,Medium Slow,"Pokémon with a bipedal, tailless form",Grass,4,Green,H,70,,,,Natural Cure,Poison Point,Leaf Guard,0,,,0,8,0.2
Feebas,349,,,,,140,,Water,,1:1,Water 1,Dragon,20,,5376,5355,5140,5120,16.3,7.4,Erratic,Pokémon with fins,Water,3,Brown,H,70,,,,Swift Swim,Oblivious,Adaptability,1,Water's-edge,10,2,0,0.6
Nidoran♀,29,,,,,29,,Poison,,1:0,Monster,Field,20,5120,5376,5355,5140,5120,15.4,7,Medium Slow,Pokémon with a quadruped body,Poison,1,Blue,C,70,16,,,Poison Point,Rivalry,Hustle,1,Grassland,3,1,4,0.4
Barbaracle,689,,,,,22,Co,Rock,Water,1:1,Water 3,—,20,,,,5140,5120,211.6,96,Medium Fast,Pokémon consisting of multiple bodies,Rock,6,Brown,,70,,,,Sniper,Tough Claws,Pickpocket,0,,,4,3,1.3
Shaymin,492,,,,Land Forme,,,Grass,,GU,Undiscovered,—,120,,,30855,30840,30720,4.6,2.1,Medium Slow,Pokémon with a quadruped body,Grass,4,Green,A,100,,,,Natural Cure,,,0,,,0,8,0.2
Oshawott,501,,,,,7,,Water,,1:7,Field,—,20,,,,5140,5120,13,5.9,Medium Slow,"Pokémon with a bipedal, tailed form",Water,5,Blue,,70,17,,,Torrent,,Shell Armor,0,,,1,8,0.5
Gourgeist,711,,,,Average Size,64,Mo,Ghost,Grass,1:1,Amorphous,—,20,,,,5140,5120,27.6,12.5,Medium Fast,Pokémon consisting of a head and a base,Ghost,6,Brown,,70,,,,Pickup,Frisk,Insomnia,0,,,2,11,0.9
Spinda,327,,,,,114,,Normal,,1:1,Field,Human-Like,15,,4096,4080,3855,3840,11,5,Fast,"Pokémon with a bipedal, tailed form",Normal,3,Brown,G,70,,,,Own Tempo,Tangled Feet,Contrary,1,Mountain,9,3,7,1.1
Magearna,801,,,,,301,,Steel,Fairy,GU,Undiscovered,—,120,,,,,30720,177.5,80.5,Slow,"Pokémon with a bipedal, tailless form",Steel,7,Gray,,0,,,,Soul-Heart,,,0,,,3,3,1
Silvally,773,,,,Type: Flying,204,,Normal,,GU,Undiscovered,—,120,,,,,30720,221.6,100.5,Slow,Pokémon with a quadruped body,Normal,7,Gray,,0,,,,RKS System,,,0,,,7,7,2.3
Manaphy,490,,,,,151,,Water,,G,Water 1,Fairy,10,,,2805,2570,2560,3.1,1.4,Slow,"Pokémon with a bipedal, tailless form",Water,4,Blue,B,70,,,,Hydration,,,0,,,1,0,0.3
Medicham,308,,,,,77,,Fighting,Psychic,1:1,Human-Like,—,20,,5376,5355,5140,5120,69.4,31.5,Medium Fast,"Pokémon with a bipedal, tailless form",Fighting,3,Red,C,70,,,,Pure Power,,Telepathy,0,Mountain,7,4,3,1.3
Vanillish,583,,,,,89,,Ice,,1:1,Mineral,—,20,,,,5140,5120,90.4,41,Slow,Pokémon consisting of a head and a base,Ice,5,White,,70,47,,,Ice Body,Snow Cloak,Weak Armor,1,,,3,7,1.1
Solosis,577,,,,,83,,Psychic,,1:1,Amorphous,—,20,,,,5140,5120,2.2,1,Medium Slow,Pokémon consisting of only a head,Psychic,5,Green,,70,32,,,Overcoat,Magic Guard,Regenerator,0,,,1,0,0.3
Zekrom,644,,,,Overdrive mode,150,,Dragon,Electric,GU,Undiscovered,—,120,,,,30840,30720,760.6,345,Slow,"Pokémon with a bipedal, tailed form",Dragon,5,Black,,0,,,,Teravolt,,,0,,,9,6,2.9
Vivillon,666,,,,Garden Pattern,22,Ce,Bug,Flying,1:1,Bug,—,15,,,,3855,3840,37.5,17,Medium Fast,Pokémon with two or more pairs of wings,Bug,6,White,,70,,,,Shield Dust,Compound Eyes,Friend Guard,0,,,3,11,1.2
Vivillon,666,,,,High Plains Pattern,22,Ce,Bug,Flying,1:1,Bug,—,15,,,,3855,3840,37.5,17,Medium Fast,Pokémon with two or more pairs of wings,Bug,6,White,,70,,,,Shield Dust,Compound Eyes,Friend Guard,0,,,3,11,1.2
Furfrou,676,,,,Heart Trim,93,Ce,Normal,,1:1,Field,—,20,,,,5140,5120,61.7,28,Medium Fast,Pokémon with a quadruped body,Normal,6,White,,70,,,,Fur Coat,,,0,,,3,11,1.2
Hoothoot,163,,,,,15,,Normal,Flying,1:1,Flying,—,15,3840,4096,4080,3855,3840,46.7,21.2,Medium Fast,Pokémon with a single pair of wings,Normal,2,Brown,A,70,20,,,Insomnia,Keen Eye,Tinted Lens,0,Forest,6,2,4,0.7
Swampert,260,,,,,9,,Water,Ground,1:7,Monster,Water 1,20,,5376,5355,5140,5120,180.6,81.9,Medium Slow,"Pokémon with a bipedal, tailed form",Water,3,Blue,F,70,,,,Torrent,,Damp,0,Water's-edge,15,4,11,1.5
Ludicolo,272,,,,,21,,Water,Grass,1:1,Water 1,Grass,15,,4096,4080,3855,3840,121.3,55,Medium Slow,"Pokémon with a bipedal, tailless form",Water,3,Green,G,70,,,,Swift Swim,Rain Dish,Own Tempo,0,Water's-edge,4,4,11,1.5
Trevenant,709,,,,,62,Mo,Ghost,Grass,1:1,Grass,Amorphous,20,,,,5140,5120,156.5,71,Medium Fast,Pokémon with tentacles or a multiped body,Ghost,6,Brown,,70,,,,Natural Cure,Frisk,Harvest,0,,,4,11,1.5
Quagsire,195,,,,,57,,Water,Ground,1:1,Water 1,Field,20,5120,5376,5355,5140,5120,165.3,75,Medium Fast,"Pokémon with a bipedal, tailed form",Water,2,Blue,G,70,,,,Damp,Water Absorb,Unaware,0,Water's-edge,6,4,7,1.4
Mawile,303,,,,,69,,Steel,Fairy,1:1,Field,Fairy,20,,5376,5355,5140,5120,25.4,11.5,Fast,"Pokémon with a bipedal, tailless form",Steel,3,Black,C,70,,,,Hyper Cutter,Intimidate,Sheer Force,0,Cave,6,2,0,0.6
Naganadel,804,,,,,262,,Poison,Dragon,GU,Undiscovered,—,120,,,,,30720,330.7,150,Slow,Pokémon with a single pair of wings,Poison,7,Purple,,0,,,,Beast Boost,,,0,,,11,10,3.6
Remoraid,223,,,,,174,,Water,,1:1,Water 1,Water 2,20,5120,5376,5355,5140,5120,26.5,12,Medium Fast,Pokémon with fins,Water,2,Gray,C,70,25,,,Hustle,Sniper,Moody,1,Sea,4,2,0,0.6
Blitzle,522,,,,,28,,Electric,,1:1,Field,—,20,,,,5140,5120,65.7,29.8,Medium Fast,Pokémon with a quadruped body,Electric,5,Black,,70,27,,,Lightning Rod,Motor Drive,Sap Sipper,0,,,2,7,0.8
Galvantula,596,,,,,102,,Bug,Electric,1:1,Bug,—,20,,,,5140,5120,31.5,14.3,Medium Fast,Pokémon with an insectoid body,Bug,5,Yellow,,70,,,,Compound Eyes,Unnerve,Swarm,0,,,2,7,0.8
Torkoal,324,,,,,105,,Fire,,1:1,Field,—,20,,5376,5355,5140,5120,177.2,80.4,Medium Fast,Pokémon with a quadruped body,Fire,3,Brown,E,70,,,,White Smoke,Drought,Shell Armor,1,Mountain,10,1,8,0.5
Skitty,300,,,,,61,,Normal,,3:1,Field,Fairy,15,,4096,4080,3855,3840,24.3,11,Fast,Pokémon with a quadruped body,Normal,3,Pink,G,70,,,,Cute Charm,Normalize,Wonder Skin,1,Forest,17,2,0,0.6
Deino,633,,,,,139,,Dark,Dragon,1:1,Dragon,—,40,,,,10280,10240,38.1,17.3,Slow,Pokémon with a quadruped body,Dark,5,Blue,,35,50,,,Hustle,,,0,,,2,7,0.8
Huntail,367,,,,,177,,Water,,1:1,Water 1,—,20,,5376,5355,5140,5120,59.5,27,Erratic,Pokémon with serpentine bodies,Water,3,Blue,F,70,,,,Swift Swim,,Water Veil,0,Sea,6,5,7,1.7
Reshiram,643,,,,,149,,Dragon,Fire,GU,Undiscovered,—,120,,,,30840,30720,727.5,330,Slow,Pokémon with a single pair of wings,Dragon,5,White,,0,,,,Turboblaze,,,0,,,10,6,3.2
Necrozma,800,,,,,300,,Psychic,,GU,Undiscovered,—,120,,,,,30720,507.1,230,Slow,Pokémon consisting of a head and arms,Psychic,7,Black,,0,,,,Prism Armor,,,0,,,7,10,2.4
Heracross,214,M,,Heracronite,Mega,114,,Bug,Fighting,1:1,Bug,—,25,6400,6656,6630,6425,6400,119,54,Slow,"Pokémon with a bipedal, tailless form",Bug,2,Blue,,70,,,,Swarm,Guts,Moxie,0,Forest,21,5,7,1.7
Natu,177,,,,,161,,Psychic,Flying,1:1,Flying,—,20,5120,5376,5355,5140,5120,4.4,2,Medium Fast,Pokémon with a single pair of wings,Psychic,2,Green,F,70,25,,,Synchronize,Early Bird,Magic Bounce,0,Forest,6,0,8,0.2
Jolteon,135,,,,,135,,Electric,,1:7,Field,—,35,8960,9216,9180,8995,8960,54,24.5,Medium Fast,Pokémon with a quadruped body,Electric,1,Yellow,F,70,,,,Volt Absorb,,Quick Feet,0,Urban,11,2,7,0.8
Camerupt,323,M,,Cameruptite,Mega,102,,Fire,Ground,1:1,Field,—,20,,5376,5355,5140,5120,485,220,Medium Fast,Pokémon with a quadruped body,Fire,3,Red,,70,,,,Magma Armor,Solid Rock,Anger Point,1,Mountain,6,8,2,2.5
Golett,622,,,,,128,,Ground,Ghost,G,Mineral,—,25,,,,6425,6400,202.8,92,Medium Fast,"Pokémon with a bipedal, tailless form",Ground,5,Green,,70,43,,,Iron Fist,Klutz,No Guard,0,,,3,3,1
Nincada,290,,,,,42,,Bug,Ground,1:1,Bug,—,15,,4096,4080,3855,3840,12.1,5.5,Erratic,Pokémon with an insectoid body,Bug,3,Gray,D,70,20,,,Compound Eyes,,Run Away,0,Forest,13,1,8,0.5
Silvally,773,,,,Type: Water,204,,Normal,,GU,Undiscovered,—,120,,,,,30720,221.6,100.5,Slow,Pokémon with a quadruped body,Normal,7,Gray,,0,,,,RKS System,,,0,,,7,7,2.3
Mantyke,458,,,,,140,,Water,Flying,1:1U,Undiscovered,—,25,,,6630,6425,6400,143.3,65,Slow,Pokémon with a single pair of wings,Water,4,Blue,H,70,,,,Swift Swim,Water Absorb,Water Veil,0,,,3,3,1
Braixen,654,,,,,5,Ce,Fire,,1:7,Field,—,20,,,,5140,5120,32,14.5,Medium Slow,"Pokémon with a bipedal, tailed form",Fire,6,Red,,70,36,,,Blaze,,Magician,0,,,3,3,1
Arceus,493,,,,Type: Ice,,,Normal,,GU,Undiscovered,—,120,,,30855,30840,30720,705.5,320,Slow,Pokémon with a quadruped body,Normal,4,White,,0,,,,Multitype,,,0,,,10,6,3.2
Regirock,377,,,,,193,,Rock,,GU,Undiscovered,—,80,,20736,20655,20560,20480,507.1,230,Slow,"Pokémon with a bipedal, tailless form",Rock,3,Brown,E,35,,,,Clear Body,,Sturdy,0,Cave,10,5,7,1.7
Grimer,88,A,,,Alolan,,,Poison,Dark,1:1,Amorphous,—,20,5120,5376,5355,5140,5120,66.1,30,Medium Fast,Pokémon consisting of a head and arms,Poison,1,Purple,,70,38,,,Stench,Sticky Hold,Poison Touch,0,Urban,2,2,4,0.7
Lopunny,428,M,,Lopunnite,Mega,68,,Normal,Fighting,1:1,Field,Human-Like,20,,,5355,5140,5120,73.4,33.3,Medium Fast,"Pokémon with a bipedal, tailed form",Normal,4,Brown,,140,,,,Cute Charm,Klutz,Limber,0,,,4,3,1.3
Arceus,493,,,,Type: Ghost,,,Normal,,GU,Undiscovered,—,120,,,30855,30840,30720,705.5,320,Slow,Pokémon with a quadruped body,Normal,4,White,,0,,,,Multitype,,,0,,,10,6,3.2
Spewpa,665,,,,,21,Ce,Bug,,1:1,Bug,—,15,,,,3855,3840,18.5,8.4,Medium Fast,Pokémon consisting of a head and a base,Bug,6,Black,,70,12,,,Shed Skin,,Friend Guard,0,,,1,0,0.3
Pumpkaboo,710,,,,Small Size,63,Mo,Ghost,Grass,1:1,Amorphous,—,20,,,,5140,5120,7.7,3.5,Medium Fast,Pokémon consisting of only a head,Ghost,6,Brown,,70,,,,Pickup,Frisk,Insomnia,0,,,1,0,0.3
Koffing,109,,,,,109,,Poison,,1:1,Amorphous,—,20,5120,5376,5355,5140,5120,2.2,1,Medium Fast,Pokémon consisting of only a head,Poison,1,Purple,E,70,35,,,Levitate,,,0,Urban,2,2,0,0.6
Aurorus,699,,,,,67,Co,Rock,Ice,1:7,Monster,—,30,,,,7710,7680,496,225,Medium Fast,Pokémon with a quadruped body,Rock,6,Blue,,70,,,,Refrigerate,,Snow Warning,0,,,8,10,2.7
Geodude,74,,,,,74,,Rock,Ground,1:1,Mineral,—,15,3840,4096,4080,3855,3840,44.1,20,Medium Slow,Pokémon consisting of a head and arms,Rock,1,Brown,E,70,25,,,Rock Head,Sturdy,Sand Veil,0,Mountain,1,1,4,0.4
Steelix,208,,,,,63,,Steel,Ground,1:1,Mineral,—,25,6400,6656,6630,6425,6400,881.8,400,Medium Fast,Pokémon with serpentine bodies,Steel,2,Gray,E,70,,,,Rock Head,Sturdy,Sheer Force,0,Cave,2,30,2,9.2
Deerling,585,,,,Summer Form,91,,Normal,Grass,1:1,Field,—,20,,,,5140,5120,43,19.5,Medium Fast,Pokémon with a quadruped body,Normal,5,Pink,,70,34,,,Chlorophyll,Sap Sipper,Serene Grace,0,,,2,0,0.6
Pidgeot,18,M,,Pidgeotite,Mega,18,,Normal,Flying,1:1,Flying,—,15,3840,4096,4080,3855,3840,87.1,39.5,Medium Slow,Pokémon with a single pair of wings,Normal,1,Brown,,70,,,,Keen Eye,Tangled Feet,Big Pecks,1,Forest,5,7,3,2.2
Blissey,242,,,,,223,,Normal,,1:0,Fairy,—,40,10240,10496,10455,10280,10240,103.2,46.8,Fast,"Pokémon with a bipedal, tailless form",Normal,2,Pink,H,140,,,,Natural Cure,Serene Grace,Healer,0,Urban,8,4,11,1.5
Necrozma,800,DW,W,,Dawn Wings,300,,Psychic,,GU,Undiscovered,—,120,,,,,30720,771.6,350,Slow,Pokémon with a single pair of wings,Psychic,7,Blue,,0,,,,Prism Armor,,,0,,,13,9,4.2
Seaking,119,,,,,119,,Water,,1:1,Water 2,—,20,5120,5376,5355,5140,5120,86,39,Medium Fast,Pokémon with fins,Water,1,Red,A,70,,,,Swift Swim,Water Veil,Lightning Rod,0,Water's-edge,1,4,3,1.3
Heatmor,631,,,,,137,,Fire,,1:1,Field,—,20,,,,5140,5120,127.9,58,Medium Fast,"Pokémon with a bipedal, tailed form",Fire,5,Red,,70,,,,Gluttony,Flash Fire,White Smoke,0,,,4,7,1.4
Dialga,483,,,,,149,,Steel,Dragon,GU,Undiscovered,—,120,,,30855,30840,30720,1505.8,683,Slow,Pokémon with a quadruped body,Steel,4,White,I,0,,,,Pressure,,Telepathy,0,,,17,9,5.4
Charmander,4,,,,,4,,Fire,,1:7,Monster,Dragon,20,5120,5376,5355,5140,5120,18.7,8.5,Medium Slow,"Pokémon with a bipedal, tailed form",Fire,1,Red,C,70,16,,,Blaze,,Solar Power,0,Mountain,16,2,0,0.6
Pikachu,25,,,,Unova Cap,25,,Electric,,1:1,Field,Fairy,10,2560,2816,2805,2570,2560,13.2,6,Medium Fast,Pokémon with a quadruped body,Electric,1,Yellow,D,70,,,,Static,,Lightning Rod,0,Forest,7,1,4,0.4
Crawdaunt,342,,,,,130,,Water,Dark,1:1,Water 1,Water 3,15,,4096,4080,3855,3840,72.3,32.8,Fluctuating,Pokémon with an insectoid body,Water,3,Red,B,70,,,,Hyper Cutter,Shell Armor,Adaptability,0,Water's-edge,3,3,7,1.1
Mothim,414,,,,,47,,Bug,Flying,0:1,Bug,—,15,,,4080,3855,3840,51.4,23.3,Medium Fast,Pokémon with two or more pairs of wings,Bug,4,Yellow,G,70,,,,Swarm,,Tinted Lens,0,,,2,11,0.9
