ID,English,Japanese_Kana,Japanese_Hepburn,Japanese_Trademarked,ID,English,German,ID,English,French,ID,English,Korean_Hangul,Korean_Revised,Korean_McCune_Reischauer,Korean_Official,ID,English,Chinese_Traditional,Chinese_Simplified,Chinese_Pinyin,Chinese_Yale,Chinese_Former_Names
389,Torterra,ドダイトス,Dodaitosu,Dodaitose,389,Torterra,Chelterrar,389,Torterra,Torterra,389,Torterra,토대부기,Todaebugi,T'odaebugi,Todaibugi,389,Torterra,土台龜,土台龟,Tǔtáiguī,Tóutòihgwāi,-
390,Chimchar,ヒコザル,Hikozaru,Hikozaru,390,Chimchar,Panflam,390,Chimchar,Ouisticram,390,Chimchar,불꽃숭이,Bulkkotsungi,Pulkkotsungi,Bulkotsoongi,390,Chimchar,小火焰猴,小火焰猴,Xiǎohuǒyànhóu,Síufóyihmhàuh,-
391,Monferno,モウカザル,Mōkazaru,Moukazaru,391,Monferno,Panpyro,391,Monferno,Chimpenfeu,391,Monferno,파이숭이,Paisungi,P'aisungi,Paisoongi,391,Monferno,猛火猴,猛火猴,Měnghuǒhóu,Máahngfóhàuh,-
392,Infernape,ゴウカザル,Gōkazaru,Goukazaru,392,Infernape,Panferno,392,Infernape,Simiabraz,392,Infernape,초염몽,Choyeommong,Ch'oyŏmmong,Choyeommong,392,Infernape,烈焰猴,烈焰猴,Lièyànhóu,Lihtyihmhàuh,-
393,Piplup,ポッチャマ,Potchama,Pochama,393,Piplup,Plinfa,393,Piplup,Tiplouf,393,Piplup,팽도리,Paengdori,P'aengdori,Pengdori,393,Piplup,波加曼,波加曼,Bōjiāmàn,Bōgāmaahn,-
394,Prinplup,ポッタイシ,Pottaishi,Pottaishi,394,Prinplup,Pliprin,394,Prinplup,Prinplouf,394,Prinplup,팽태자,Paengtaeja,P'aengt'aeja,Pengtaiza,394,Prinplup,波皇子,波皇子,Bōwángzǐ,Bōwòhngjí,-
395,Empoleon,エンペルト,Enperuto,Emperte,395,Empoleon,Impoleon,395,Empoleon,Pingoléon,395,Empoleon,엠페르트,Empereuteu,Emp'erŭt'ŭ,Emperut,395,Empoleon,帝王拿波,帝王拿波,Dìwángnábō,Daiwòhngnàhbō,-
396,Starly,ムックル,Mukkuru,Mukkuru,396,Starly,Staralili,396,Starly,Étourmi,396,Starly,찌르꼬,Jjireukko,Tchirŭkko,Jjiruko,396,Starly,姆克兒,姆克儿,Mǔkè'ér,Móuhhākyìh,-
397,Staravia,ムクバード,Mukubādo,Mukubird,397,Staravia,Staravia,397,Staravia,Étourvol,397,Staravia,찌르버드,Jjireubeodeu,Tchirŭbŏdŭ,Jjirubird,397,Staravia,姆克鳥,姆克鸟,Mǔkèniǎo,Móuhhākníuh,-
398,Staraptor,ムクホーク,Mukuhōku,Mukuhawk,398,Staraptor,Staraptor,398,Staraptor,Étouraptor,398,Staraptor,찌르호크,Jjireuhokeu,Tchirŭhok'ŭ,Jjiruhawk,398,Staraptor,姆克鷹,姆克鹰,Mǔkèyīng,Móuhhākyīng,-
399,Bidoof,ビッパ,Bippa,Bippa,399,Bidoof,Bidiza,399,Bidoof,Keunotor,399,Bidoof,비버니,Bibeoni,Pibŏni,Bibeoni,399,Bidoof,大牙狸,大牙狸,Dàyálí,Daaihngàhlèih,-
400,Bibarel,ビーダル,Bīdaru,Beadaru,400,Bibarel,Bidifas,400,Bibarel,Castorno,400,Bibarel,비버통,Bibeotong,Pibŏtong,Bibeotong,400,Bibarel,大尾狸,大尾狸,Dàwěilí,Daaihméihlèih,-
401,Kricketot,コロボーシ,Korobōshi,Korobohshi,401,Kricketot,Zirpurze,401,Kricketot,Crikzik,401,Kricketot,귀뚤뚜기,Gwittulttugi,Kwittulttugi,Gwittulttugi,401,Kricketot,圓法師,圆法师,Yuánfǎshī,Yùhnfaatsī,-
402,Kricketune,コロトック,Korotokku,Korotock,402,Kricketune,Zirpeise,402,Kricketune,Mélokrik,402,Kricketune,귀뚤톡크,Gwittultokkeu,Kwittult'okk'ŭ,Gwittultock,402,Kricketune,音箱蟀,音箱蟀,Yīnxiāngshuài,Yāmsēungsēut,-
403,Shinx,コリンク,Korinku,Kolink,403,Shinx,Sheinux,403,Shinx,Lixy,403,Shinx,꼬링크,Kkoringkeu,Kkoringk'ŭ,Koringku,403,Shinx,小貓怪,小猫怪,Xiǎomāoguài,Síumāaugwaai,-
404,Luxio,ルクシオ,Rukushio,Luxio,404,Luxio,Luxio,404,Luxio,Luxio,404,Luxio,럭시오,Reoksio,Rŏksio,Leoksio,404,Luxio,勒克貓,勒克猫,Lèkèmāo,Lahkhākmāau,-
405,Luxray,レントラー,Rentorā,Rentorar,405,Luxray,Luxtra,405,Luxray,Luxray,405,Luxray,렌트라,Renteura,Rent'ŭra,Renteura,405,Luxray,倫琴貓,伦琴猫,Lúnqínmāo,Lèuhnkàhmmāau,-
406,Budew,スボミー,Subomī,Subomie,406,Budew,Knospi,406,Budew,Rozbouton,406,Budew,꼬몽울,Kkomongul,Kkomongul,Komongul,406,Budew,含羞苞,含羞苞,Hánxiūbāo,Hàhmsāubāau,-
407,Roserade,ロズレイド,Rozureido,Roserade,407,Roserade,Roserade,407,Roserade,Roserade,407,Roserade,로즈레이드,Rojeureideu,Rojŭreidŭ,Rozureid,407,Roserade,羅絲雷朵,罗丝雷朵,Luósīléiduǒ,Lòhsīlèuidó,-
408,Cranidos,ズガイドス,Zugaidosu,Zugaidos,408,Cranidos,Koknodon,408,Cranidos,Kranidos,408,Cranidos,두개도스,Dugaedoseu,Tugaedosŭ,Dugaedos,408,Cranidos,頭蓋龍,头盖龙,Tóugàilóng,Tàuhgoilùhng,-
409,Rampardos,ラムパルド,Ramuparudo,Rampald,409,Rampardos,Rameidon,409,Rampardos,Charkos,409,Rampardos,램펄드,Raempeoldeu,Raemp'ŏldŭ,Ramparld,409,Rampardos,戰槌龍,战槌龙,Zhànchuílóng,Jinchèuihlùhng,-
410,Shieldon,タテトプス,Tatetopusu,Tatetops,410,Shieldon,Schilterus,410,Shieldon,Dinoclier,410,Shieldon,방패톱스,Bangpaetopseu,Pangp'aet'opsŭ,Bangpaetops,410,Shieldon,盾甲龍,盾甲龙,Dùnjiǎlóng,Téuhngaaplùhng,-
411,Bastiodon,トリデプス,Toridepusu,Torideps,411,Bastiodon,Bollterus,411,Bastiodon,Bastiodon,411,Bastiodon,바리톱스,Baritopseu,Parit'opsŭ,Baritops,411,Bastiodon,護城龍,护城龙,Hùchénglóng,Wuhsìhnglùhng,-
412,Burmy,ミノムッチ,Minomutchi,Minomucchi,412,Burmy,Burmy,412,Burmy,Cheniti,412,Burmy,도롱충이,Dorongchungi,Torongch'ungi,Dorongchungi,412,Burmy,結草兒,结草儿,Jiécǎo'ér,Gitchóuyìh,-
413,Wormadam,ミノマダム,Minomadamu,Minomadam,413,Wormadam,Burmadame,413,Wormadam,Cheniselle,413,Wormadam,도롱마담,Dorongmadam,Torongmadam,Dorongmadam,413,Wormadam,結草貴婦,结草贵妇,Jiécǎoguìfù,Gitchóugwaifúh,-
414,Mothim,ガーメイル,Gāmeiru,Gamale,414,Mothim,Moterpel,414,Mothim,Papilord,414,Mothim,나메일,Nameil,Nameil,Nameil,414,Mothim,紳士蛾,绅士蛾,Shēnshì'é,Sānsíngòh,-
415,Combee,ミツハニー,Mitsuhanī,Mitsuhoney,415,Combee,Wadribie,415,Combee,Apitrini,415,Combee,세꿀버리,Sekkulbeori,Sekkulbŏri,Sekkulbeori,415,Combee,三蜜蜂,三蜜蜂,Sānmìfēng,Sāammahtfūng,-
416,Vespiquen,ビークイン,Bīkuin,Beequen,416,Vespiquen,Honweisel,416,Vespiquen,Apireine,416,Vespiquen,비퀸,Bikwin,Pikwin,Beequein,416,Vespiquen,蜂女王,蜂女王,Fēngnǚwáng,Fūngnéuihwòhng,"蜂后 Fēnghòu (TW/CN)
蜂后 Fūnghauh (HK)"
417,Pachirisu,パチリス,Pachirisu,Pachirisu,417,Pachirisu,Pachirisu,417,Pachirisu,Pachirisu,417,Pachirisu,파치리스,Pachiriseu,P'ach'irisŭ,Pachirisu,417,Pachirisu,帕奇利茲,帕奇利兹,Pàqílìzī,Paakkèileihjī,-
418,Buizel,ブイゼル,Buizeru,Buoysel,418,Buizel,Bamelin,418,Buizel,Mustébouée,418,Buizel,브이젤,Beuijel,Pŭijel,Buijel,418,Buizel,泳圈鼬,泳圈鼬,Yǒngquānyòu,Wihnghyūnyauh,"泳氣鼬 / 泳气鼬 Yǒngqìyòu (TW/CN)
泳氣鼬 Wihngheiyauh (HK)"
419,Floatzel,フローゼル,Furōzeru,Floazel,419,Floatzel,Bojelin,419,Floatzel,Mustéflott,419,Floatzel,플로젤,Peullojel,P'ŭllojel,Pulrozel,419,Floatzel,浮潛鼬,浮潜鼬,Fúqiǎnyòu,Fàuhchìhmyauh,—
420,Cherubi,チェリンボ,Cherinbo,Cherinbo,420,Cherubi,Kikugi,420,Cherubi,Ceribou,420,Cherubi,체리버,Cheribeo,Ch'eribŏ,Cheriber,420,Cherubi,櫻花寶,樱花宝,Yīnghuābǎo,Yīngfābóu,-
421,Cherrim,チェリム,Cherimu,Cherrim,421,Cherrim,Kinoso,421,Cherrim,Ceriflor,421,Cherrim,체리꼬,Cherikko,Ch'erikko,Cheriko,421,Cherrim,櫻花兒,樱花儿,Yīnghuā'ér,Yīngfāyìh,-
422,Shellos,カラナクシ,Karanakushi,Karanakushi,422,Shellos,Schalellos,422,Shellos,Sancoki,422,Shellos,깝질무,Kkapjilmu,Kkapchilmu,Kapjilmu,422,Shellos,無殼海兔,无壳海兔,"Wúkéhǎitù
Wúqiàohǎitù",Mòuhhokhóitou,"無殼海牛 / 无壳海牛 Wúkéhǎiniú / Wúqiàohǎiniú (TW/CN)
無殼海牛 Mòuhhokhóingàuh (HK)"
423,Gastrodon,トリトドン,Toritodon,Tritodon,423,Gastrodon,Gastrodon,423,Gastrodon,Tritosor,423,Gastrodon,트리토돈,Teuritodon,T'ŭrit'odon,Tritodon,423,Gastrodon,海兔獸,海兔兽,Hǎitùshòu,Hóitousau,"海牛獸 / 海牛兽 Hǎiniúshòu (TW/CN)
海牛兽 Hóingàuhsau (HK)"
424,Ambipom,エテボース,Etebōsu,Eteboth,424,Ambipom,Ambidiffel,424,Ambipom,Capidextre,424,Ambipom,겟핸보숭,Gethaenbosung,Kethaenbosung,Gethainbosung,424,Ambipom,雙尾怪手,双尾怪手,Shuāngwěiguàishǒu,Sēungméihgwaaisáu,-
425,Drifloon,フワンテ,Fuwante,Fuwante,425,Drifloon,Driftlon,425,Drifloon,Baudrive,425,Drifloon,흔들풍손,Heundeulpungson,Hŭndŭlp'ungson,Hundlpungson,425,Drifloon,飄飄球,飘飘球,Piāopiāoqiú,Pīupīukàuh,-
426,Drifblim,フワライド,Fuwaraido,Fuwaride,426,Drifblim,Drifzepeli,426,Drifblim,Grodrive,426,Drifblim,둥실라이드,Dungsillaideu,Tungsillaidŭ,Dungsilraid,426,Drifblim,隨風球,随风球,Suífēngqiú,Chèuihfūngkàuh,"附和氣球 / 附和气球 Fùhèqìqiú (TW/CN)
附和氣球 Fuhwohheikàuh' (HK)"
427,Buneary,ミミロル,Mimiroru,Mimirol,427,Buneary,Haspiror,427,Buneary,Laporeille,427,Buneary,이어롤,Ieorol,Iŏrol,Ieorol,427,Buneary,捲捲耳,卷卷耳,Juǎnjuǎn'ěr,Gyúngyún'yíh,-
428,Lopunny,ミミロップ,Mimiroppu,Mimilop,428,Lopunny,Schlapor,428,Lopunny,Lockpin,428,Lopunny,이어롭,Ieorop,Iŏrop,Ieorop,428,Lopunny,長耳兔,长耳兔,Cháng'ěrtù,Chèuhngyíhtou,-
429,Mismagius,ムウマージ,Mūmāji,Mumargi,429,Mismagius,Traunmagil,429,Mismagius,Magirêve,429,Mismagius,무우마직,Muumajik,Muumajik,Muumajik,429,Mismagius,夢妖魔,梦妖魔,Mèngyāomó,Muhngyíumō,-
430,Honchkrow,ドンカラス,Donkarasu,Dongkarasu,430,Honchkrow,Kramshef,430,Honchkrow,Corboss,430,Honchkrow,돈크로우,Donkeurou,Tonk'ŭrou,Donkeurou,430,Honchkrow,烏鴉頭頭,乌鸦头头,Wūyātóutóu,Wū'ātàuhtàuh,-
431,Glameow,ニャルマー,Nyarumā,Nyarmar,431,Glameow,Charmian,431,Glameow,Chaglam,431,Glameow,나옹마,Naongma,Naongma,Naongma,431,Glameow,魅力喵,魅力喵,Mèilìmiāo,Meihlihkmēu,-
432,Purugly,ブニャット,Bunyatto,Bunyatto,432,Purugly,Shnurgarst,432,Purugly,Chaffreux,432,Purugly,몬냥이,Monnyangi,Monnyangi,Monnyangi,432,Purugly,東施喵,东施喵,Dōngshīmiāo,Dūngsīmēu,-
433,Chingling,リーシャン,Rīshan,Lisyan,433,Chingling,Klingplim,433,Chingling,Korillon,433,Chingling,랑딸랑,Rangttallang,Rangttallang,Rangttallang,433,Chingling,鈴鐺響,铃铛响,Língdāngxiǎng,Lìhngdōnghéung,"鈴噹響 Língdāngxiǎng (TW)
鈴噹響 Lìhngdōnghéung (HK)"
434,Stunky,スカンプー,Sukanpū,Skunpuu,434,Stunky,Skunkapuh,434,Stunky,Moufouette,434,Stunky,스컹뿡,Seukeongppung,Sŭk'ŏngppung,Skunbbung,434,Stunky,臭鼬噗,臭鼬噗,Chòuyòupū,Chauyauhpok,-
435,Skuntank,スカタンク,Sukatanku,Skutank,435,Skuntank,Skuntank,435,Skuntank,Moufflair,435,Skuntank,스컹탱크,Seukeongtaengkeu,Sŭk'ŏngt'aengk'ŭ,Skuntank,435,Skuntank,坦克臭鼬,坦克臭鼬,Tǎnkèchòuyòu,Táanhākchauyauh,-
436,Bronzor,ドーミラー,Dōmirā,Dohmirror,436,Bronzor,Bronzel,436,Bronzor,Archéomire,436,Bronzor,동미러,Dongmireo,Tongmirŏ,Dongmirror,436,Bronzor,銅鏡怪,铜镜怪,Tóngjìngguài,Tùhnggenggwaai,-
437,Bronzong,ドータクン,Dōtakun,Dohtakun,437,Bronzong,Bronzong,437,Bronzong,Archéodong,437,Bronzong,동탁군,Dongtakgun,Tongt'akkun,Dongtakgun,437,Bronzong,青銅鐘,青铜钟,Qīngtóngzhōng,Chīngtùhngjūng,-
438,Bonsly,ウソハチ,Usohachi,Usohachi,438,Bonsly,Mobai,438,Bonsly,Manzaï,438,Bonsly,꼬지지,Kkojiji,Kkojiji,Kkojiji,438,Bonsly,盆才怪,盆才怪,Péncáiguài,Pùhnchòihgwaai,"愛哭樹 / 爱哭树 Àikūshù (TW/CN)
愛哭樹 Oihūksyuh (HK)"
439,Mime Jr.,マネネ,Manene,Manene,439,Mime Jr.,Pantimimi,439,Mime Jr.,Mime Jr.,439,Mime Jr.,흉내내,Hyungnaenae,Hyungnaenae,Hungnaenae,439,Mime Jr.,魔尼尼,魔尼尼,Móníní,Mōnèihnèih,-
440,Happiny,ピンプク,Pinpuku,Pinpuku,440,Happiny,Wonneira,440,Happiny,Ptiravi,440,Happiny,핑복,Pingbok,P'ingbok,Pingbok,440,Happiny,小福蛋,小福蛋,Xiǎofúdàn,Síufūkdáan,"好運蛋 / 好运蛋 Hǎoyùndàn (TW/CN)
好運蛋 Hóuwahndáan (HK)"
441,Chatot,ペラップ,Perappu,Perap,441,Chatot,Plaudagei,441,Chatot,Pijako,441,Chatot,페라페,Perape,P'erap'e,Perape,441,Chatot,聒噪鳥,聒噪鸟,Guāzàoniǎo,Kutchouníuh,-
442,Spiritomb,ミカルゲ,Mikaruge,Mikaruge,442,Spiritomb,Kryppuk,442,Spiritomb,Spiritomb,442,Spiritomb,화강돌,Hwagangdol,Hwagangdol,Hwagangdol,442,Spiritomb,花岩怪,花岩怪,Huāyánguài,Fā'ngàahmgwaai,-
443,Gible,フカマル,Fukamaru,Fukamaru,443,Gible,Kaumalat,443,Gible,Griknot,443,Gible,딥상어동,Dipsangeodong,Tipsangŏdong,Dipsangeodong,443,Gible,圓陸鯊,圆陆鲨,Yuánlùshā,Yùhnluhksā,-
444,Gabite,ガバイト,Gabaito,Gabite,444,Gabite,Knarksel,444,Gabite,Carmache,444,Gabite,한바이트,Hanbaiteu,Hanbait'ŭ,Hanbite,444,Gabite,尖牙陸鯊,尖牙陆鲨,Jiānyálùshā,Jīmngàhluhksā,-
445,Garchomp,ガブリアス,Gaburiasu,Gaburias,445,Garchomp,Knakrack,445,Garchomp,Carchacrok,445,Garchomp,한카리아스,Hankariaseu,Hank'ariasŭ,Hankarias,445,Garchomp,烈咬陸鯊,烈咬陆鲨,Lièyǎolùshā,Lihtngáauhluhksā,-
446,Munchlax,ゴンベ,Gonbe,Gonbe,446,Munchlax,Mampfaxo,446,Munchlax,Goinfrex,446,Munchlax,먹고자,Meokgoja,Mŏkkoja,Moukgoja,446,Munchlax,小卡比獸,小卡比兽,Xiǎokǎbǐshòu,Síukābéisau,-
447,Riolu,リオル,Rioru,Riolu,447,Riolu,Riolu,447,Riolu,Riolu,447,Riolu,리오르,Rioreu,Riorŭ,Riolu,447,Riolu,利歐路,利欧路,Lì'ōulù,Leih'āulouh,利奧路 Leih'oulouh (HK)
448,Lucario,ルカリオ,Rukario,Lucario,448,Lucario,Lucario,448,Lucario,Lucario,448,Lucario,루카리오,Rukario,Ruk'ario,Lucario,448,Lucario,路卡利歐,路卡利欧,Lùkǎlì'ōu,Louhkāleih'āu,路卡利奧 Louhkāleih'ou (HK)
449,Hippopotas,ヒポポタス,Hipopotasu,Hippopotas,449,Hippopotas,Hippopotas,449,Hippopotas,Hippopotas,449,Hippopotas,히포포타스,Hipopotaseu,Hip'op'ot'asŭ,Hipopotaseu,449,Hippopotas,沙河馬,沙河马,Shāhémǎ,Sāhòhmáh,"怪河馬 / 怪河马 Guàihémǎ (TW/CN)
怪河馬 Gwaaihòhmáh (HK)"
450,Hippowdon,カバルドン,Kabarudon,Kabaldon,450,Hippowdon,Hippoterus,450,Hippowdon,Hippodocus,450,Hippowdon,하마돈,Hamadon,Hamadon,Hamadon,450,Hippowdon,河馬獸,河马兽,Hémǎshòu,Hòhmáhsau,-
451,Skorupi,スコルピ,Sukorupi,Scorupi,451,Skorupi,Pionskora,451,Skorupi,Rapion,451,Skorupi,스콜피,Seukolpi,Sŭk'olp'i,Skorupi,451,Skorupi,鉗尾蠍,钳尾蝎,Qiánwěixiē,Kìhmméihkit,"紫天蠍 / 紫天蝎 Zǐtiānxiē (TW/CN)
紫天蠍 Jítīnkit (HK)"
452,Drapion,ドラピオン,Dorapion,Dorapion,452,Drapion,Piondragi,452,Drapion,Drascore,452,Drapion,드래피온,Deuraepion,Tŭraep'ion,Drapion,452,Drapion,龍王蠍,龙王蝎,Lóngwángxiē,Lùhngwòhngkit,-
453,Croagunk,グレッグル,Guregguru,Gureggru,453,Croagunk,Glibunkel,453,Croagunk,Cradopaud,453,Croagunk,삐딱구리,Ppittakguri,Ppittakkuri,Pitakguri,453,Croagunk,不良蛙,不良蛙,Bùliángwā,Bātlèuhngwā,-
454,Toxicroak,ドクロッグ,Dokuroggu,Dokurog,454,Toxicroak,Toxiquak,454,Toxicroak,Coatox,454,Toxicroak,독개굴,Dokgaegul,Tokkaegul,Dokgaegul,454,Toxicroak,毒骷蛙,毒骷蛙,Dúkūwā,Duhkfūwā,-
455,Carnivine,マスキッパ,Masukippa,Muskippa,455,Carnivine,Venuflibis,455,Carnivine,Vortente,455,Carnivine,무스틈니,Museuteumni,Musŭt'ŭmni,Museuteumni,455,Carnivine,尖牙籠,尖牙笼,Jiānyálóng,Jīmngàhlùhng,-
456,Finneon,ケイコウオ,Keiko'uo,Keikouo,456,Finneon,Finneon,456,Finneon,Écayon,456,Finneon,형광어,Hyeonggwangeo,Hyŏnggwangŏ,Hyeonggwangeo,456,Finneon,螢光魚,荧光鱼,Yíngguāngyú,Yìhnggwōngyú,萤光鱼 Yíngguāngyú (CN)
457,Lumineon,ネオラント,Neoranto,Neolant,457,Lumineon,Lumineon,457,Lumineon,Luminéon,457,Lumineon,네오라이트,Neoraiteu,Neorait'ŭ,Neolite,457,Lumineon,霓虹魚,霓虹鱼,Níhóngyú,Ngàihhùhng'yú,-
458,Mantyke,タマンタ,Tamanta,Tamanta,458,Mantyke,Mantirps,458,Mantyke,Babimanta,458,Mantyke,타만타,Tamanta,T'amant'a,Tamanta,458,Mantyke,小球飛魚,小球飞鱼,Xiǎoqiúfēiyú,Síukàuhfēiyù,-
459,Snover,ユキカブリ,Yukikaburi,Yukikaburi,459,Snover,Shnebedeck,459,Snover,Blizzi,459,Snover,눈쓰개,Nunsseugae,Nunssŭgae,Nunsseugae,459,Snover,雪笠怪,雪笠怪,Xuělìguài,Syutlāpgwaai,-
460,Abomasnow,ユキノオー,Yukinoō,Yukinooh,460,Abomasnow,Rexblisar,460,Abomasnow,Blizzaroi,460,Abomasnow,눈설왕,Nunseorwang,Nunsŏrwang,Nunseolwang,460,Abomasnow,暴雪王,暴雪王,Bàoxuěwáng,Bouhsyutwòhng,-
461,Weavile,マニューラ,Manyūra,Manyula,461,Weavile,Snibunna,461,Weavile,Dimoret,461,Weavile,포푸니라,Popunira,P'op'unira,Popunira,461,Weavile,瑪狃拉,玛狃拉,Mǎniǔlā,Máhnáulāai,-
462,Magnezone,ジバコイル,Jibakoiru,Jibacoil,462,Magnezone,Magnezone,462,Magnezone,Magnézone,462,Magnezone,자포코일,Japokoil,Chap'ok'oil,Zapokoil,462,Magnezone,自爆磁怪,自爆磁怪,Zìbàocíguài,Jihbaauchìhgwaai,-
463,Lickilicky,ベロベルト,Beroberuto,Berobelt,463,Lickilicky,Schlurplek,463,Lickilicky,Coudlangue,463,Lickilicky,내룸벨트,Naerumbelteu,Naerumbelt'ŭ,Naerumbelt,463,Lickilicky,大舌舔,大舌舔,Dàshétiǎn,Daaisittím,-
464,Rhyperior,ドサイドン,Dosaidon,Dosidon,464,Rhyperior,Rihornior,464,Rhyperior,Rhinastoc,464,Rhyperior,거대코뿌리,Geodaekoppuri,Kŏdaek'oppuri,Geodaekopuri,464,Rhyperior,超甲狂犀,超甲狂犀,Chāojiǎkuángxī,Chīugaapkwòhngsāi,"超鐵暴龍 / 超铁暴龙 Chāotiěbàolóng (TW/CN)
超鐵暴龍 Chīutitbouhlùhng (HK)"
465,Tangrowth,モジャンボ,Mojanbo,Mojumbo,465,Tangrowth,Tangoloss,465,Tangrowth,Bouldeneu,465,Tangrowth,덩쿠림보,Deongkurimbo,Tŏngk'urimbo,Deongkurimbo,465,Tangrowth,巨蔓藤,巨蔓藤,Jùmànténg,Geuihmaahntàhng,-
466,Electivire,エレキブル,Erekiburu,Elekible,466,Electivire,Elevoltek,466,Electivire,Élekable,466,Electivire,에레키블,Erekibeul,Erek'ibŭl,Elekible,466,Electivire,電擊魔獸,电击魔兽,"Diànjímóshòu
Diànjīmóshòu",Dihngīkmōsau,-
467,Magmortar,ブーバーン,Būbān,Booburn,467,Magmortar,Magbrant,467,Magmortar,Maganon,467,Magmortar,마그마번,Mageumabeon,Mageumabŏn,Magmaburn,467,Magmortar,鴨嘴炎獸,鸭嘴炎兽,Yāzuǐyánshòu,Aapjéuiyìhmsau,"鴨嘴焰龍 / 鸭嘴焰龙 Yāzuǐyànlóng (TW/CN)
鴨嘴焰龍 Aapjéuiyihmlùhng (HK)"
468,Togekiss,トゲキッス,Togekissu,Togekiss,468,Togekiss,Togekiss,468,Togekiss,Togekiss,468,Togekiss,토게키스,Togekiseu,T'ogek'isŭ,Togekiss,468,Togekiss,波克基斯,波克基斯,Bōkèjīsī,Bōhākgēisī,-
469,Yanmega,メガヤンマ,Megayanma,Megayanma,469,Yanmega,Yanmega,469,Yanmega,Yanméga,469,Yanmega,메가자리,Megajari,Megajari,Megajari,469,Yanmega,遠古巨蜓,远古巨蜓,Yuǎngǔjùtíng,Yúhngúgeuihtìhng,"梅卡陽瑪 / 梅卡阳玛 Méikǎyángmǎ (TW/CN)
梅卡陽瑪 Mùihkāyèuhngmáh (HK)"
470,Leafeon,リーフィア,Rīfia,Leafia,470,Leafeon,Folipurba,470,Leafeon,Phyllali,470,Leafeon,리피아,Ripia,Rip'ia,Lipia,470,Leafeon,葉伊布,叶伊布,Yèyībù,Yihpyìhbou,"葉精靈 / 叶精灵 Yèjīnglíng (TW/CN)
葉伊貝 Yihpyìhbui (HK)"
471,Glaceon,グレイシア,Gureishia,Glacia,471,Glaceon,Glaziola,471,Glaceon,Givrali,471,Glaceon,글레이시아,Geulleisia,Kŭlleisia,Geulleisia,471,Glaceon,冰伊布,冰伊布,Bīngyībù,Bīngyìhbou,"冰精靈 / 冰精灵 Bīngjīnglíng (TW/CN)
冰伊貝 Bīngyìhbui (HK)"
472,Gliscor,グライオン,Guraion,Glion,472,Gliscor,Skorgro,472,Gliscor,Scorvol,472,Gliscor,글라이온,Geullaion,Kŭllaion,Glion,472,Gliscor,天蠍王,天蝎王,Tiānxiēwáng,Tīnkitwòhng,-
473,Mamoswine,マンムー,Manmū,Mammoo,473,Mamoswine,Mamutel,473,Mamoswine,Mammochon,473,Mamoswine,맘모꾸리,Mammokkuri,Mammokkuri,Mammokkuri,473,Mamoswine,象牙豬,象牙猪,Xiàngyázhū,Jeuhngngàhjyū,-
474,Porygon-Z,ポリゴンＺ,Porigon Zetto,Porygon-Z,474,Porygon-Z,Porygon-Z,474,Porygon-Z,Porygon-Z,474,Porygon-Z,폴리곤Z,Polligonjeteu,P'olligonjet'ŭ,PorygonZ,474,Porygon-Z,多邊獸Ｚ,多边兽Ｚ,Duōbiānshòu-Z,Dōbīnsau-Z,"3D龍Z / 3D龙Z 3D-Lóng Z (TW/CN)
立方獸Z Laahpfōngsau-Z (HK)"
475,Gallade,エルレイド,Erureido,Erureido,475,Gallade,Galagladi,475,Gallade,Gallame,475,Gallade,엘레이드,Elleideu,Elleidŭ,Ellade,475,Gallade,艾路雷朵,艾路雷朵,Àilùléiduǒ,Ngaaihlouhlèuidó,-
476,Probopass,ダイノーズ,Dainōzu,Dainose,476,Probopass,Voluminas,476,Probopass,Tarinorme,476,Probopass,대코파스,Daekopaseu,Taek'op'asŭ,Daekopas,476,Probopass,大朝北鼻,大朝北鼻,Dàcháoběibí,Daaichìuhbākbeih,-
477,Dusknoir,ヨノワール,Yonowāru,Yonoir,477,Dusknoir,Zwirrfinst,477,Dusknoir,Noctunoir,477,Dusknoir,야느와르몽,Yaneuwareumong,Yanŭwarŭmong,Yaneuwareumong,477,Dusknoir,黑夜魔靈,黑夜魔灵,Hēiyèmólíng,Hākyehmōlìhng,"夜黑魔人 Yèhēimórén (TW/CN)
夜黑魔人 Yehhākmōyàhn (HK)"
478,Froslass,ユキメノコ,Yukimenoko,Yukimenoko,478,Froslass,Frosdedje,478,Froslass,Momartik,478,Froslass,눈여아,Nunnyeoa,Nunnyŏa,Nunyeoa,478,Froslass,雪妖女,雪妖女,Xuěyāonǚ,Syutyíunéuih,-
479,Rotom,ロトム,Rotomu,Rotom,479,Rotom,Rotom,479,Rotom,Motisma,479,Rotom,로토무,Rotomu,Rot'omu,Rotomu,479,Rotom,洛托姆,洛托姆,Luòtuōmǔ,Loktokmóuh,-
480,Uxie,ユクシー,Yukushī,Yuxie,480,Uxie,Selfe,480,Uxie,Créhelf,480,Uxie,유크시,Yukeusi,Yuk'ŭsi,Yuxie,480,Uxie,由克希,由克希,Yóukèxī,Yàuhhākhēi,-
481,Mesprit,エムリット,Emuritto,Emrit,481,Mesprit,Vesprit,481,Mesprit,Créfollet,481,Mesprit,엠라이트,Emnaiteu,Emnait'ŭ,Emrite,481,Mesprit,艾姆利多,艾姆利多,Àimǔlìduō,Ngaaihmóuhleihdō,-
